発表日	ﾀｰｹﾞｯﾄ会社名	買収側の社名	売却側の社名	発表時ﾃﾞｨｰﾙ総額(百万)	取引状況	売却側企業 12ｶ月EBITDA	売却側企業 12ｶ月営業利益率	売却側企業 12ｶ月粗利益率	売却側企業 過去12ｶ月売上高	買収側企業 12ｶ月EBITDA	買収側企業 12ｶ月営業利益率	買収側企業 12ｶ月粗利益率	買収側企業 過去12ｶ月売上高	ﾀｰｹﾞｯﾄ企業 12ｶ月EBITDA	ﾀｰｹﾞｯﾄ企業 12ｶ月営業利益率	ﾀｰｹﾞｯﾄ企業 12ｶ月粗利益率	ﾀｰｹﾞｯﾄ企業 過去12ｶ月売上高	売却側のﾃｨｯｶｰ	売却側企業 従業員総数	売却側企業 産業ｸﾞﾙｰﾌﾟ	買収側のﾃｨｯｶｰ	買収側企業 従業員総数	買収側企業 産業ｸﾞﾙｰﾌﾟ	ﾀｰｹﾞｯﾄ会社のﾃｨｯｶｰ	ﾀｰｹﾞｯﾄ企業 従業員総数	ﾀｰｹﾞｯﾄ企業 産業ｸﾞﾙｰﾌﾟ	売却側企業 付加価値	買収側企業 付加価値	ﾀｰｹﾞｯﾄ企業 付加価値	売却側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	売却側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)	買収側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	買収側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)	ﾀｰｹﾞｯﾄ企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	ﾀｰｹﾞｯﾄ企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)		売却側企業 EBITDA
12/19/2008	Miteni SpA	International Chemical Investors GmbH	三菱ＵＦＪﾌｨﾅﾝｼｬﾙ･ｸﾞﾙｰﾌﾟ	N/A	Completed		25.3749		51513.7					-0.812866	-9.00931		30.6232	8306 JP	138161	Banks	634586Z GR		Private Equity	3196704Z IM		Chemicals			20.2925	77.317	75.312						
12/03/2008	Loan portfolio	複数買収者	ﾘｰﾏﾝ･ﾌﾞﾗｻﾞｰｽﾞ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ	N/A	Completed	36253	-22.381		35825									LEHMQ US	125	Diversified Finan Serv			"Investment Companies, Engineering&Construction"			Real Estate											
01/09/2009	日本ｲﾝﾃｸﾞﾗﾝﾄﾞﾎｰﾙﾃﾞｨﾝｸﾞｽ	CLSA Capital Partners Ltd		N/A	Completed															N.A.	CLSACZ HK		Private Equity	1416 JP	512	Home Builders											
01/13/2009	Seafreeze Cold Storage	Bay Grove Capital LLC	東洋水産	N/A	Completed	464.394	8.68849	36.7008	3727.39									2875 JP	4880	Food	3163790Z US		Private Equity	3163806Z US		Food				272.143	251.434						485.513
01/20/2009	Tsingtao Ishigaki Foods Co Ltd	青島中博実業有限会社	石垣食品	N/A	Completed	-0.741962	-2.85906	34.4175	26.2499									2901 JP	48	Beverages	QDZBEZ CH		Distribution/Wholesale	TGTIFZ CH		Food											-0.84283
01/30/2009	Canon Technology Solutions Inc	CMTSUﾘｸｲﾃﾞｰｼｮﾝ	キヤノン	N/A	Completed	4775.36	7.09372	45.0213	32208.8	-159.696	-24.7119	22.5941	497.696					7751 JP	178809	Office/Business Equip	CBRI US		Computers	3186445Z US		Office/Business Equip				183.458	191.625		-0.42				3545.87
02/02/2009	distribution centre/Warsaw	Unnamed Buyer	ソニーグループ	N/A	Completed	13957.5	10.8483	27.3408	87230.9									6758 JP	109700	Home Furnishings			Distribution/Wholesale			Real Estate				683.457	616.949						13481.1
02/27/2009	昭和リーフ	Lead Fu Industrials Corp	いちご	N/A	Completed	135.286	44.5571		142.033									2337 JP	468	Diversified Finan Serv	LFIDSZ TT		Miscellaneous Manufactur	SHWKIZ JP		Miscellaneous Manufactur				22.228	15.702						136.192
03/02/2009	大和生命保険	ﾌﾟﾙﾃﾞﾝｼｬﾙ･ﾌｧｲﾅﾝｼｬﾙ		N/A	Completed						16.8597		63370							N.A.	PRU US	41671	Insurance	AZLZ JP		Insurance						12.828	13.397				
03/05/2009	ｸﾛﾉｾﾗﾋﾟｰ知的財産権	Horizon Pharma Switzerland GmbH	そーせいグループ	N/A	Completed	14.4645	2.27537	90.7398	88.7499									4565 JP	188	Pharmaceuticals	3221303Z SW		Pharmaceuticals			Pharmaceuticals				38.547	33.926						21.345
03/06/2009	ｵｰﾙｱﾎﾞｳﾄﾌｨﾅﾝｼｬﾙｻｰﾋﾞｽ	Phillip Securities Pte Ltd	オールアバウト	N/A	Completed	11.7272	6.0232	55.402	162.346									2454 JP	267	Internet	PSZ SP	596	Diversified Finan Serv	ALBFSZ JP		Diversified Finan Serv											10.376
03/23/2009	Japan Practice Consulting Business	ﾌﾟﾗｲｽｳｫｰﾀｰﾊｳｽｸｰﾊﾟｰｽ	BearingPoint Inc	N/A	Completed	170.884	3.9089	21.1379	3197.04									BGPTQ US	15200	Commercial Services	10182Z US	38935	Commercial Services			Commercial Services											170.884
03/24/2009	Agrenco Bioenergia Industria e Comercio de Oleos e	Agrenco Ltd/Brazil	丸紅	N/A	Completed	2752.75	2.12668	10.332	64610	179.536								8002 JP	45470	Distribution/Wholesale	AGEN33 BZ		Commercial Services	3251545Z BZ		Commercial Services				170.62	181.567						2576.37
03/31/2009	KK Maos Ltd	Riverside Partners LLC		N/A	Completed															N.A.	20997Z US	13218	Private Equity	KKMAOZ JP		Commercial Services											
02/18/2009	Certain Assets	P&M Quality Smallgoods Pty Ltd	日本たばこ産業	N/A	Completed	6720.7	24.2455	58.4494	20728.2									2914 JP	58300	Agriculture	302794Z AU	4000	Storage/Warehousing			Food				188.249	157.973						6040.57
02/24/2009	Certain Assets	EXFO Optics SAS	アンリツ	N/A	Completed	212.121	16.9283	53.0832	977.131									6754 JP	3954	Electronics	3329970Z FP		Electronics			Electronics				137.112	118.011						232.026
03/31/2009	Mercedes-Benz Grand Prix Ltd	マネージメントグループ	本田技研工業	N/A	Completed	15434	6.95192	21.2828	137418						4.92399		456.152	7267 JP	211374	Auto Manufacturers			Entertainment	1349858Z LN		Entertainment				468.916	400.622						12116.3
07/08/2009	湖南HEG電子玻璃有限公司	複数買収者	ＡＧＣ	N/A	Completed	2816.8	9.48192	28.4896	14737.7									5201 JP	56179	Building Materials			"Commercial Services, Country Funds-Closed-end"	HNHGEZ CH		Electronics				504.677	532.963						2051.22
08/10/2009	Raymond Vineyard & Cellar Inc	Boisset Family Estates	キリンホールディングス	N/A	Completed	1664.23	5.17636	44.4944	17292.6									2503 JP	31151	Beverages	3375493Z US		Beverages	3375501Z US		Beverages				147.801	113.728						1733.73
09/01/2009	Sony Baja California SA de CV	鴻海精密工業 [ﾎﾝﾊｲ･ﾌﾟﾚｼｼﾞｮﾝ･ｲﾝﾀﾞｽﾄﾘｰ]	ソニーグループ	N/A	Completed	13957.5	10.8483	27.3408	87230.9	7480.16	2.39835	5.90333	210546					6758 JP	109700	Home Furnishings	2317 TT		Electronics	3381552Z MM		Home Furnishings				683.457	616.949	10.914	9.792				13481.1
09/08/2009	Aquascutum Group Ltd	Broadwick Group Ltd	レナウン	N/A	Completed	-10.3384	-2.78613	45.9275	581.479									3606 JP	927	Apparel	3388571Z LN		Commercial Services	AQUM LN	436	Apparel											-15.4679
09/10/2009	Global Engine Manufacturing Alliance LLC	ｸﾗｲｽﾗｰ･ｸﾞﾙｰﾌﾟ	"三菱自動車工業,現代自動車 [ﾋｭﾝﾀﾞｲﾓｰﾀｰｶﾝﾊﾟﾆｰ]"	N/A	Completed															Auto Manufacturers	1621136D US		Auto Manufacturers	3391044Z US		Auto Parts&Equipment											
09/14/2009	C&M Fine Park Inc	Mid Oaks Investments LLC	中央化学	N/A	Completed	42.379	5.08521	27.4192	445.318									7895 JP	1655	Packaging&Containers	3320264Z US	1655	Investment Companies	3392843Z US		Packaging&Containers											42.6943
09/18/2009	"Hennessy Japan Fund,Hennessy Japan Small Cap Fund"	ﾍﾈｼｰ･ｱﾄﾞﾊﾞｲｻﾞｰｽﾞ	スパークス・グループ	N/A	Completed	69.3168	47.0429		141.977	12.2516	32.6365		31.621					8739 JP	180	Diversified Finan Serv	HNNA US	21	Diversified Finan Serv			N.A.											63.6452
07/15/2009	Sun East Shinonome Building	Mapletree Investments Pte Ltd	三井物産	N/A	Completed	4817.44	2.49709	9.73044	85908.6	2229.97	109.562		2008.59					8031 JP	44509	Distribution/Wholesale	1024903Z SP	2580	Investment Companies			Real Estate				372.474	412.968						3928.51
06/16/2021	Suspension systems business/Marelli Corp	Potential Buyer	"マレリ,KKR"	N/A	Proposed															"Auto Parts&Equipment, Private Equity"			Investment Companies			Auto Parts&Equipment											
03/22/2021	ShieldX Networks Inc	ﾌｫｰﾃｨﾈｯﾄ	"ﾉｰﾄﾝﾗｲﾌﾛｯｸ,日本電信電話,ﾌｧｲｱ･ｱｲ,Aspect Managment LLC (ﾌｧﾝﾄﾞ: Aspect Ventures Fund LP),Unknown Seller,Bain Capital Venture Partners LLC (ﾌｧﾝﾄﾞ: Bain Capital Venture Fund 2016 LP)"	N/A	Completed					656.9	19.4262	77.6774	2910.5							"Internet, Telecommunications, Investment Companies, Private Equity"	FTNT US	9043	Computers	1562252D US		Computers						4.418	3.868				
08/19/2021	Deere-Hitachi Construction Machinery Corp	ディア	日立建機	N/A	Pending	839.55	4.31936	24.0826	8183.79	10273	19.2467	34.5314	42428					6305 JP	24873	Machinery-Constr&Mining	DE US	69634	Machinery-Diversified	0203092D US		Machinery-Constr&Mining				231.395	182.505	22.008	18.822				739.669
08/19/2021	Deere-Hitachi Maquinas de Construcao do Brasil SA	ディア	日立建機	N/A	Pending	839.55	4.31936	24.0826	8183.79	10273	19.2467	34.5314	42428					6305 JP	24873	Machinery-Constr&Mining	DE US	69634	Machinery-Diversified	0205854D BZ		Machinery-Constr&Mining				231.395	182.505	22.008	18.822				739.669
08/16/2021	ICAP東短証券株式会社	TP ICAP Group PLC	東京短資	N/A	Completed					327.4	7.70115		2344.34					1202Z JP		Diversified Finan Serv	TCAP LN	4947	Diversified Finan Serv	0190858D JP		Diversified Finan Serv						0.293	0.257				
08/23/2021	Ministop Korea Co Ltd	Potential Buyer	イオン	N/A	Proposed	4836.53	2.33066	35.4201	81691.5									8267 JP	408567	Retail			Investment Companies	ABFSUZ KS	389	Food				43.558	33.29						4355.03
10/24/2003	フランスベッド	ｵｰｸﾂﾘｰ･ｷｬﾋﾟﾀﾙ･ｸﾞﾙｰﾌﾟ	フランスベッド	N/A	Completed	6.3129	0.149163	37.5117	455.258	1234.94	57.8358		1855.47					7977 JP	1705	Home Furnishings	OAK US	1018	Investment Companies	FRCBSZ JP		Healthcare-Services											
08/23/2021	3DOM Singapore Pte Ltd	Chaswood Resources Holdings Ltd	スリーダム	N/A	Pending					0.166907	21.4823	62.073	0.423186					1685238D JP		Electrical Compo&Equip	CWR SP		Retail	1913719D SP		Auto Parts&Equipment											
04/20/2021	GamingMonk Entertainment Pvt Ltd	Galactus Funware Technology Pvt Ltd	"Smile Group,インキュベイトファンド (ﾌｧﾝﾄﾞ: Incubate Fund III),Unknown Seller,AdvantEDGE Incubators Pvt Ltd,Stellaris Advisors LLP (ﾌｧﾝﾄﾞ: Stellaris Fund),ＧａｍｅＷｉｔｈ"	N/A	Completed															"Investment Companies, Private Equity, Software"	1680764D IN		Software	1539057D IN		Software											
08/19/2021	ｻﾉﾋﾞｵﾝ･ﾌｧｰﾏｼｭｰﾃｨｶﾙｽﾞ･ﾖｰﾛｯﾊﾟLtd	Inflexion Private Equity Partners LLP	大日本住友製薬	N/A	Completed	777.653	10.9604	72.6707	4821.09									4506 JP	6268	Pharmaceuticals	705798Z LN		Private Equity	1766369Z LN		Commercial Services				113.636	117.799						885.741
08/28/2021	Gas Guarico natural gas/Caracas	複数買収者	INPEX	N/A	Completed	4861.6	39.6857	49.0043	8244.37									1605 JP	3163	Oil&Gas			Oil&Gas			Oil&Gas				127.722	119.13						4022.85
08/28/2021	Petroguarico oil/Caracas	複数買収者	INPEX	N/A	Completed	4861.6	39.6857	49.0043	8244.37									1605 JP	3163	Oil&Gas			Oil&Gas			Oil&Gas				127.722	119.13						4022.85
05/10/2021	日本板硝子コンパス	ENTEK Technology Holdings LLC	日本板硝子	N/A	Completed	444.247	1.9453	23.5635	5213.14									5202 JP	25955	Building Materials	1887172D US		Auto Parts&Equipment	1887167D JP		Auto Parts&Equipment				112.418	118.44						264.92
08/25/2021	Telestax Inc	Mavenir Private Holdings I Ltd	"ＮＥＣネッツエスアイ,ネクストジェン,LiveOak Venture Partners (ﾌｧﾝﾄﾞ: LiveOak Venture Partners I LP),Pinnacle Ventures LLC (ﾌｧﾝﾄﾞ: Pinnacle IV LP)"	N/A	Completed															"Private Equity, Computers, Software"	1914630D LN		Investment Companies	1523811D US		Software											
09/06/2021	Hotel and leisure facilities/Seibu Holdings Inc	Potential Buyer	西武ホールディングス	N/A	Proposed	171.132	-11.0099	-0.294635	3404.63									9024 JP	22844	Transportation			Investment Companies			REITS				49.945	-26.22						63.5792
09/06/2021	Guardian Optical Technologies Ltd	ｼﾞｪﾝﾃｯｸｽ	"Goldbell Engineering Pte Ltd,Unknown Seller,Maniv Mobility (ﾌｧﾝﾄﾞ: Maniv Mobility A LP),Translink Capital LLC (ﾌｧﾝﾄﾞ: TransLink Capital Partners IV LP),スパークス・グループ (ﾌｧﾝﾄﾞ: 未来創生投資戦略),B&E Equities SpA,Union Ventures Ltd"	N/A	Completed					637.725	27.9155	38.6074	1916.23							"Diversified Finan Serv, Investment Companies, Private Equity, Machinery-Constr&Mining"	GNTX US	5303	Auto Parts&Equipment	1560454D IT		Auto Parts&Equipment						2.158	1.754				
05/07/2021	Condenser business/Keihin Corp	ﾊﾉﾝ･ｼｽﾃﾑｽﾞ	日立製作所	N/A	Completed	10824.4	6.61216	24.8067	89251	884.697	6.58163	13.4418	6807.08					6501 JP	353520	Machinery-Constr&Mining	018880 KS		Auto Parts&Equipment			Retail				556.813	618.99	782.53	652.027				12174.1
04/21/2021	東芝	ﾍﾞｲﾝ･ｷｬﾋﾟﾀﾙ･ﾌﾟﾗｲﾍﾞｰﾄ･ｴｸｲﾃｨ		N/A	Proposed									2037.39	4.13412	26.3875	29890.9			N.A.	6821Z US	31500	Private Equity	6502 JP	118131	Miscellaneous Manufactur								358.776	317.913		
09/08/2021	Mystacks Inc	Themis Solutions Inc	"Unknown Seller,靴のマルトミ (ﾌｧﾝﾄﾞ: Draper Associates V LP),Revel Partners (ﾌｧﾝﾄﾞ: Revel Venture Fund II LP)"	N/A	Completed															"Retail, Investment Companies, Private Equity"	0134542D CN		Software	1824230D US		Software											
09/06/2021	アラクサラネットワークス	ﾌｫｰﾃｨﾈｯﾄ	日本産業パートナーズ	N/A	Completed					656.9	19.4262	77.6774	2910.5					JIPTRZ JP		Diversified Finan Serv	FTNT US	9043	Computers	ALAXAZ JP		Computers						4.418	3.868				
09/13/2021	エバラCJフレッシュフーズ	ＣＪ第一製糖 [CJﾁｪｲﾙｼﾞｪﾀﾞﾝ]	エバラ食品工業	N/A	Pending	43.8912	7.27739	45.4287	465.277	2500.41	6.21828	22.1531	22016.6					2819 JP	758	Food	097950 KS		Food	1918328D JP		Food				207.8	194.8	45112.1	41495.6				44.2224
08/18/2021	Demiurge Studios LLC	Embracer Group AB	株式会社 セガネットワークス	N/A	Completed					511.459	-4.21495		1211.94					1237969D JP		Internet	EMBRACB SS	5486	Software	1238500D US		Leisure Time		610.189				4.5	3.926				
03/29/2021	Fruit preparations business	ｽﾞｰﾄﾂｯｶｰ	太陽化学	N/A	Completed	62.3195	13.1685	29.4049	377.246	663.03	2.7266		8023.03					2902 JP	849	Chemicals	SZU GR	18380	Food			Food		2694.7		230.5	213.4	1.336	0.806				59.9082
08/23/2021	Viafintech GmbH	Paysafe Ltd	グローリー	N/A	Pending	310.667	7.55973	40.0218	2137.37	298.408	1.37961	62.5077	1426.49					6457 JP	10520	Miscellaneous Manufactur	PSFE US		Commercial Services	1913669D GR		Commercial Services				146.223	119.9	0.181	0.059				277.418
09/15/2021	土地及び建物/愛知県名古屋市昭和区広路町	Unnamed Buyer	第一商品	N/A	Pending	-10.4842	-215.657		4.93966									8746 JP	67	Diversified Finan Serv			Investment Companies			Real Estate											-12.7194
09/06/2021	"Burger King Japan,BKR Co LTD"	Potential Buyer	Affinity Equity Partners Ltd	N/A	Proposed													AFFEQTZ HK		Private Equity			Investment Companies			Retail											
09/15/2021	新生銀行	Potential Buyer		N/A	Proposed										20.2698		2516.61			N.A.			Investment Companies	8303 JP	5605	Banks								227.322	202.898		
09/17/2021	Non core Products/Latin America	Adium Pharma SA	武田薬品工業	N/A	Pending	10816.1	17.6513	70.1846	31423.3									4502 JP	47099	Pharmaceuticals	1919587D UY		Retail			Healthcare-Products				430.074	411.46						10083.4
08/03/2021	Sun Chemical Group Cooperatief UA	DCL Corp		N/A	Completed															N.A.	0340602D KS	28	Miscellaneous Manufactur	0779103D NA		Investment Companies											
03/17/2021	63 Speedway sites/US	Jacksons Food Stores Inc	ｾﾌﾞﾝ&ｱｲ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ	N/A	Pending	5988.79	7.9822	22.7291	43909.8									3382 JP	135332	Food	3473186Z US		Retail			REITS				338.254	238.549						5918.98
03/15/2021	124 Speedway & 7 Eleven sites	Anabi Oil Corp	ｾﾌﾞﾝ&ｱｲ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ	N/A	Completed	5988.79	7.9822	22.7291	43909.8									3382 JP	135332	Food	1200048D US		Retail			REITS				338.254	238.549						5918.98
08/26/2021	"LAURA MERCIER,BareMinerals,Buxom Cosmetics"	ｱﾄﾞﾍﾞﾝﾄ･ｲﾝﾀｰﾅｼｮﾅﾙ	資生堂	N/A	Pending	1030.71	4.097	74.0255	9493.61									4911 JP	39035	Cosmetics/Personal Care	13620Z US	10000	Private Equity			Cosmetics/Personal Care				155.986	120.991						772.198
09/17/2021	Wrnch Inc	Hinge Health Inc	"ニコン,ｼﾞｮｰﾝｽﾞﾗﾝｸﾞﾗｻｰﾙ,Radical Investments Management LLC,TandemLaunch Inc,Unknown Seller"	N/A	Completed															"Investment Companies, Real Estate, Private Equity, Miscellaneous Manufactur"	1526304D US		Software	1382557D CN		Software											
07/13/2021	pring	ｱﾙﾌｧﾍﾞｯﾄ	"日本瓦斯,ミロク情報サービス,Unnamed Seller,メタップス"	N/A	Completed					76763	28.4485	55.7229	220265							"Distribution/Wholesale, Investment Companies, Software"	GOOGL US	144056	Internet	1724346D JP		Diversified Finan Serv						127.236	116.509				
09/19/2021	Alba oil field UKCS/UK	デレク･グループ	三井物産	N/A	Pending	4817.44	2.49709	9.73044	85908.6		60.3747	47.8335	2104.81					8031 JP	44509	Distribution/Wholesale	DLEKG IT	2465	Oil&Gas			Oil&Gas				372.474	412.968	47.17	46.35				3928.51
09/22/2021	GlobalLogic Inc	Inspira Technologies Oxy BHN Ltd	日立製作所	N/A	Pending	10824.4	6.61216	24.8067	89251	-6.066								6501 JP	353520	Machinery-Constr&Mining	IINN US		Healthcare-Products	2813291Z US	8000	Computers				556.813	618.99	-0.84	-1.52				12174.1
09/01/2021	ＨＪホールディングス	Content Square Ltd		N/A	Completed															N.A.	1449737D LN		Software	1534673D JP		Media											
06/02/2021	Permasteelisa Espana SAU	ﾑﾀﾚｽ	パルマスティーリザ	N/A	Completed	-51.1047	-8.24201		1012.89	611.623	20.3811		2454.25		13.113		24.1	PMS IM	666	Engineering&Construction	MUX GR	15515	Private Equity	6845257Z SM		Engineering&Construction	706.693	695.657				1.113	5.66				-51.1047
03/08/2021	Curv Inc	ﾍﾟｲﾊﾟﾙ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ	"マネックスグループ,Unnamed Seller,Exeter Venture Management Co LLC (ﾌｧﾝﾄﾞ: Flybridge Capital Partners IV LP),Franklin Templeton Financial Services Corp (ﾌｧﾝﾄﾞ: Templeton Strategic Emerging Markets Fund IV LP),Liberty City Ventures (ﾌｧﾝﾄﾞ: Digital Currency Fund),Digital Currency Group Inc,CommerzVentures GmbH,Illuminate Financial Management LLP (ﾌｧﾝﾄﾞ: Illuminate Fintech Opportunities Fund),DG Daiwa Ventures (ﾌｧﾝﾄﾞ: DG Lab Fund I),Coinbase Ventures,Team8 Labs Ltd (ﾌｧﾝﾄﾞ: Team8 Partners II LP)"	N/A	Pending					5489	17.2314		23846							"Internet, Diversified Finan Serv, Investment Companies, Private Equity, Computers"	PYPL US	26500	Commercial Services	1700423D US		Software						5.902	4.718				
07/29/2021	Japan Canada Oil Sands Ltd	GAC Holdco Inc	石油資源開発	N/A	Completed	330.494	5.37001	18.9489	2246.15									1662 JP	1780	Oil&Gas	1906520D CN		Investment Companies	7564284Z CN	110	Oil&Gas				305.708	-2010.2						252.723
09/03/2021	NEC Energy Solutions Inc	ＬＧ化学 [ｴﾙｼﾞｰ･ｹﾐｶﾙ]	日本電気	N/A	Pending	3174.6	5.4007	28.9215	28724.5	6263.75	12.177	26.6314	33065.9					6701 JP	114714	Computers	051910 KS		Chemicals	1012665D US	99	Electrical Compo&Equip				369.702	296.535	43085.7	54559.6				3031.54
07/19/2021	Bayshore Networks Inc	OPSWAT Inc	"横河電機,Unnamed Seller,Trident Capital LP (ﾌｧﾝﾄﾞ: Trident Capital Cybersecurity Fund I LP),Benhamou Global Ventures LLC (ﾌｧﾝﾄﾞ: BGV III LP),Samsung Venture Investment Corp (ﾌｧﾝﾄﾞ: Samsung Next Fund)"	N/A	Completed															"Investment Companies, Private Equity, Electronics"	3350470Z US		Software	1401991D US		Computers											
06/15/2021	International rights to Zonegran/Eisai Co Ltd	ｱﾄﾞﾊﾞﾝｽﾞ･ﾌｧｰﾏ	エーザイ	N/A	Pending	1053.14	11.0493	76.1093	6379.89	168.082	-4.03667	62.0757	531.701					4523 JP	11237	Pharmaceuticals	ADVZ CN		Biotechnology			Pharmaceuticals				217.978	209.762						844.424
09/01/2021	Portfolio of endoscopy informatics & software	Provation Software Group Inc	ＨＯＹＡ	N/A	Completed	2002.24	29.2809	84.4797	5613.17									7741 JP	37245	Electronics	1851195D US		Software			Healthcare-Services				486.627	428.952						1843.23
08/02/2021	603666 sq ft office campus	KKR Real Estate Select Trust Inc	森トラスト・ホールディングス	N/A	Completed		97.9363		130.604									0192787D JP		Real Estate	KRSDX US		Real Estate			REITS											
09/14/2021	Old Baptist Road Plant/Toray Plastics America Inc	Arlin Manufacturing Co Inc	東レ	N/A	Proposed	1873.59	4.11654	20.2032	18781.7									3402 JP	46267	Chemicals	1920489D US		Miscellaneous Manufactur			Miscellaneous Manufactur				66.474	57.802						1619.65
09/14/2021	Merdis International PT	マネージメントグループ	トライステージ	N/A	Pending	14.2287	2.72369	11.2	451.622									2178 JP	333	Advertising			Investment Companies	1447391D IJ		Distribution/Wholesale											14.524
09/24/2021	Mitsui Chemicals Nonwovens Tianjin Co Ltd	Hostar International Ltd	三井化学	N/A	Pending	1821.3	8.7673	25.8777	12471.7									4183 JP	18051	Chemicals	ABDOAZ HK	6	Textiles	1870583D CH		Chemicals				456.251	510.821						1402.76
07/03/2007	China Property & Casualty Reinsurance Co Ltd	中国再保険集団[ﾁｬｲﾅ･ﾘｲﾝｼｭｱﾗﾝｽ･ｸﾞﾙｰﾌﾟ]	"トーア再保険,Fuxi Investment Holding Co"	N/A	Completed						5.52116		22835.1		3.4789		4452.11			"Holding Companies-Divers, Insurance"	1508 HK	59711	Insurance	CPCRCZ CH		Insurance						0.17	0.175				
07/28/2021	HIYR AS	Hofseth International AS	横浜冷凍	N/A	Completed	98.6402	2.95195	12.9411	1050.95									2874 JP	1722	Food	1383426D NO		Food	1413959D NO		Food				60.345	39.095						92.2866
09/07/2021	Gauss Surgical Inc	ｽﾄﾗｲｶｰ	"Orlando Health Inc,ﾉｰｽｳｪﾙ･ﾍﾙｽｹｱ,Spectrum Health Systems Inc,Memorial Hermann Health System,OSF Healthcare System,Rex Health Ventures LLC (ﾌｧﾝﾄﾞ: Rex Health Ventures I LP),Providence Health Care,Jump Capital LLC,Stanford-StartX Fund LLC,LifeForce Ventures LLC,Mount Sinai Health System Inc,Summation Health Ventures LP/Fund Family (ﾌｧﾝﾄﾞ: Summation Health Ventures LP),Providence Health Care Ventures Inc (ﾌｧﾝﾄﾞ: Providence Ventures),Unknown Seller,Promus Asset Management LLC (ﾌｧﾝﾄﾞ: PV Expansion Fund I LP),Polaris Venture Partners LP (ﾌｧﾝﾄﾞ: LS Polaris Innovation Fund LP),SoftBank Ventures Asia Corp (ﾌｧﾝﾄﾞ: SB Global Champ Fund),4100 Group Inc/The"	N/A	Completed					3867	17.2289	64.3789	16246							"Commercial Services, Healthcare-Services, Investment Companies, Private Equity"	SYK US	43000	Healthcare-Products	1311489D US		Healthcare-Products						10.421	9.336				
