発表日,ﾀｰｹﾞｯﾄ会社名,買収側の社名,発表時ﾃﾞｨｰﾙ総額(百万),買収側企業 人件費,ﾀｰｹﾞｯﾄ企業 人件費,買収側企業 12ｶ月売上原価,ﾀｰｹﾞｯﾄ企業 12ｶ月売上原価,買収側企業 原材料,ﾀｰｹﾞｯﾄ企業 原材料,買収側企業 外国人持株比率,ﾀｰｹﾞｯﾄ企業 外国人持株比率,ﾀｰｹﾞｯﾄ企業 販管費･その他営業費用,買収側企業 SIC名,ﾀｰｹﾞｯﾄ企業 SIC名
2008-05-27,金融エンジニアリング,日鉄ソリューションズ,35.07,120.716,,1935.79,,0.379713,,17.231,,,,BUS CONSULT
2008-05-27,事務所･駐車場/千代田区一番町,日本生命保険,40.25,,,,,,,,,,LIFE INSURANCE,
2008-05-27,外食４店舗,焼肉坂井ホールディングス,1.84,62.1537,,60.7144,,3.19407,,0.62,,,,
2008-05-27,Bon Sejour Shin Yamashita,ﾊﾟｰｸｳｪｲ･ﾗｲﾌREIT,13.84,,,,,,,,,,,
2008-05-27,MS&Consulting,ホッコク,15.37,8.74921,,12.7209,,0.0540543,,46.66,,,,
2008-05-27,オークネット,オークネット,147.72,30.0329,,178.238,86.3511,0.0567183,,17.68,,,,
2008-05-27,Bon Sejour Ibaraki,ﾊﾟｰｸｳｪｲ･ﾗｲﾌREIT,11.31,,,,,,,,,,,
2008-05-28,事務所･車庫/千葉県市川市,シー・ヴイ・エス・ベイエリア,10.79,11.404,,48.3383,,,,0.7,,,,
2008-05-28,ラピスセミコンダクタ,ローム,817.63,166.796,,2540.25,,384.432,,44.92,,,,SEMICONDUCTORS
2008-05-28,三菱ＵＦＪニコス,三菱ＵＦＪﾌｨﾅﾝｼｬﾙ･ｸﾞﾙｰﾌﾟ,965.53,,279.977,,,,,27.96,,2282.1,COML BANK NEC,
2008-05-29,ヴァンテ田無,平和不動産リート投資法人,8.62,,,,,,,,,,,
2008-05-29,エコロジー豊洲プロセンチュリー,トップリート投資法人,48.85,,,,,,,2.1,,,,
2008-05-30,大新東,シダックス,102.18,55.5988,,934.865,280.206,5.6324,,3.66,,,,
2008-05-30,エネサーブ,大和ハウス工業,98.39,2307.04,14.1892,31265.4,61.2774,99.2496,1.27885,28.47,10.8,15.3446,,
2008-05-30,Braden Partners LP,帝人,114.0,622.84,,5839.09,,369.849,,36.02,,,,HOME HEALTH
2008-05-30,プレミアステージ両国,ＮＴＴ都市開発リート投資法人,14.18,,,,,,,,,,,
2008-05-30,エム・アイ・ケー,ハーモニーグリーン,10.9,,,,,,,,,,,DRUG STORES
2008-05-31,Metaldyne LLC,ｶｰﾗｲﾙ･ｸﾞﾙｰﾌﾟ,40.0,1733.7,,,,,,,,,INVEST ADVICE,VEHICLE PARTS
2008-06-02,ホテルルートイン横浜馬車道,ユナイテッド・アーバン投資法人,45.29,,,,,,,,,,,
2008-06-02,インターネットカフェ事業,映クラ,1.09,,,,,,,,,,DRINKING PLACE,
2008-06-02,長谷萬ビル東陽町,ユナイテッド・アーバン投資法人,81.56,,,,,,,,,,,
2008-06-02,立時化学,日本ペイントホールディングス,4.92,1225.78,,5246.01,,296.786,,58.67,,,,
2008-06-02,Hitachi Capital Invoice Finance Ltd,日立キャピタル,56.03,453.003,,,,,,18.34,,,,
2008-06-02,新星堂,大和証券グループ本社,162.44,1820.61,18.2994,,91.1154,,,24.25,0.6,49.2461,,
2008-06-02,MA仙台ビル,ユナイテッド・アーバン投資法人,33.01,,,,,,,,,,,
2008-06-02,パークサイト泉,ユナイテッド・アーバン投資法人,8.64,,,,,,,,,,,
2008-06-03,STAR YPSILON,スター･バルク･キャリアーズ,87.2,,,543.692,,47.294,,,,,FORGN SEA FRGT,
2008-06-03,Nikko Building CO Ltd/Tokio,ドイツ銀行,183.0,11955.1,,,,,,,,,ST COML BANK,GEN CONSTR/NEC
2008-06-06,須江薬品,東邦ホールディングス,6.11,508.511,,10535.0,,1.62734,,20.51,,,,DRUGS/SUNDRIES
2008-06-06,サンプール,ＤＤホールディングス,4.5,92.199,,42.0727,,1.84609,,2.574,,,,
2008-06-09,パレ,オークワ,65.93,308.46,,1766.15,,,,7.18,,,,
2008-06-09,ニッキフーズ,日清食品ホールディングス,16.85,671.666,,3269.65,,191.149,,18.89,,,,FRZN SPEC NEC
2008-06-10,Toppan Leefung Pte Ltd,凸版印刷,248.22,961.678,,10985.0,285.192,256.08,,24.32,,,,
2008-06-10,テスコ,乃村工藝社,9.11,94.7701,7.37839,735.512,116.686,,0.398358,14.918,0.2,11.1017,,GEN CONSTR/NEC
2008-06-10,"ベストワーク,ターゲット",AFC-HDｱﾑｽﾗｲﾌｻｲｴﾝｽ,1.12,10.9666,,144.792,,12.3676,,1.06,,,,
2008-06-10,ハウジング恒産,三光ソフランホールディングス,1.87,,,198.375,,,,,,,,REAL EST AGENT
2008-06-10,日本アトマイズ加工,日本精鉱,1.06,4.27293,,112.408,,6.31991,,0.23,,,,METAL PROD NEC
2008-06-11,Global Associates Holdings Ltd,パーソルキャリア,5.93,,,393.437,,,,,,,,
2008-06-11,ＺＡＲＡ天神西通,スマイル・リテール・ナイン,38.42,,,,,,,,,,,
2008-06-11,ランバクシー･ラボラトリーズ,第一三共,2237.94,2283.58,346.354,3185.47,,330.811,113.937,34.63,13.8,1710.23,PHARM PREPS,
2008-06-12,13階建てマンション/蒲田,ｼﾞｪｲｸﾞﾙｰﾌﾟﾎｰﾙﾃﾞｨﾝｸﾞｽ,5.86,17.5451,,13.4188,,0.512386,,0.17,,,,
2008-06-12,Pokka Corp Singapore Ltd,アドバンテッジパートナーズ,12.41,,,,,,,,,,,BOTL/CAN SFT D
2008-06-13,土屋ツーバイホーム,土屋ホールディングス,1.65,28.8089,5.58237,205.664,37.4516,1.35775,0.292152,0.91,,11.1204,,GEN CONSTR/SF
2008-06-16,ジイズスタッフ,アクモス,1.85,3.94831,,26.5093,,,,1.02,,,,
2008-06-16,エスピーシー,プライベート･インベスター,2.59,,,,,,,,,,,EMPLOY AGENT
2008-06-16,サイバーリップル,プロジェ・ホールディングス,1.2,0.863777,,24.8833,,0.00151497,,0.28,,,,
2008-06-16,Advantest Europe Systems GmbH,アドバンテスト,5.0,616.822,,1519.41,,261.875,,36.51,,,SEMICONDUCTORS,
2008-06-16,オリックス品川ビル,ｵﾘｯｸｽ不動産投資法人,140.56,,,,,,,,,,,
2008-06-17,だいもん,関門海,3.33,7.18492,,10.2587,,0.243378,,0.54,,,,PACKING/CRATNG
2008-06-18,Mobius Ski & Hotel Resort,Northern Arc Investment Ltd,4.56,,,,,,,,,,,
2008-06-19,大同生命大宮ビル,VS Two LLC,25.07,,,,,,,,,,,
2008-06-19,Nexo SA,ヤマハ,20.62,1033.55,,2301.08,,184.811,,26.0,,,,
2008-06-19,ＮＢＦ谷町ビル,VS Two LLC,22.23,,,,,,,,,,,
2008-06-19,Nexo SA,ヤマハ,48.23,1033.55,,2301.08,,184.811,,26.0,,,,
2008-06-20,セントラル京橋ビル,野村不動産ｵﾌｨｽﾌｧﾝﾄﾞ投資法人,23.75,,,,,,,24.4,,,,
2008-06-20,セントラル新富町ビル,野村不動産ｵﾌｨｽﾌｧﾝﾄﾞ投資法人,16.3,,,,,,,24.4,,,,
2008-06-20,賃貸用マンション/竪林町,第一交通産業,1.12,47.175,,696.586,,,,0.05,,,,
2008-06-20,ベストゲオ,ゲオホールディングス,8.01,429.98,,1865.17,,,,15.35,,,,
2008-06-20,新宿三信ビル,野村不動産ｵﾌｨｽﾌｧﾝﾄﾞ投資法人,114.56,,,,,,,24.4,,,,
2008-06-20,ワタミタクショク,ワタミ,26.26,110.32,,281.437,,3.82425,,3.28,,,,
2008-06-20,東信目黒ビル,野村不動産ｵﾌｨｽﾌｧﾝﾄﾞ投資法人,12.48,,,,,,,24.4,,,,
2008-06-20,ﾃﾞｨｰｱﾝﾄﾞｴﾑﾎｰﾙﾃﾞｨﾝｸﾞｽ,ﾍﾞｲﾝ･ｷｬﾋﾟﾀﾙ･ﾌﾟﾗｲﾍﾞｰﾄ･ｴｸｲﾃｨ,662.26,,102.552,,625.365,,,,77.09,335.435,MISC INVSTRS,
2008-06-20,岩本町東洋ビル,野村不動産ｵﾌｨｽﾌｧﾝﾄﾞ投資法人,56.07,,,,,,,24.4,,,,
2008-06-20,ゲオネットワークス,ゲオホールディングス,5.22,429.98,,1865.17,,,,15.35,,,,EQUI RENT NEC
2008-06-20,サンワールド四谷ビル,野村不動産ｵﾌｨｽﾌｧﾝﾄﾞ投資法人,7.25,,,,,,,24.4,,,,
2008-06-23,土地及び建物/九段,シークス,19.47,57.448,,1797.64,,153.727,,18.82,,,,
2008-06-23,Chocolaterie Guylian NV,複数買収者,162.89,,,,,,4.40198,,,80.2056,,CHOC/COCOA
2008-06-23,モック,プライベート･インベスター,46.26,,7.51082,,15.2243,,,,24.06,30.9074,,
2008-06-24,天野実業株式会社,ｱｻﾋｸﾞﾙｰﾌﾟﾎｰﾙﾃﾞｨﾝｸﾞｽ,55.62,2036.78,,12601.2,,525.963,,35.246,,,,FOOD PREPS NEC
2008-06-24,富山化学工業,複数買収者,173.85,,,,125.143,,,,,,,
2008-06-25,アクト・デリカ,関門海,1.59,7.18492,,10.2587,,0.243378,,0.54,,,,
2008-06-25,石丸電気,エディオン,29.55,643.801,,4819.36,,,,16.95,,,,
2008-06-25,リーヴ・スポーツ,ルネサンス,5.7,5.63011,,322.873,,0.74006,,1.65,,,,
2008-06-25,博多駅前第２ビル,Unnamed Co,13.57,,,,,,,,,,,
2008-06-25,49店舗に係る酒類等小売事業,やまや,18.47,140.978,,1030.78,,0.452039,,3.27,,,,
2008-06-25,ＫＤＸ浜松町第２ビル,ケネディクス・オフィス投資法人,20.32,,,,,,,,,,,
2008-06-25,菱進原宿ビル,東急リアル・エステート投資法人,130.76,,,,,,,16.39,,,,
2008-06-26,ＥＭＥ博多駅前ビル,野村不動産ｵﾌｨｽﾌｧﾝﾄﾞ投資法人,63.13,,,,,,,24.4,,,,
2008-06-27,秀和飯田橋ビル,住友不動産,43.09,308.18,,5527.15,,,,20.99,,,,
2008-06-27,IIF新砂データセンター,産業ファンド投資法人,142.08,,,,,,,,,,,
2008-06-27,インターワオ,プライベート･インベスター,2.07,,,,,,,,,,,NONRESID OPER
2008-06-27,エー・ディ・エム,加賀電子,2.62,169.626,6.58082,3751.41,166.071,62.743,,16.08,0.05,14.8036,,
2008-06-27,クラブツーリズム,近鉄グループホールディングス,91.74,670.261,,5848.74,,47.2019,,19.8,,,,TRAVEL AGENCY
2008-06-27,九州石油,ＥＮＥＯＳ,138.55,,,69394.0,,,,,,,,
2008-06-27,ｗｉｌｌＤｏ高畑,大和証券リビング投資法人,4.65,,,,,,,,,,,
2008-06-27,ＩＷＡＴＡビル,Unnamed Co,9.65,,,,,,,,,,,
2008-06-27,NetCracker Technology Corp,日本電気,300.0,8352.62,,20198.5,,492.541,,39.66,,,COMPUTR/OFFICE,
2008-06-27,京都映工社,日邦産業,7.44,24.677,,305.624,,6.17485,,13.11,,,,
2008-06-27,九州石油,九州石油,554.19,,,,,,,,,,,
2008-06-30,モイス研究所の医療事業,BroadCareer Corp,1.43,,,,,,,,,,,
2008-07-01,三井アウトレットパーク入間,フロンティア不動産投資法人,188.29,,,,,,,,,,,
2008-07-01,アーバンステージ堤通雨宮,野村不動産ﾚｼﾞﾃﾞﾝｼｬﾙ投資法人,9.17,,,,,,,6.3,,,,
2008-07-01,ＩＭＪビジネスコンサルティング,ワールド・ロジ,1.16,2.55937,,36.2548,,0.0607268,,0.2,,,,
2008-07-01,クイーンズ伊勢丹杉並桃井店,フロンティア不動産投資法人,33.68,,,,,,,,,,,
2008-07-01,モバイルジャッジ,トランスデジタル,4.26,2.38762,,18.8365,,,,2.69,,,,INFO RETR SVC
2008-07-01,土地及び建物(社員寮),大京,6.39,85.1497,,2547.63,,,,12.67,,,,
2008-07-01,空海餐飲（大連）,EMCOMホールディングス,1.15,3.2597,,30.1789,,,,27.63,,,,
2008-07-01,ＷＶ ＳＡＫＡＥ,フロンティア不動産投資法人,69.07,,,,,,,,,,,
2008-07-02,Lane departure warning business,TKJP,3.15,160.653,,5045.38,,494.376,,5.9,,,,
2008-07-02,横浜鋼業,小野建,7.9,35.2233,,1735.26,78.1787,13.8685,,14.05,,,,
2008-07-04,ニイウス　コー,ラック,78.94,35.8824,30.6854,318.209,338.321,,,4.47,6.9,89.1611,,
2008-07-04,丸紅マシナリー,岩崎通信機,4.56,25.1487,,150.015,,21.6707,,23.53,,,,
2008-07-04,マイア渋谷桜丘,複数買収者,8.62,,,,,,,,,,,
2008-07-07,南麻布ビル,日本ﾌﾟﾗｲﾑﾘｱﾙﾃｨ投資法人,35.16,,,,,,,16.06,,,,
2008-07-07,ｶﾞｲｱ及びﾐﾆｵﾝのｱﾐｭｰｽﾞﾒﾝﾄ施設,ＫｅｙＨｏｌｄｅｒ,31.24,14.6754,,110.063,,,,1.12,,,,
2008-07-07,芝公園高橋ビル,日本ビルファンド投資法人,57.04,,,,,,,28.0,,,,
2008-07-07,ダイトーエムイー,アエリア,8.32,11.7126,,118.872,68.7959,,,6.46,,,,ELECTRIC EQUI
2008-07-08,エクセル,イズミ,9.34,634.252,,4706.82,,4.29442,,8.85,,,,
2008-07-08,Corefino Inc,複数買収者,13.6,,,,,,,,,,,BUS CONSULT
2008-07-09,バックオフィスサービス,ＭＡＧねっとホールディングス,9.84,1.04208,,,,,,0.17,,,,
2008-07-10,Kintyre Uranium Project,複数買収者,495.0,,,,,,,,,,,
2008-07-10,パーソルキャリア,ＵＳＥＮ,210.57,131.635,,308.055,393.437,12.3354,,8.47,,,,
2008-07-10,仙台興和ビル,あおば特定目的会社,44.98,,,,,,,,,,,
2008-07-11,土地及び建物,三井倉庫ホールディングス,59.27,80.6437,,2190.89,,,,25.09,,,,
2008-07-11,土地及び建物,三井倉庫ホールディングス,26.84,80.6437,,2190.89,,,,25.09,,,,
2008-07-11,日邦メタルテック,日邦産業,8.5,24.677,,305.624,,6.17485,,13.11,,,,
2008-07-11,新生フィナンシャル,新生銀行,5464.48,558.129,,,,,,28.67,,,,
2008-07-11,石垣食品本社ビル,Unnamed Buyer,2.66,,,,,,,,,,,
2008-07-11,土地及び建物,三井倉庫ホールディングス,96.19,80.6437,,2190.89,,,,25.09,,,,
2008-07-11,クリエイションカード,グローリー,58.98,326.367,,1292.06,56.7361,112.078,6.89453,24.98,0.04,21.6253,,
2008-07-14,アルカンシエル,アイエーグループ,3.01,42.558,,183.918,,0.72658,,10.1,,,,
2008-07-14,ＩＢＭ社製Ｐサーバー及びその他,モジュレ,2.31,3.32002,,11.4181,,,,0.96,,,,
2008-07-15,九九プラス,ローソン,16.39,613.886,,1858.74,1113.62,,,17.5,,,,
2008-07-15,住ノ江海陸運輸,大阪鋼管,1.14,,,,,,,,,,STEEL PIPE,LOCL TRK NO ST
2008-07-15,賃貸マンション2棟,第一リアルター,6.84,,,,,,,,,,,
2008-07-15,トレード・サイエンス,マネックスグループ,9.53,147.289,,,,,,22.56,,,,
2008-07-15,日本ノースシー石油,ＥＮＥＯＳ,209.72,,,69394.0,,,,,,,,
2008-07-15,土地及び建物,ヒップ,4.62,41.3967,,37.5141,,0.00688907,,4.16,,,,
2008-07-15,バスクリン,WISE PARTNERS,43.37,,,,,,,,,,,
2008-07-16,キッコーマンソイフーズ,キッコーマン,158.66,548.611,24.0609,2867.11,149.385,53.9734,4.06372,16.27,5.02,35.996,,GROCERIES
2008-07-16,土地及び設備,マルマエ,11.74,11.9822,,33.1769,,0.111176,,4.22,,,,
2008-07-17,ショッピングセンター及び土地,釧路昭和ＳＣ,9.45,,,,,,,,,,,
2008-07-18,バイ・デザイン営業権,ｾﾞﾝﾃｯｸ･ﾃｸﾉﾛｼﾞｰ･ｼﾞｬﾊﾟﾝ,28.4,3.52234,,33.197,,0.0232008,,3.54,,,,
2008-07-18,どん,吉野家ホールディングス,101.83,156.823,83.6,534.244,91.8334,38.7904,1.26398,7.88,0.07,184.155,,
2008-07-18,ﾆｭｰｻﾗｼﾞ原料炭ﾌﾟﾛｼﾞｪｸﾄ,複数買収者,2450.0,,,,,,,,,,,
2008-07-18,Commercial building/Tokyo,ｺﾞｰﾙﾄﾞﾏﾝ･ｻｯｸｽ･ｸﾞﾙｰﾌﾟ,85.9,13309.0,,,,,,,,,SEC BROKER/DLR,
2008-07-18,X-one Co Ltd,扶桑化学工業,7.5,18.0881,,266.011,,15.0772,,16.18,,,,
2008-07-22,コパル・ヤマダ,日本電産コパル,1.63,21.6752,,549.399,,27.0431,,1.68,,,,DIES/TOOL/JIGS
2008-07-22,eBEST Investment & Securities Co Ltd,G&A KBIC Co Ltd,214.91,,111.833,,,,,,,165.822,,
2008-07-22,大川スティール,アイ・テック,6.31,22.5352,,556.486,,30.047,,0.19,,,,STRUC STL EREC
2008-07-22,東芝不動産,野村不動産ホールディングス,743.85,451.365,,3823.46,,,,30.1,,,,
2008-07-22,ILS,大塚化学,15.85,,,,,,,,,,INORG CHEM NEC,
2008-07-22,堂島グランドビル,清和綜合建物,49.4,,,,,,,,,,NONRESID OPER,
2008-07-22,コマ・スタジアム,東宝,61.03,187.18,,1384.63,32.4688,4.1819,,14.41,,,,
2008-07-23,ダイア蛍光,大日本塗料,31.09,73.9839,,422.21,,26.4714,,13.74,,,,ELECTRIC LAMPS
2008-07-23,ﾌｨﾗﾃﾞﾙﾌｨｱ･ｺﾝｿﾘﾃﾞｲﾃｯﾄﾞHldg Co,東京海上ホールディングス,4518.38,,,,,,,32.87,,,FIRE/MARIN INS,FIRE/MARIN INS
2008-07-24,土地及び建物,タマホーム,16.73,181.897,,1605.45,,,,8.1,,,,
2008-07-24,オプトゴルフ,複数買収者,21.75,,,,,,,,,,,
2008-07-24,ﾆｭｰｼﾃｨﾚｼﾞﾃﾞﾝｽ静岡鷹匠,Unnamed Buyer,7.99,,,,,,,,,,,
2008-07-24,SBI ｼﾞｬﾊﾟﾝﾈｸｽﾄ証券,複数買収者,27.88,,,,,,,,,,,SEC BROKER/DLR
2008-07-25,シーズンセレクト,マックスバリュ東海,9.27,380.563,,2363.2,,1.94093,,2.52,,,,
2008-07-25,土地及び建物,シグマ・ゲイン,8.53,5.23996,,,,,,8.71,,,,
2008-07-25,大塚製薬工場,大塚ホールディングス,304.63,2960.84,,4315.01,,447.202,,19.4,,,,PHARM PREPS
2008-07-25,大鵬薬品工業,大塚ホールディングス,600.12,2960.84,,4315.01,,447.202,,19.4,,,,PHARM PREPS
2008-07-25,Olympic Peninsula operations,ｲﾝﾀｰﾌｫｰ,28.25,,,1478.56,,63.3827,,,,,SAW/PLANE MILL,
2008-07-28,土地及び建物,東急,80.35,886.722,,6600.01,,76.4849,,17.32,,,,
2008-07-28,セントラル自動車,トヨタ自動車,80.5,30952.8,,233574.0,,7126.89,,20.57,,,VEHIC/CAR BODY,VEHIC/CAR BODY
2008-07-28,茂木薬品商会,マツキヨココカラ＆カンパニー,1.58,527.405,,3574.9,,5.92171,,37.2,,,,DRUGS/SUNDRIES
2008-07-29,Stylinglife Holdings Inc,ＴＢＳホールディングス,194.17,225.159,,2216.79,,5.00859,,14.28,,,,HOLDING CO NEC
2008-07-29,ネクステック,ＦＩＮＥホールディングス,28.96,,4.465,,19.5792,,,,0.49,10.3545,,
2008-07-29,協和日成リビング,ライクス,1.38,,,,,,,,,,WATER/SWR/PLN,
2008-07-29,ハットリビング,協和日成,1.11,15.4353,,290.633,,0.420179,,0.9,,,,
2008-07-29,日本インターシステム,アイフリークモバイル,2.68,2.68712,,21.5264,,,,1.32,,,,
2008-07-29,テスコ,乃村工藝社,2.01,94.7701,7.37839,735.512,116.686,,0.398358,14.918,0.2,11.1017,,GEN CONSTR/NEC
2008-07-30,Jet Master Ltd,ＫＦＥ　ＪＡＰＡＮ,3.0,3.24729,,58.7483,,0.197018,,12.08,,,,
2008-07-30,２サービス事業,フリービット,4.62,41.0714,,324.982,,10.5351,,3.78,,,,
2008-07-30,シーズコミュニティ,ライフサポート西洋,2.31,,,,,,,,,,,
2008-07-30,ｴﾑｱﾝﾄﾞﾃﾞｨｰｸﾞﾘｰﾝｴﾈﾙｷﾞｰ,ﾐﾂｳﾛｺｸﾞﾙｰﾌﾟﾎｰﾙﾃﾞｨﾝｸﾞｽ,3.91,71.9558,,1885.43,,3.61631,,5.49,,,,ELECTRIC SVC
2008-07-30,クレヴァシステムズ,キーウェアソリューションズ,2.27,9.54578,,149.046,,,,1.48,,,,COMPU SYS DES
2008-07-30,ジグノシステムジャパン,エフエム東京,3.09,,,,47.5097,,,,,,RADIO STATIONS,
2008-07-30,シーズライフケア,アントケアホールディングス,5.36,,,,,,,,,,,
2008-07-31,TDK Electronics AG,ＴＤＫ,1714.37,2.66014,,11069.6,1296.46,1096.44,80.2382,37.35,,279.849,ELEC COMP NEC,
2008-07-31,ｎｇｉ ＩＰＯファンド-Ｉ,ユナイテッド,2.13,11.1956,,56.1035,,0.184576,,10.47,,,,
2008-07-31,モリワン,はるやまホールディングス,1.98,70.4364,,159.293,,0.554977,,3.29,,,,
2008-07-31,ステッピングモータ事業,ミネベアミツミ,29.64,2132.83,,8014.09,,501.627,,36.73,,,,
2008-07-31,太陽美術紙工,ウイルコホールディングス,9.26,7.8938,,83.4985,,1.86318,,0.296,,,,
2008-07-31,シィ･エイ･ティ,ＩＤホールディングス,3.65,24.4415,,189.276,,,,6.91,,,,WOMEN CLOTHING
2008-07-31,五浦レジャー開発,睦交通,3.85,,,,,,,,,,TAXICABS,
2008-07-31,大手町建物青山ビル,日本ビルファンド投資法人,287.09,,,,,,,28.0,,,,
2008-07-31,丸善雄松堂,大日本印刷,74.12,711.493,110.889,9961.93,736.854,211.735,0.187887,23.65,0.6,227.4,,
2008-07-31,ＤＳＬ関連設備,アッカ・ネットワークス,30.43,10.9821,,216.237,,,,0.61,,,,
2008-08-01,ライフコミューン,キノシタ・マネージメント,23.23,,,,,,,,,,APARTMENT OPER,
2008-08-04,US Engine Valve Co,日鍛バルブ,17.72,10.7144,,306.023,,27.399,,35.0,,,,
2008-08-04,日本コンピュータシステム,パレス･キャピタル,14.36,,,,,,,,,,,
2008-08-04,ウベ循研,日本ライフライン,8.4,82.219,,209.327,,11.3281,,20.56,,,,
2008-08-04,寮/浅草,一水社不動産部,2.69,,,,,,,,,,REAL EST AGENT,
2008-08-05,小川東邦,東邦ホールディングス,16.58,508.511,,10535.0,,1.62734,,20.51,,,,
2008-08-05,山口東邦,東邦ホールディングス,6.03,508.511,,10535.0,,1.62734,,20.51,,,,DRUGS/SUNDRIES
2008-08-05,ソニーＢＭＧ,ソニーグループ,1200.0,84.2094,,64791.7,,952.473,,59.69,,,RADIO/TV EQUIP,RECORDS/TAPES
2008-08-06,ジーニック,オプテックスグループ,3.52,62.386,,193.804,,33.7561,,29.85,,,,
2008-08-06,相模化成工業株式会社,三谷産業,1.85,62.2586,,654.683,,11.2829,,0.93,,,,MEDICINALS/BOT
2008-08-06,門前グリーンパーク,タケエイ,1.46,21.4509,,308.46,,10.9936,,19.09,,,,
2008-08-07,土地及び建物,大日本木材防腐,5.48,7.55471,,203.693,,4.20522,,0.22,,,,
2008-08-07,損害保険事業,東京海上ホールディングス,4.56,,,,,,,32.87,,,FIRE/MARIN INS,
2008-08-07,井上製作所,古河電気工業,11.56,429.65,,7068.79,,434.988,,17.17,,,,CURRENT WIRING
2008-08-08,SBIネットシステムズ,ＳＢＩホールディングス,25.4,544.291,2.73444,1875.01,60.8755,,,45.59,0.49,9.6171,,
2008-08-08,大新東,シダックス,5.34,55.5988,,934.865,280.206,5.6324,,3.66,,,,
2008-08-08,扶桑電通本社ビル,国際興業,11.97,,,,,,,,,,,
2008-08-08,ティーツーアイエンターテイメント,タカラトミー,3.37,125.715,,859.571,,8.16382,,18.46,,,,ADVERT AGENCY
2008-08-08,新藤田ビル,ｼﾞｬﾊﾟﾝﾘｱﾙｴｽﾃｲﾄ投資法人,217.71,,,,,,,,,,,
2008-08-08,ボッシュ,ﾛﾊﾞｰﾄ･ﾎﾞｯｼｭ,128.63,25669.6,,55883.2,2633.11,4350.88,,,,,VEHICLE PARTS,
2008-08-11,Allergy Research Group LLC,キッコーマン,19.79,548.611,,2867.11,10.6869,53.9734,,16.27,,,,
2008-08-11,ハイマックス/福岡,スタイライフ,7.99,11.0198,,53.0126,,0.399843,,0.5,,,,
2008-08-12,米州MUFGﾎｰﾙﾃﾞｨﾝｸﾞｽ,三菱ＵＦＪﾌｨﾅﾝｼｬﾙ･ｸﾞﾙｰﾌﾟ,3614.32,,2751.0,,,,,27.96,,5021.0,COML BANK NEC,NATL COML BANK
2008-08-12,Free Maverick,フリーシーズ,39.6,,,1.988,,,,,,,FORGN SEA FRGT,
2008-08-12,Leisure hotel/Yokkaichi,Japan Leisure Hotels Ltd,3.73,2.99428,,1.31622,,,,,,,,
2008-08-12,ローマイヤ販売,スターゼン,1.82,86.4545,,3044.21,,17.512,,10.07,,,,MEAT/FISH MRKT
2008-08-12,オークネット,オークネット,9.29,30.0329,,178.238,86.3511,0.0567183,,17.68,,,,
2008-08-12,機械･水道施設,グリーンフーズ,14.57,,,135.004,,,,,,,,
2008-08-12,平和奥田,滋賀銀行,14.57,146.034,3.71222,,95.8317,,,20.29,0.58,11.7326,,
2008-08-13,バイナス,ＣＤＳ,1.1,3.35771,,49.9569,,0.263427,,2.25,,,,INDL MACH/EQUI
2008-08-13,サクセス,プライベート･インベスター,1.41,,,,,,,,,,,
2008-08-13,Shioma Koyoma office building,ﾄﾞｲﾂ信用協同組合中央金庫(ﾌﾗﾝｸﾌﾙﾄ),193.95,2180.71,,,,,,,,,,
2008-08-13,Solado Harajuku commercial building,ﾄﾞｲﾂ信用協同組合中央金庫(ﾌﾗﾝｸﾌﾙﾄ),135.76,2180.71,,,,,,,,,,
2008-08-14,Hosting service business of Inter.net,GMOグローバルサイン・ホールディングス,3.82,28.4127,,51.2165,,,,6.47,,,,
2008-08-14,Certain Assets,友達光電 [AU ｵﾌﾟﾄﾛﾆｸｽ],44.23,1255.16,,9658.02,,234.555,,,,,SEMICONDUCTORS,
