取引ﾀｲﾌﾟ	発表日	ﾀｰｹﾞｯﾄ会社名	買収側の社名	売却側の社名	発表時ﾃﾞｨｰﾙ総額(百万)	取引状況	売却側企業 12ｶ月EBITDA	売却側企業 12ｶ月営業利益率	売却側企業 12ｶ月粗利益率	売却側企業 過去12ｶ月売上高	買収側企業 12ｶ月EBITDA	買収側企業 12ｶ月営業利益率	買収側企業 12ｶ月粗利益率	買収側企業 過去12ｶ月売上高	ﾀｰｹﾞｯﾄ企業 12ｶ月EBITDA	ﾀｰｹﾞｯﾄ企業 12ｶ月営業利益率	ﾀｰｹﾞｯﾄ企業 12ｶ月粗利益率	ﾀｰｹﾞｯﾄ企業 過去12ｶ月売上高	売却側のﾃｨｯｶｰ	売却側企業 従業員総数	売却側企業 産業ｸﾞﾙｰﾌﾟ	買収側のﾃｨｯｶｰ	買収側企業 従業員総数	買収側企業 産業ｸﾞﾙｰﾌﾟ	ﾀｰｹﾞｯﾄ会社のﾃｨｯｶｰ	ﾀｰｹﾞｯﾄ企業 従業員総数	ﾀｰｹﾞｯﾄ企業 産業ｸﾞﾙｰﾌﾟ	売却側企業 付加価値	買収側企業 付加価値	ﾀｰｹﾞｯﾄ企業 付加価値	売却側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	売却側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)	買収側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	買収側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)	ﾀｰｹﾞｯﾄ企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	ﾀｰｹﾞｯﾄ企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)
M&A	10/08/2003	太陽生命保険	Ｔ＆Ｄホールディングス		2507.84	Completed						5.20522		21554.6		2.67955		7347.81			N.A.	8795 JP	19615	Insurance	8796 JP		Insurance						143.185	64.913		
M&A	12/19/2008	三洋電機	パナソニック		2488.44	Completed					6470.16	5.24915	29.8506	66680.3	1376.38	3.41116	17.9103	17757.9			Diversified Finan Serv	6752 JP	240202	Home Furnishings	6764 JP		Electrical Compo&Equip						118.303	104.521	3.01	1.85
M&A	12/15/2000	au Corp	ＫＤＤＩ		2453.91	Completed					16701.9	19.3695	45.0116	50439.5							N.A.	9433 JP	47320	Telecommunications	AU JP		Telecommunications						307.945	296.211		
M&A	04/20/2001	Assets for lease	ＵＦＪホールディングス	三菱ＵＦＪニコス	2383.32	Completed	58.7731	-6.6976		2253.19		-26.3051		11696.1					8583 JP	3680	Diversified Finan Serv	8307 JP		Banks			Real Estate							34214.7		
M&A	01/31/2005	三菱製紙	中越パルプ工業		2365.05	Terminated					78.4087	1.93221	17.7178	804.985	80.5596	-0.179253	14.8314	1530.02			N.A.	3877 JP	1404	Forest Products&Paper	3864 JP	3579	Forest Products&Paper								42.5	40.3
M&A	02/05/2009	三菱地所レジデンス	三菱地所		2315.39	Completed					3056.73	18.5071	26.0062	11811.2	41.0717	2.03179	15.6703	1765.12			N.A.	8802 JP	9982	Real Estate	8834 JP	1165	Real Estate						121.282	111.937		
M&A	01/12/1999	DISTRIBUTION CENTER IN TOKYO	山九	大丸	2310	Completed	362.414	4.13193	24.642	7084.01	475.411	6.22595	10.2216	5008.88					8234 JP	6171	Retail	9065 JP	31121	Transportation			N.A.					72.46	456.125	402.535		
M&A	08/06/2009	日本ﾚｼﾞﾃﾞﾝｼｬﾙ投資法人	ｱﾄﾞﾊﾞﾝｽ･ﾚｼﾞﾃﾞﾝｽ投資/旧		2305.43	Completed					43.8482	52.5383		60.5845	118.538	44.3937		190.12			N.A.	8978 JP		REITS	8962 JP		REITS									
M&A	05/19/2011	ランディス･ギア	東芝	Hudson Clean Energy Partners LP	2300	Completed					2037.39	4.13412	26.3875	29890.9					3023091Z US		Private Equity	6502 JP	118131	Electronics	LGYZ SW		Electronics						358.776	317.913		
M&A	11/05/2019	富士フイルムビジネスイノベーション株式会社	富士フイルムホールディングス	ｾﾞﾛｯｸｽ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ	2300	Completed	858	5.47222	36.1111	7200	3063.61	8.68519	40.3176	21780.3					XRX US	24700	Office/Business Equip	4901 JP	73275	Office/Business Equip	FUXRZ JP		Office/Business Equip				2.304	1.799	483.192	435.063		
M&A	08/28/2020	MCUBS MidCity投資法人	日本都市ファンド投資法人		2271.84	Completed					333.058	41.7779		551.929	99.1627	46.8491		163.079			N.A.	8953 JP		REITS	3227 JP		REITS									
M&A	11/25/2004	住友製薬	大日本住友製薬		2174.28	Completed					777.653	10.9604	72.6707	4821.09							N.A.	4506 JP	6268	Pharmaceuticals	SUPZ JP		Pharmaceuticals						113.636	117.799		
M&A	12/21/2007	東京スター銀行	アドバンテッジパートナーズ		2172.68	Completed										-1.79606		407.671			N.A.	ADPZ JP		Private Equity	8384 JP	1632	Banks									
M&A	09/30/2009	ニッセイ同和損害保険	MS&ADｲﾝｼｭｱﾗﾝｽｸﾞﾙｰﾌﾟﾎｰﾙﾃﾞｨﾝｸﾞｽ		2132.51	Completed						8.21834		43017.7		2.68325		4043.87			N.A.	8725 JP	41501	Insurance	8759 JP	4445	Insurance						451.005	418.508		
M&A	10/22/2008	"KDDI Shinjuku Building,KDDI Otemachi Building,KDDI Nagoya Building,KDDI Osaka Building"	ＫＤＤＩ	セントラル･タワー･エステート	2097.44	Completed					16701.9	19.3695	45.0116	50439.5					CTRTEZ JP		Real Estate	9433 JP	47320	Telecommunications			Real Estate						307.945	296.211		
M&A	05/10/2012	ＪＦＥ商事	ｼﾞｪｲ ｴﾌ ｲｰ ﾎｰﾙﾃﾞｨﾝｸﾞｽ		2081.3	Completed					3279.7	3.13327	12.6283	31674.6							N.A.	5411 JP	64371	Iron/Steel	8110 JP	5571	Iron/Steel						317.775	430.558		
M&A	12/15/2016	富士フイルム和光純薬	富士フイルムホールディングス		2040.51	Completed					3063.61	8.68519	40.3176	21780.3							N.A.	4901 JP	73275	Miscellaneous Manufactur	WKPCZ JP		Chemicals						483.192	435.063		
M&A	10/26/2011	ＰＧＭホールディングス	平和		2039.99	Completed					220.949	11.4001	30.5803	1161.12							N.A.	6412 JP	5436	Entertainment	2466 JP	3669	Leisure Time						159.18	144		
M&A	01/24/2018	積水ﾊｳｽ・ﾚｼﾞﾃﾞﾝｼｬﾙ投資法人	積水ハウス・リート投資法人		2032.73	Completed					194.526	52.8632		280.372	83.071	43.6877		124.113			N.A.	3309 JP		REITS	8973 JP		REITS									
M&A	06/21/2004	ウィルコム	複数買収者	ＫＤＤＩ	2023.36	Completed	16701.9	19.3695	45.0116	50439.5									9433 JP	47320	Telecommunications			"Private Equity, Electronics"	DDTKZ JP	1060	Telecommunications				307.945	296.211				
M&A	01/30/2002	住友建設	三井住友建設		2000.33	Completed					164.923	3.47144	9.1973	3957.55	114.422	4.0452	8.93831	2438.79			N.A.	1821 JP	5227	Engineering&Construction	1823 JP		Engineering&Construction						74.05	66.05		
M&A	03/03/2017	ランディス･ギア	Potential Buyer	"東芝,INCJ"	2000	Withdrawn															"Private Equity, Miscellaneous Manufactur"			Investment Companies	LGYZ SW		Electronics									
M&A	12/28/2019	Sumitovant Biopharma Ltd	大日本住友製薬	Roivant Sciences Ltd	2000	Completed					777.653	10.9604	72.6707	4821.09					ROIV US	2	Biotechnology	4506 JP	6268	Pharmaceuticals	1776324D LN		Investment Companies						113.636	117.799		
M&A	09/27/2007	虎ノ門パストラルホテル	複数買収者	農林漁業団体職員共済組合	1996.03	Completed													MAAAZ JP		Diversified Finan Serv			"Commercial Services, Real Estate"			Lodging									
M&A	09/16/2016	ローソン	三菱商事		1986.87	Completed					5773.41	0.626944	11.7547	131597	1204.23	17.1835	31.7882	2676.37			N.A.	8058 JP	82997	Distribution/Wholesale	2651 JP	20249	Retail						418.694	430.099	229.288	179.937
M&A	02/03/2005	豊田工機	ジェイテクト		1952.31	Completed					1085.71	3.69729	15.4414	13103.8	302.14	6.42941	17.9344	2560.73			N.A.	6473 JP	48332	Auto Parts&Equipment	6206 JP	7579	Hand/Machine Tools						128.513	97.918		
M&A	12/21/2010	三洋電機	パナソニック		1944.53	Completed					6470.16	5.24915	29.8506	66680.3	1376.38	3.41116	17.9103	17757.9			N.A.	6752 JP	240202	Home Furnishings	6764 JP		Electrical Compo&Equip						118.303	104.521	3.01	1.85
M&A	01/20/1999	三井信託銀行	中央三井信託銀行		1920.09	Completed										29.9168		5628.81			N.A.	8408 JP	7975	Banks	8401 JP		Banks									
M&A	04/26/2005	三菱ウェルファーマ	三菱ケミカル		1910.49	Completed					759.023	1.00027	10.5549	17763.2	427.268	17.7404	65.355	1928.26			N.A.	4010 JP	22866	Chemicals	4509 JP	6075	Pharmaceuticals									52.4
M&A	10/29/2020	島忠	ニトリホールディングス		1907.17	Completed						17.5044	55.4023	7188.87	135.891	6.56505	33.9436	1363.08			N.A.	9843 JP	36669	Retail	8184 JP	4519	Retail						945.368	878.637		
M&A	12/19/2003	パナソニック電工	パナソニック		1902.79	Completed					6470.16	5.24915	29.8506	66680.3	1446.68	4.23624	23.1892	19671.7			N.A.	6752 JP	240202	Home Furnishings	6991 JP	58252	Building Materials						118.303	104.521		
M&A	03/08/1999	ソニー･ミュージックエンタテインメント	ソニーグループ		1896.71	Completed					13957.5	10.8483	27.3408	87230.9		1.77919	37.7265	1986.99			N.A.	6758 JP	109700	Home Furnishings	7930 JP	220	Home Furnishings						683.457	616.949		
M&A	10/22/2007	キリンファーマ	協和キリン	キリンホールディングス	1865.28	Completed	1664.23	5.17636	44.4944	17292.6	654.79	15.109	75.2001	3057.77					2503 JP	31151	Beverages	4151 JP	5423	Pharmaceuticals	KRNPMZ JP		Pharmaceuticals				147.8	113.73	120.533	95.973		
M&A	07/04/2005	三井住友建設	大和証券グループ本社		1860.38	Completed					1936.28	20.6842		5094.63	164.923	3.47144	9.1973	3957.55			N.A.	8601 JP	15671	Diversified Finan Serv	1821 JP	5227	Engineering&Construction						61.796	59.414	74.05	66.05
M&A	07/25/2005	ワールド	ハーバーホールディングスアルファ		1783.54	Completed									8.44387	-8.88853	54.8089	1764.48			N.A.	HARBORZ JP		Apparel	3612 JP	12553	Apparel								184.1	29.7
M&A	11/15/2012	アコーディア・ゴルフ	ＰＧＭホールディングス		1779.15	Terminated									101.42	13.7336	23.1813	441.516			N.A.	2466 JP	3669	Leisure Time	2131 JP	2922	Leisure Time									66.99
M&A	10/11/2018	ユニー	パン・パシフィック・インターナショナルＨＤ	ファミリーマート	1775.12	Completed	1865.59	-0.446506	89.3179	4513.81	1059.95	4.75854	29.1065	16048.4					8028 JP	13070	Retail	7532 JP	16838	Retail	1390708D JP		Retail						108.726	95.792		
M&A	12/21/2010	パナソニック電工	パナソニック		1717.18	Completed					6470.16	5.24915	29.8506	66680.3	1446.68	4.23624	23.1892	19671.7			N.A.	6752 JP	240202	Home Furnishings	6991 JP	58252	Building Materials						118.303	104.521		
M&A	03/14/2007	松坂屋ホールディングス	大丸		1717.17	Completed					362.414	4.13193	24.642	7084.01							N.A.	8234 JP	6171	Retail	3051 JP	3831	Retail							72.46		
M&A	09/20/2006	ﾊﾟｼﾌｨｯｸ・ｾﾝﾁｭﾘｰ・ﾌﾟﾚｲｽ 丸の内	ダヴィンチ・ホールディングス	Pacific Century Group	1700	Completed					-1208.29	-226.936	-222.536	532.776					PCGZ HK		Telecommunications	4314 JP		Commercial Services			Real Estate									
M&A	04/22/2010	日本コマーシャル投資法人	ユナイテッド・アーバン投資法人		1667.15	Completed					243.456	39.7692		417.4	106.995	50.5725		167.695			N.A.	8960 JP		REITS	3229 JP		REITS									
M&A	01/15/2008	ＳＢＩ証券	ＳＢＩホールディングス		1664.98	Completed					1976.2	32.8176	68.1774	5330.42		39.3827		1481.24			N.A.	8473 JP	9209	Internet	8701 JP		Internet						283.005	281.59		3928.82
M&A	01/19/2012	サンケイビル	ﾌｼﾞ･ﾒﾃﾞｨｱ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ		1663.34	Completed					329.076	3.5408	30.5197	4799.98	147.027	10.2915	17.7295	952.779			N.A.	4676 JP	6880	Media	8809 JP	2219	Real Estate						109.463	96.975		
M&A	12/25/2001	埼玉りそな銀行	りそなホールディングス		1646.94	Completed						26.9868		7399.92		25.9739		1438.7			N.A.	8308 JP	20308	Banks	8322 JP	3143	Banks						64.31	60.054		
M&A	04/28/2006	ＳＭＢＣフレンド証券	三井住友ﾌｨﾅﾝｼｬﾙｸﾞﾙｰﾌﾟ		1633.38	Completed						27.1035		34490.3							N.A.	8316 JP	86781	Banks	8623 JP	1962	Diversified Finan Serv						517.919	492.006		
M&A	07/23/2006	北越コーポレーション	王子ホールディングス		1633.08	Terminated					1560.54	7.38225	24.6326	12960.1	199.666	3.29744	19.4332	2191.29			N.A.	3861 JP	36034	Forest Products&Paper	3865 JP	4545	Forest Products&Paper						76.843	75.977	82.8	108.1
M&A	10/15/2018	エヌ･ティ･ティ都市開発	日本電信電話		1617.47	Completed					29882.3	13.7537	50.5722	113368	472.734	20.6124	32.5657	1502.75			N.A.	9432 JP	324667	Telecommunications	8933 JP	865	Real Estate						322.011	308.944		
M&A	04/28/2011	みずほ証券	みずほフィナンシャルグループ		1616.3	Completed						22.0623		27937.3		22.9706		4225.82			N.A.	8411 JP	54492	Banks	8606 JP		Diversified Finan Serv						218.823	221.974		
M&A	03/25/2008	りそな･マルハビル	三菱地所	りそなホールディングス	1614.99	Completed		26.9868		7399.92	3056.73	18.5071	26.0062	11811.2					8308 JP	20308	Banks	8802 JP	9982	Real Estate			Real Estate				64.31	60.054	121.282	111.937		
M&A	07/05/2021	Yahoo! Japan	Zホールディングス	ﾍﾞﾗｲｿﾞﾝ･ｺﾐｭﾆｹｰｼｮﾝｽﾞ	1609.56	Pending	48668	23.176	58.6553	132866	2578.71	12.4779	65.4058	12260.2					VZ US	129300	Telecommunications	4689 JP	22531	Internet			Internet				5.313	5.283	14.971	11.419		
M&A	10/09/2020	新宿三井ビルディング	日本ビルファンド投資法人	三井不動産	1608.33	Pending	2869.33	9.85877	19.5199	19247.4	499.652	45.4048		798.819					8801 JP	23992	Real Estate	8951 JP		REITS			Real Estate				194.464	170.356				
M&A	07/20/2020	ポリプラスチックス	ダイセル	ｾﾗﾆｰｽﾞ	1575	Completed	1650	18.3624	27.8508	6998	657.147	10.0881	29.5939	3963.76					CE US	7658	Chemicals	4202 JP	11142	Chemicals	7799944Z JP		Miscellaneous Manufactur				14.1	16.881	79.969	93.854		
M&A	10/02/2020	島忠	ＤＣＭホールディングス		1552.74	Terminated					375.826	6.21354	33.3872	4167.06	135.891	6.56505	33.9436	1363.08			N.A.	3050 JP	4059	Retail	8184 JP	4519	Retail						136.2	125.8		
M&A	10/13/2006	三井住友ファイナンス＆リース	住友商事		1529.91	Completed					1609.99	-0.0440998	16.2338	45791.4	13700.6	2.90526		13601.6			N.A.	8053 JP	74920	Distribution/Wholesale	8592 JP	3631	Diversified Finan Serv						237.777	246.599		
M&A	05/27/2005	コスモスイニシア	ユニゾンキャピタルパートナーズ		1516.46	Completed									20.889	1.85119	14.4045	1004.1			N.A.	PEF3401 JP		Investment Companies	8844 JP	919	Real Estate									
M&A	05/27/2015	野村不動産ﾚｼﾞﾃﾞﾝｼｬﾙ投資法人	野村不動産ﾏｽﾀｰﾌｧﾝﾄﾞ投資法人		1504.66	Completed					117.064	48.0716		181.004	61.9475	43.6389		98.6578			N.A.	3285 JP		REITS	3240 JP		REITS									
M&A	05/26/2016	トップリート投資法人	野村不動産ﾏｽﾀｰﾌｧﾝﾄﾞ投資法人		1499.99	Completed					391.327	40.4413		714.225	57.9427	42.0025		90.5589			N.A.	3462 JP		REITS	8982 JP		REITS						6359.06	5280.3		
M&A	10/10/2008	アルフレッサ ホールディングス	メディパルホールディングス		1464.65	Terminated					525.417	1.27481	6.63154	30449.6	308.788	0.801547	6.78319	24389.8			N.A.	7459 JP	12971	Pharmaceuticals	2784 JP	12045	Pharmaceuticals						150.596	145.466	108.178	94.483
M&A	12/14/2007	三菱地所レジデンス	三菱地所		1447.55	Completed					3056.73	18.5071	26.0062	11811.2	41.0717	2.03179	15.6703	1765.12			N.A.	8802 JP	9982	Real Estate	8834 JP	1165	Real Estate						121.282	111.937		
M&A	05/02/2005	バンダイナムコアミューズメント	バンダイ		1440.49	Completed									228.856	7.26835	26.3783	1694.48			N.A.	7967 JP	1157	Toys/Games/Hobbies	9752 JP	566	Leisure Time									
M&A	03/27/2015	肥後銀行	鹿児島銀行		1438.47	Completed						31.7997		580.705		33.9643		652.702			N.A.	8390 JP	2110	Banks	8394 JP	2325	Banks									
M&A	11/22/2007	テーブルマークホールディングス	日本たばこ産業		1434.51	Completed					6720.7	24.2455	58.4494	20728.2	46.0027	0.354661	17.2905	1819.65			N.A.	2914 JP	58300	Agriculture	2873 JP	18	Food						188.249	157.973		
M&A	05/18/2004	セガ	サミー		1424.15	Completed					1131.18	31.9063	52.0822	3414.58	231.473	6.53809	26.6521	1753.61			N.A.	6426 JP		Leisure Time	7964 JP	2226	Toys/Games/Hobbies									
M&A	03/15/2018	芝パークビル	複数買収者	Asia Pacific Land BHD	1415.23	Pending		-2001.95	47.6331	6.07944									APL MK		Real Estate			"Holding Companies-Divers, Banks, Transportation, Electric, Gas"			Real Estate									
M&A	04/26/2013	住金物産	日鉄物産		1388.4	Completed					309.652	1.35077	6.49602	18617.8	196.036	1.77639	8.05385	9054.2			N.A.	9810 JP	9028	Metal Fabricate/Hardware	9938 JP	5446	Metal Fabricate/Hardware						843.26	837.06		
M&A	09/19/2007	銀座東芝ビル	東急不動産	東芝	1386.38	Completed	2037.39	4.13412	26.3875	29890.9	747.089	8.72037	21.4425	6156.19					6502 JP	118131	Electrical Compo&Equip	8815 JP	17106	Real Estate			Real Estate				358.776	317.913				
M&A	02/26/2021	ココカラファイン	マツキヨココカラ＆カンパニー		1382.27	Completed					393.471	5.91351	32.3692	5285.91	149.463	3.09174	30.9102	3396.11			N.A.	3088 JP	14666	Retail	3098 JP	13604	Retail						288.065	237.821	293.3	273.3
M&A	03/25/2014	Matex Inc	モリト		1380	Completed					22.4897	2.99233	25.9316	383.514							N.A.	9837 JP	1386	Distribution/Wholesale	6666508Z US		Commercial Services						43.8	33.6		
M&A	03/25/2005	ＵＦＪ東京ビル	三菱地所	ＵＦＪホールディングス	1362.78	Completed		-26.3051		11696.1	3056.73	18.5071	26.0062	11811.2					8307 JP		Banks	8802 JP	9982	Real Estate			Real Estate					34214.7	121.282	111.937		
M&A	11/01/2000	Mitsubishi-Tokyo Pharmaceuticals Inc	三菱ウェルファーマ	三菱ケミカル	1357.66	Completed	759.023	1.00027	10.5549	17763.2	427.268	17.7404	65.355	1928.26					4010 JP	22866	Chemicals	4509 JP	6075	Pharmaceuticals	MTPZ JP		Pharmaceuticals							52.4		
M&A	03/03/2015	シーエフアイ	ｱｻﾋｸﾞﾙｰﾌﾟﾎｰﾙﾃﾞｨﾝｸﾞｽ	伊藤忠商事	1353.91	Completed	7408.88	3.35292	17.1716	102296	3131.64	9.11093	37.9609	20542					8001 JP	125944	Distribution/Wholesale	2502 JP	29850	Beverages	1242626D JP		Commercial Services				414.335	443.416	347.601	316.104		
M&A	06/24/2016	愛知県有料道路8路線運営権	複数買収者	愛知道路公社	1346.96	Completed													WICHIZ JP		Commercial Services			"Home Builders, Real Estate, Engineering&Construction"			Transportation									
M&A	06/08/2005	フジタ	複数買収者		1344.53	Completed									11.6991	0.0644146	6.59822	3860.96			N.A.			"Real Estate, Private Equity"	1725 JP	2719	Engineering&Construction									
M&A	09/18/2009	ﾆｭｰｼﾃｨ･ﾚｼﾞﾃﾞﾝｽ投資法人	大和ハウスリート投資法人		1330.59	Completed					318.716	43.2651		508.683	75.3829	49.4593		114.175			N.A.	8984 JP		REITS	8965 JP		REITS									
M&A	09/08/2000	千代田火災海上保険	あいおいニッセイ同和損害保険		1325.84	Completed										0.365559		5032.34			N.A.	8761 JP	15070	Insurance	8758 JP	5231	Insurance									
M&A	08/28/2000	大和団地	大和ハウス工業		1324.22	Completed					4080.87	8.52323	20.0764	39020.7	52.2629	2.2857	16.5852	1434.52			N.A.	1925 JP	71299	Home Builders	8829 JP	1696	Real Estate						390.045	355.83		
M&A	10/24/2012	ジャパンケーブルネット	ジュピターテレコム	ＫＤＤＩ	1315.62	Completed	16701.9	19.3695	45.0116	50439.5	1674.82	20.2869		4087.02					9433 JP	47320	Telecommunications	4817 JP	11468	Media	JCNZ JP		Media				307.945	296.211				
M&A	05/17/2000	Minamigata Enterprise Co	ベネッセホールディングス		1312.64	Completed					340.638	3.98315	44.0982	4084.64							N.A.	9783 JP	19456	Commercial Services			Commercial Services						118.186	61.868		
M&A	11/25/2003	大樹生命保険	Consortium		1302.76	Completed										0.889467		7314.51			N.A.			Insurance	MILICZ JP		Insurance									
M&A	11/13/2020	プレサンスコーポレーション	オープンハウス		1300.51	Completed					916.888	12.4364	18.4403	7290.07	253.072	11.4272	18.5695	2177.98			N.A.	3288 JP	2876	Home Builders	3254 JP	628	Real Estate						567.827	544.33	128.7	130.8
M&A	03/06/2001	富士フイルムビジネスイノベーション株式会社	富士フイルムホールディングス	ｾﾞﾛｯｸｽ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ	1300	Completed	858	5.47222	36.1111	7200	3063.61	8.68519	40.3176	21780.3					XRX US	24700	Office/Business Equip	4901 JP	73275	Miscellaneous Manufactur	FUXRZ JP		"Miscellaneous Manufactur, Office/Business Equip"				2.304	1.799	483.192	435.063		
M&A	05/24/2007	ＫＥホールディングス	ＭＡＧねっとホールディングス		1285.17	Terminated					-0.625246	-32.636		1.99245							N.A.	8073 JP	5	Real Estate	KEHLDZ JP		Real Estate									
