日経会社コード,企業名称,株式コード,決算期,決算種別,連結基準,<貸借対照表（資産）>現金・預金／現金及び現金同等物(百万円)
0025185,象印マホービン,7965,1992/11,10,1,11115
0025185,象印マホービン,7965,1993/11,10,1,12084
0025185,象印マホービン,7965,1994/11,10,1,21009
0025185,象印マホービン,7965,1995/11,10,1,9209
0025185,象印マホービン,7965,1996/11,10,1,11328
0025185,象印マホービン,7965,1997/11,10,1,5871
0025185,象印マホービン,7965,1998/11,10,1,7750
0025185,象印マホービン,7965,1999/11,10,1,9303
0025185,象印マホービン,7965,2000/11,10,1,4854
0025185,象印マホービン,7965,2001/11,10,1,6552
0025185,象印マホービン,7965,2002/11,10,1,9063
0025185,象印マホービン,7965,2003/11,10,1,8229
0025185,象印マホービン,7965,2004/11,10,1,11144
0025185,象印マホービン,7965,2005/11,10,1,10037
0025185,象印マホービン,7965,2006/11,10,1,12142
0025185,象印マホービン,7965,2007/11,10,1,9741
0025185,象印マホービン,7965,2008/11,10,1,9506
0025185,象印マホービン,7965,2009/11,10,1,12019
0025185,象印マホービン,7965,2010/11,10,1,12312
0025185,象印マホービン,7965,2011/11,10,1,11593
0025185,象印マホービン,7965,2012/11,10,1,12225
0025185,象印マホービン,7965,2013/11,10,1,12672
0025185,象印マホービン,7965,2014/11,10,1,16936
0025185,象印マホービン,7965,2015/11,10,1,21648
0025185,象印マホービン,7965,2016/11,10,1,23755
0025185,象印マホービン,7965,2017/11,10,1,28318
0025185,象印マホービン,7965,2018/11,10,1,27202
0025185,象印マホービン,7965,2019/11,10,1,30441
0025185,象印マホービン,7965,2020/11,10,1,34391
0025193,タイガースポリマー,4231,1986/03,10,1,733
0025193,タイガースポリマー,4231,1987/03,10,1,2035
0025193,タイガースポリマー,4231,1988/03,10,1,1587
0025193,タイガースポリマー,4231,1989/03,10,1,3074
0025193,タイガースポリマー,4231,1990/03,10,1,3920
0025193,タイガースポリマー,4231,1991/03,10,1,1472
0025193,タイガースポリマー,4231,1992/03,10,1,1207
0025193,タイガースポリマー,4231,1993/03,10,1,1290
0025193,タイガースポリマー,4231,1994/03,10,1,1653
0025193,タイガースポリマー,4231,1995/03,10,1,1836
0025193,タイガースポリマー,4231,1996/03,10,1,2248
0025193,タイガースポリマー,4231,1997/03,10,1,2253
0025193,タイガースポリマー,4231,1998/03,10,1,2395
0025193,タイガースポリマー,4231,1999/03,10,1,2924
0025193,タイガースポリマー,4231,2000/03,10,1,2930
0025193,タイガースポリマー,4231,2001/03,10,1,3897
0025193,タイガースポリマー,4231,2002/03,10,1,4039
0025193,タイガースポリマー,4231,2003/03,10,1,4979
0025193,タイガースポリマー,4231,2004/03,10,1,5283
0025193,タイガースポリマー,4231,2005/03,10,1,5618
0025193,タイガースポリマー,4231,2006/03,10,1,5468
0025193,タイガースポリマー,4231,2007/03,10,1,6063
0025193,タイガースポリマー,4231,2008/03,10,1,5333
0025193,タイガースポリマー,4231,2009/03,10,1,5621
0025193,タイガースポリマー,4231,2010/03,10,1,7018
0025193,タイガースポリマー,4231,2011/03,10,1,8026
0025193,タイガースポリマー,4231,2012/03,10,1,7182
0025193,タイガースポリマー,4231,2013/03,10,1,7175
0025193,タイガースポリマー,4231,2014/03,10,1,7735
0025193,タイガースポリマー,4231,2015/03,10,1,8923
0025193,タイガースポリマー,4231,2016/03,10,1,9237
0025193,タイガースポリマー,4231,2017/03,10,1,10212
0025193,タイガースポリマー,4231,2018/03,10,1,11086
0025193,タイガースポリマー,4231,2019/03,10,1,9667
0025193,タイガースポリマー,4231,2020/03,10,1,9382
0025357,シー・ヴイ・エス・ベイエリア,2687,2007/02,10,1,2255
0025357,シー・ヴイ・エス・ベイエリア,2687,2008/02,10,1,1930
0025357,シー・ヴイ・エス・ベイエリア,2687,2009/02,10,1,1479
0025357,シー・ヴイ・エス・ベイエリア,2687,2010/02,10,1,2227
0025357,シー・ヴイ・エス・ベイエリア,2687,2011/02,10,1,2436
0025357,シー・ヴイ・エス・ベイエリア,2687,2012/02,10,1,2047
0025357,シー・ヴイ・エス・ベイエリア,2687,2013/02,10,1,1613
0025357,シー・ヴイ・エス・ベイエリア,2687,2014/02,10,1,1724
0025357,シー・ヴイ・エス・ベイエリア,2687,2015/02,10,1,2084
0025357,シー・ヴイ・エス・ベイエリア,2687,2016/02,10,1,2008
0025357,シー・ヴイ・エス・ベイエリア,2687,2017/02,10,1,2039
0025357,シー・ヴイ・エス・ベイエリア,2687,2018/02,10,1,1761
0025357,シー・ヴイ・エス・ベイエリア,2687,2019/02,10,1,3296
0025357,シー・ヴイ・エス・ベイエリア,2687,2020/02,10,1,1605
0025424,スタジオアリス,2305,2005/12,10,1,4522
0025424,スタジオアリス,2305,2006/12,10,1,1912
0025424,スタジオアリス,2305,2007/12,10,1,2888
0025424,スタジオアリス,2305,2008/12,10,1,3251
0025424,スタジオアリス,2305,2009/12,10,1,4441
0025424,スタジオアリス,2305,2010/12,10,1,6907
0025424,スタジオアリス,2305,2011/12,10,1,8897
0025424,スタジオアリス,2305,2012/12,10,1,7688
0025424,スタジオアリス,2305,2013/12,10,1,6616
0025424,スタジオアリス,2305,2014/12,10,1,7011
0025424,スタジオアリス,2305,2015/12,10,1,6818
0025424,スタジオアリス,2305,2016/12,10,1,8702
0025424,スタジオアリス,2305,2018/02,10,1,8900
0025424,スタジオアリス,2305,2019/02,10,1,12426
0025424,スタジオアリス,2305,2020/02,10,1,11072
0025438,大成ラミック,4994,2015/03,10,1,5560
0025438,大成ラミック,4994,2016/03,10,1,5112
0025438,大成ラミック,4994,2017/03,10,1,5020
0025438,大成ラミック,4994,2018/03,10,1,3487
0025438,大成ラミック,4994,2019/03,10,1,3351
0025438,大成ラミック,4994,2020/03,10,1,4784
0025449,ダイトロン,7609,1998/12,10,1,5005
0025449,ダイトロン,7609,1999/12,10,1,6989
0025449,ダイトロン,7609,2000/12,10,1,5249
0025449,ダイトロン,7609,2001/12,10,1,6656
0025449,ダイトロン,7609,2002/12,10,1,6039
0025449,ダイトロン,7609,2003/12,10,1,6662
0025449,ダイトロン,7609,2004/12,10,1,5202
0025449,ダイトロン,7609,2005/12,10,1,4084
0025449,ダイトロン,7609,2006/12,10,1,7014
0025449,ダイトロン,7609,2007/12,10,1,4638
0025449,ダイトロン,7609,2008/12,10,1,2815
0025449,ダイトロン,7609,2009/12,10,1,4307
0025449,ダイトロン,7609,2010/12,10,1,5989
0025449,ダイトロン,7609,2011/12,10,1,7324
0025449,ダイトロン,7609,2012/12,10,1,5748
0025449,ダイトロン,7609,2013/12,10,1,5611
0025449,ダイトロン,7609,2014/12,10,1,6122
0025449,ダイトロン,7609,2015/12,10,1,6281
0025449,ダイトロン,7609,2016/12,10,1,6757
0025449,ダイトロン,7609,2017/12,10,1,5124
0025449,ダイトロン,7609,2018/12,10,1,8953
0025449,ダイトロン,7609,2019/12,10,1,10170
0025449,ダイトロン,7609,2020/12,10,1,12280
0025502,カチタス,8919,2004/01,10,1,4077
0025502,カチタス,8919,2005/01,10,1,14565
0025502,カチタス,8919,2006/01,10,1,8181
0025502,カチタス,8919,2007/01,10,1,13900
0025502,カチタス,8919,2008/01,10,1,4457
0025502,カチタス,8919,2009/01,10,1,6323
0025502,カチタス,8919,2010/01,10,1,3418
0025502,カチタス,8919,2011/01,10,1,2679
0025502,カチタス,8919,2012/01,10,1,3189
0025502,カチタス,8919,2016/03,10,1,8083
0025502,カチタス,8919,2017/03,10,1,4723
0025502,カチタス,8919,2018/03,10,1,4063
0025502,カチタス,8919,2019/03,10,1,7395
0025502,カチタス,8919,2020/03,10,1,9137
0025567,大真空,6962,1984/04,10,1,3780
0025567,大真空,6962,1985/04,10,1,4179
0025567,大真空,6962,1986/04,10,1,1748
0025567,大真空,6962,1987/04,10,1,2462
0025567,大真空,6962,1988/03,10,1,2341
0025567,大真空,6962,1989/03,10,1,2435
0025567,大真空,6962,1990/03,10,1,2576
0025567,大真空,6962,1991/03,10,1,3281
0025567,大真空,6962,1992/03,10,1,9565
0025567,大真空,6962,1993/03,10,1,5728
0025567,大真空,6962,1994/03,10,1,7938
0025567,大真空,6962,1995/03,10,1,12886
0025567,大真空,6962,1996/03,10,1,13657
0025567,大真空,6962,1997/03,10,1,23539
0025567,大真空,6962,1998/03,10,1,22169
0025567,大真空,6962,1999/03,10,1,16012
0025567,大真空,6962,2000/03,10,1,13106
0025567,大真空,6962,2001/03,10,1,12784
0025567,大真空,6962,2002/03,10,1,15928
0025567,大真空,6962,2003/03,10,1,16727
0025567,大真空,6962,2004/03,10,1,12458
0025567,大真空,6962,2005/03,10,1,6343
0025567,大真空,6962,2006/03,10,1,7442
0025567,大真空,6962,2007/03,10,1,6662
0025567,大真空,6962,2008/03,10,1,7800
0025567,大真空,6962,2009/03,10,1,7576
0025567,大真空,6962,2010/03,10,1,9407
0025567,大真空,6962,2011/03,10,1,9781
0025567,大真空,6962,2012/03,10,1,12810
0025567,大真空,6962,2013/03,10,1,13494
0025567,大真空,6962,2014/03,10,1,12033
0025567,大真空,6962,2015/03,10,1,13076
0025567,大真空,6962,2016/03,10,1,18338
0025567,大真空,6962,2017/03,10,1,17203
0025567,大真空,6962,2018/03,10,1,15602
0025567,大真空,6962,2019/03,10,1,13940
0025567,大真空,6962,2020/03,10,1,15321
0025580,大和冷機工業,6459,2002/12,10,1,5569
0025580,大和冷機工業,6459,2003/12,10,1,12884
0025580,大和冷機工業,6459,2004/12,10,1,11570
0025580,大和冷機工業,6459,2005/12,10,1,7689
0025580,大和冷機工業,6459,2006/12,10,1,3405
0025580,大和冷機工業,6459,2007/12,10,1,8001
0025580,大和冷機工業,6459,2008/12,10,1,17016
0025580,大和冷機工業,6459,2009/12,10,1,25548
0025580,大和冷機工業,6459,2010/12,10,1,30073
0025580,大和冷機工業,6459,2011/12,10,1,32801
0025580,大和冷機工業,6459,2012/12,10,1,35861
0025679,エンプラス,6961,1984/12,10,1,5449
0025679,エンプラス,6961,1985/12,10,1,4192
0025679,エンプラス,6961,1986/12,10,1,4648
0025679,エンプラス,6961,1987/12,10,1,5438
0025679,エンプラス,6961,1988/12,10,1,5063
0025679,エンプラス,6961,1989/12,10,1,4356
0025679,エンプラス,6961,1990/03,10,1,4011
0025679,エンプラス,6961,1991/03,10,1,4365
0025679,エンプラス,6961,1992/03,10,1,5395
0025679,エンプラス,6961,1993/03,10,1,5272
0025679,エンプラス,6961,1994/03,10,1,5922
0025679,エンプラス,6961,1995/03,10,1,5709
0025679,エンプラス,6961,1996/03,10,1,8433
0025679,エンプラス,6961,1997/03,10,1,8070
0025679,エンプラス,6961,1998/03,10,1,9735
0025679,エンプラス,6961,1999/03,10,1,12121
0025679,エンプラス,6961,2000/03,10,1,17297
0025679,エンプラス,6961,2001/03,10,1,13767
0025679,エンプラス,6961,2002/03,10,1,15326
0025679,エンプラス,6961,2003/03,10,1,15718
0025679,エンプラス,6961,2004/03,10,1,15460
0025679,エンプラス,6961,2005/03,10,1,17698
0025679,エンプラス,6961,2006/03,10,1,20667
0025679,エンプラス,6961,2007/03,10,1,19774
0025679,エンプラス,6961,2008/03,10,1,12513
0025679,エンプラス,6961,2009/03,10,1,14069
0025679,エンプラス,6961,2010/03,10,1,12456
0025679,エンプラス,6961,2011/03,10,1,12818
0025679,エンプラス,6961,2012/03,10,1,10454
0025679,エンプラス,6961,2013/03,10,1,13388
0025679,エンプラス,6961,2014/03,10,1,22038
0025679,エンプラス,6961,2015/03,10,1,23525
0025679,エンプラス,6961,2016/03,10,1,25357
0025679,エンプラス,6961,2017/03,10,1,25686
0025679,エンプラス,6961,2018/03,10,1,24798
0025679,エンプラス,6961,2019/03,10,1,25405
0025679,エンプラス,6961,2020/03,10,1,24273
0025720,タカキュー,8166,1985/02,10,1,3597
0025720,タカキュー,8166,1986/02,10,1,3438
0025720,タカキュー,8166,1987/02,10,1,5296
0025720,タカキュー,8166,1988/02,10,1,21805
0025720,タカキュー,8166,1989/02,10,1,30111
0025720,タカキュー,8166,1990/02,10,1,30190
0025720,タカキュー,8166,1991/02,10,1,28229
0025720,タカキュー,8166,1992/02,10,1,27118
0025720,タカキュー,8166,1993/02,10,1,27947
0025720,タカキュー,8166,1994/02,10,1,17167
0025720,タカキュー,8166,1995/02,10,1,6938
0025720,タカキュー,8166,1996/02,10,1,4796
0025720,タカキュー,8166,1997/02,10,1,5968
0025737,高千穂交易,2676,1999/03,10,1,3511
0025737,高千穂交易,2676,2000/03,10,1,3277
0025737,高千穂交易,2676,2001/03,10,1,3621
0025737,高千穂交易,2676,2002/03,10,1,4100
0025737,高千穂交易,2676,2003/03,10,1,4306
0025737,高千穂交易,2676,2004/03,10,1,3689
0025737,高千穂交易,2676,2005/03,10,1,4367
0025737,高千穂交易,2676,2006/03,10,1,3462
0025737,高千穂交易,2676,2007/03,10,1,2537
0025737,高千穂交易,2676,2008/03,10,1,3275
0025737,高千穂交易,2676,2009/03,10,1,4769
0025737,高千穂交易,2676,2010/03,10,1,6093
0025737,高千穂交易,2676,2011/03,10,1,6742
0025737,高千穂交易,2676,2012/03,10,1,6492
0025737,高千穂交易,2676,2013/03,10,1,7207
0025737,高千穂交易,2676,2014/03,10,1,7212
0025737,高千穂交易,2676,2015/03,10,1,5637
0025737,高千穂交易,2676,2016/03,10,1,5758
0025737,高千穂交易,2676,2017/03,10,1,6163
0025737,高千穂交易,2676,2018/03,10,1,6169
0025737,高千穂交易,2676,2019/03,10,1,6303
0025737,高千穂交易,2676,2020/03,10,1,6199
0025790,リゾートトラスト,4681,1997/03,10,1,12872
0025790,リゾートトラスト,4681,1998/03,10,1,14126
0025790,リゾートトラスト,4681,1999/03,10,1,20110
0025790,リゾートトラスト,4681,2000/03,10,1,20818
0025790,リゾートトラスト,4681,2001/03,10,1,24091
0025790,リゾートトラスト,4681,2002/03,10,1,25905
0025790,リゾートトラスト,4681,2003/03,10,1,28571
0025790,リゾートトラスト,4681,2004/03,10,1,32549
0025790,リゾートトラスト,4681,2005/03,10,1,30871
0025790,リゾートトラスト,4681,2006/03,10,1,42011
0025790,リゾートトラスト,4681,2007/03,10,1,35535
0025790,リゾートトラスト,4681,2008/03,10,1,19281
0025790,リゾートトラスト,4681,2009/03,10,1,18267
0025790,リゾートトラスト,4681,2010/03,10,1,20352
0025790,リゾートトラスト,4681,2011/03,10,1,14514
0025790,リゾートトラスト,4681,2012/03,10,1,22950
0025790,リゾートトラスト,4681,2013/03,10,1,29443
0025790,リゾートトラスト,4681,2014/03,10,1,46151
0025790,リゾートトラスト,4681,2015/03,10,1,53687
0025790,リゾートトラスト,4681,2016/03,10,1,24742
0025790,リゾートトラスト,4681,2017/03,10,1,39063
0025790,リゾートトラスト,4681,2018/03,10,1,29366
0025790,リゾートトラスト,4681,2019/03,10,1,26742
0025790,リゾートトラスト,4681,2020/03,10,1,21164
0025835,タチエス,7239,1989/03,10,1,2861
0025835,タチエス,7239,1990/03,10,1,9557
0025835,タチエス,7239,1991/03,10,1,8484
0025835,タチエス,7239,1992/03,10,1,11464
0025835,タチエス,7239,1993/03,10,1,11358
0025835,タチエス,7239,1994/03,10,1,13607
0025835,タチエス,7239,1995/03,10,1,14846
0025835,タチエス,7239,1996/03,10,1,13402
0025835,タチエス,7239,1997/03,10,1,14920
0025835,タチエス,7239,1998/03,10,1,11901
0025835,タチエス,7239,1999/03,10,1,17657
0025835,タチエス,7239,2000/03,10,1,13867
0025835,タチエス,7239,2001/03,10,1,14285
0025835,タチエス,7239,2002/03,10,1,16301
0025835,タチエス,7239,2003/03,10,1,12176
0025835,タチエス,7239,2004/03,10,1,15327
0025835,タチエス,7239,2005/03,10,1,16075
0025835,タチエス,7239,2006/03,10,1,18191
0025835,タチエス,7239,2007/03,10,1,11094
0025835,タチエス,7239,2008/03,10,1,11402
0025835,タチエス,7239,2009/03,10,1,8344
0025835,タチエス,7239,2010/03,10,1,12015
0025835,タチエス,7239,2011/03,10,1,27115
0025835,タチエス,7239,2012/03,10,1,26638
0025835,タチエス,7239,2013/03,10,1,31560
0025835,タチエス,7239,2014/03,10,1,32557
0025835,タチエス,7239,2015/03,10,1,31683
0025835,タチエス,7239,2016/03,10,1,38602
0025835,タチエス,7239,2017/03,10,1,40919
0025835,タチエス,7239,2018/03,10,1,47713
0025835,タチエス,7239,2019/03,10,1,38800
0025835,タチエス,7239,2020/03,10,1,32034
0025891,オークワ,8217,1987/02,10,1,6693
0025891,オークワ,8217,1988/02,10,1,11035
0025891,オークワ,8217,1989/02,10,1,13804
0025891,オークワ,8217,1990/02,10,1,17240
0025891,オークワ,8217,1991/02,10,1,13851
0025891,オークワ,8217,1992/02,10,1,13375
0025891,オークワ,8217,1993/02,10,1,7986
0025891,オークワ,8217,1994/02,10,1,6811
0025891,オークワ,8217,1995/02,10,1,9087
0025891,オークワ,8217,1996/02,10,1,9047
0025891,オークワ,8217,1997/02,10,1,7196
0025891,オークワ,8217,1998/02,10,1,8966
0025891,オークワ,8217,1999/02,10,1,8667
0025891,オークワ,8217,2000/02,10,1,7617
0025891,オークワ,8217,2001/02,10,1,9180
0025891,オークワ,8217,2002/02,10,1,8633
0025891,オークワ,8217,2003/02,10,1,7691
0025891,オークワ,8217,2004/02,10,1,5498
0025891,オークワ,8217,2005/02,10,1,6316
0025891,オークワ,8217,2006/02,10,1,7768
0025891,オークワ,8217,2007/02,10,1,10623
0025891,オークワ,8217,2008/02,10,1,12668
0025891,オークワ,8217,2009/02,10,1,8843
0025891,オークワ,8217,2010/02,10,1,11503
0025891,オークワ,8217,2011/02,10,1,14732
0025891,オークワ,8217,2012/02,10,1,12291
0025891,オークワ,8217,2013/02,10,1,12550
0025891,オークワ,8217,2014/02,10,1,11272
0025891,オークワ,8217,2015/02,10,1,7405
0025891,オークワ,8217,2016/02,10,1,9940
0025891,オークワ,8217,2017/02,10,1,11480
0025891,オークワ,8217,2018/02,10,1,11459
0025891,オークワ,8217,2019/02,10,1,13036
0025891,オークワ,8217,2020/02,10,1,16361
0025965,アイティフォー,4743,2008/03,10,1,2144
0025965,アイティフォー,4743,2009/03,10,1,1908
0025965,アイティフォー,4743,2010/03,10,1,1957
0025965,アイティフォー,4743,2011/03,10,1,1900
0025965,アイティフォー,4743,2012/03,10,1,1727
0025965,アイティフォー,4743,2013/03,10,1,2439
0025965,アイティフォー,4743,2014/03,10,1,2410
0025965,アイティフォー,4743,2015/03,10,1,2209
0025965,アイティフォー,4743,2016/03,10,1,2801
0025965,アイティフォー,4743,2017/03,10,1,2431
0025965,アイティフォー,4743,2018/03,10,1,2998
0025965,アイティフォー,4743,2019/03,10,1,2728
0025965,アイティフォー,4743,2020/03,10,1,3250
0025993,エスケイジャパン,7608,1999/03,10,1,422
0025993,エスケイジャパン,7608,2000/03,10,1,827
0025993,エスケイジャパン,7608,2001/03,10,1,777
0025993,エスケイジャパン,7608,2002/03,10,1,832
0025993,エスケイジャパン,7608,2003/03,10,1,949
0025993,エスケイジャパン,7608,2004/03,10,1,1540
0025993,エスケイジャパン,7608,2005/03,10,1,1310
0025993,エスケイジャパン,7608,2006/02,10,1,895
0025993,エスケイジャパン,7608,2007/02,10,1,553
0025993,エスケイジャパン,7608,2008/02,10,1,958
0025993,エスケイジャパン,7608,2009/02,10,1,472
0025993,エスケイジャパン,7608,2010/02,10,1,823
0025993,エスケイジャパン,7608,2011/02,10,1,871
0025993,エスケイジャパン,7608,2012/02,10,1,775
0025993,エスケイジャパン,7608,2013/02,10,1,694
0025993,エスケイジャパン,7608,2014/02,10,1,642
0025993,エスケイジャパン,7608,2015/02,10,1,904
0025993,エスケイジャパン,7608,2016/02,10,1,1135
0025993,エスケイジャパン,7608,2017/02,10,1,1144
0025993,エスケイジャパン,7608,2018/02,10,1,1510
0025993,エスケイジャパン,7608,2019/02,10,1,2099
0025993,エスケイジャパン,7608,2020/02,10,1,2297
0026172,メガチップス,6875,2000/03,10,1,1693
0026172,メガチップス,6875,2001/03,10,1,1713
0026172,メガチップス,6875,2002/03,10,1,5819
0026172,メガチップス,6875,2003/03,10,1,6337
0026172,メガチップス,6875,2004/03,10,1,11734
0026172,メガチップス,6875,2005/03,10,1,8015
0026172,メガチップス,6875,2006/03,10,1,4678
0026172,メガチップス,6875,2007/03,10,1,4738
0026172,メガチップス,6875,2008/03,10,1,6530
0026172,メガチップス,6875,2009/03,10,1,14565
0026172,メガチップス,6875,2010/03,10,1,6585
0026172,メガチップス,6875,2011/03,10,1,7503
0026172,メガチップス,6875,2012/03,10,1,7228
0026172,メガチップス,6875,2013/03,10,1,10431
0026172,メガチップス,6875,2014/03,10,1,10474
0026172,メガチップス,6875,2015/03,10,1,13182
0026172,メガチップス,6875,2016/03,10,1,10949
0026172,メガチップス,6875,2017/03,10,1,12103
0026172,メガチップス,6875,2018/03,10,1,19653
0026172,メガチップス,6875,2019/03,10,1,10218
0026172,メガチップス,6875,2020/03,10,1,17255
0026278,ＴＤＣソフト,4687,2016/03,10,1,5281
0026278,ＴＤＣソフト,4687,2017/03,10,1,5557
0026278,ＴＤＣソフト,4687,2018/03,10,1,6604
0026278,ＴＤＣソフト,4687,2019/03,10,1,7816
0026278,ＴＤＣソフト,4687,2020/03,10,1,8379
0026305,ディスコ,6146,1988/03,10,1,2784
0026305,ディスコ,6146,1989/03,10,1,3064
0026305,ディスコ,6146,1990/03,10,1,3002
0026305,ディスコ,6146,1991/03,10,1,2453
0026305,ディスコ,6146,1992/03,10,1,1856
0026305,ディスコ,6146,1993/03,10,1,2503
0026305,ディスコ,6146,1994/03,10,1,2164
0026305,ディスコ,6146,1995/03,10,1,4817
0026305,ディスコ,6146,1996/03,10,1,5290
0026305,ディスコ,6146,1997/03,10,1,5547
0026305,ディスコ,6146,1998/03,10,1,6257
0026305,ディスコ,6146,1999/03,10,1,5401
0026305,ディスコ,6146,2000/03,10,1,18545
0026305,ディスコ,6146,2001/03,10,1,18892
0026305,ディスコ,6146,2002/03,10,1,7763
0026305,ディスコ,6146,2003/03,10,1,6667
0026305,ディスコ,6146,2004/03,10,1,19031
0026305,ディスコ,6146,2005/03,10,1,16892
0026305,ディスコ,6146,2006/03,10,1,22004
0026305,ディスコ,6146,2007/03,10,1,27045
0026305,ディスコ,6146,2008/03,10,1,19062
0026305,ディスコ,6146,2009/03,10,1,33418
0026305,ディスコ,6146,2010/03,10,1,18247
0026305,ディスコ,6146,2011/03,10,1,20314
0026305,ディスコ,6146,2012/03,10,1,15170
0026305,ディスコ,6146,2013/03,10,1,31699
0026305,ディスコ,6146,2014/03,10,1,31577
0026305,ディスコ,6146,2015/03,10,1,52208
0026305,ディスコ,6146,2016/03,10,1,67188
0026305,ディスコ,6146,2017/03,10,1,77718
0026305,ディスコ,6146,2018/03,10,1,91574
0026305,ディスコ,6146,2019/03,10,1,91380
0026305,ディスコ,6146,2020/03,10,1,87909
0026693,テーオーシー,8841,1984/03,10,1,2736
0026693,テーオーシー,8841,1985/03,10,1,4870
0026693,テーオーシー,8841,1986/03,10,1,5611
0026693,テーオーシー,8841,1987/03,10,1,3673
0026693,テーオーシー,8841,1988/03,10,1,4082
0026693,テーオーシー,8841,1989/03,10,1,13343
0026693,テーオーシー,8841,1990/03,10,1,13074
0026693,テーオーシー,8841,1991/03,10,1,17356
0026693,テーオーシー,8841,1992/03,10,1,15155
0026693,テーオーシー,8841,1993/03,10,1,18158
0026693,テーオーシー,8841,1994/03,10,1,19539
0026693,テーオーシー,8841,1995/03,10,1,17423
0026693,テーオーシー,8841,1996/03,10,1,15275
0026693,テーオーシー,8841,1997/03,10,1,15409
0026693,テーオーシー,8841,1998/03,10,1,9452
0026693,テーオーシー,8841,1999/03,10,1,9312
0026693,テーオーシー,8841,2000/03,10,1,10352
0026693,テーオーシー,8841,2001/03,10,1,8427
0026693,テーオーシー,8841,2002/03,10,1,7014
0026693,テーオーシー,8841,2003/03,10,1,12521
0026693,テーオーシー,8841,2004/03,10,1,9751
0026693,テーオーシー,8841,2005/03,10,1,10355
0026693,テーオーシー,8841,2006/03,10,1,8747
0026693,テーオーシー,8841,2007/03,10,1,5311
0026693,テーオーシー,8841,2008/03,10,1,6577
0026693,テーオーシー,8841,2009/03,10,1,5408
0026693,テーオーシー,8841,2010/03,10,1,9524
0026693,テーオーシー,8841,2011/03,10,1,8820
0026693,テーオーシー,8841,2012/03,10,1,8118
0026693,テーオーシー,8841,2013/03,10,1,8001
0026693,テーオーシー,8841,2014/03,10,1,8422
0026693,テーオーシー,8841,2015/03,10,1,12907
0026693,テーオーシー,8841,2016/03,10,1,13300
0026693,テーオーシー,8841,2017/03,10,1,19805
0026693,テーオーシー,8841,2018/03,10,1,46270
0026693,テーオーシー,8841,2019/03,10,1,32897
0026693,テーオーシー,8841,2020/03,10,1,32453
0027029,トーホー,8142,1985/01,10,1,3762
0027029,トーホー,8142,1986/01,10,1,4408
0027029,トーホー,8142,1987/01,10,1,6522
0027029,トーホー,8142,1988/01,10,1,6695
0027029,トーホー,8142,1989/01,10,1,6383
0027029,トーホー,8142,1990/01,10,1,7815
0027029,トーホー,8142,1991/01,10,1,6052
0027029,トーホー,8142,1992/01,10,1,6320
0027029,トーホー,8142,1993/01,10,1,6547
0027029,トーホー,8142,1994/01,10,1,10334
0027029,トーホー,8142,1995/01,10,1,6200
0027029,トーホー,8142,1996/01,10,1,4437
0027029,トーホー,8142,1997/01,10,1,4315
0027029,トーホー,8142,1998/01,10,1,4289
0027029,トーホー,8142,1999/01,10,1,4266
0027029,トーホー,8142,2000/01,10,1,3535
0027029,トーホー,8142,2001/01,10,1,2670
0027029,トーホー,8142,2002/01,10,1,4088
0027029,トーホー,8142,2003/01,10,1,2307
0027029,トーホー,8142,2004/01,10,1,5844
0027029,トーホー,8142,2005/01,10,1,4229
0027029,トーホー,8142,2006/01,10,1,4789
0027029,トーホー,8142,2007/01,10,1,2920
0027029,トーホー,8142,2008/01,10,1,2909
0027029,トーホー,8142,2009/01,10,1,2531
0027029,トーホー,8142,2010/01,10,1,4185
0027029,トーホー,8142,2011/01,10,1,4565
0027029,トーホー,8142,2012/01,10,1,6587
0027029,トーホー,8142,2013/01,10,1,9003
0027029,トーホー,8142,2014/01,10,1,7897
0027029,トーホー,8142,2015/01,10,1,8540
0027029,トーホー,8142,2016/01,10,1,6541
0027029,トーホー,8142,2017/01,10,1,5764
0027029,トーホー,8142,2018/01,10,1,8131
0027029,トーホー,8142,2019/01,10,1,7336
0027029,トーホー,8142,2020/01,10,1,6940
0027139,ローム,6963,1984/03,10,1,22549
0027139,ローム,6963,1985/03,10,1,37593
0027139,ローム,6963,1986/03,10,1,29630
0027139,ローム,6963,1987/03,10,1,49989
0027139,ローム,6963,1988/03,10,1,78117
0027139,ローム,6963,1989/03,10,1,72041
0027139,ローム,6963,1990/03,10,1,102587
0027139,ローム,6963,1991/03,10,1,66026
0027139,ローム,6963,1992/03,10,1,53163
0027139,ローム,6963,1993/03,10,1,62054
0027139,ローム,6963,1994/03,10,1,104356
0027139,ローム,6963,1995/03,10,1,121822
0027139,ローム,6963,1996/03,10,1,149604
0027139,ローム,6963,1997/03,10,1,145237
0027139,ローム,6963,1998/03,10,1,161991
0027139,ローム,6963,1999/03,10,1,147116
0027139,ローム,6963,2000/03,10,1,171892
0027139,ローム,6963,2001/03,10,1,185106
0027139,ローム,6963,2002/03,10,1,231109
0027139,ローム,6963,2003/03,10,1,310054
0027139,ローム,6963,2004/03,10,1,307319
0027139,ローム,6963,2005/03,10,1,270337
0027139,ローム,6963,2006/03,10,1,310908
0027139,ローム,6963,2007/03,10,1,336122
0027139,ローム,6963,2008/03,10,1,323216
0027139,ローム,6963,2009/03,10,1,247960
0027139,ローム,6963,2010/03,10,1,271224
0027139,ローム,6963,2011/03,10,1,230286
0027139,ローム,6963,2012/03,10,1,211199
