日経会社コード,企業名称,決算期,決算種別,連結基準,<貸借対照表（資産）>商品・製品(百万円),<貸借対照表（資産）>半製品・仕掛品(百万円),<貸借対照表（資産）>原材料・貯蔵品(百万円),<貸借対照表（資産）>販売用不動産(百万円)
0000001,極洋,1984/10,10,1,,,,
0000001,極洋,1985/10,10,1,,,,
0000001,極洋,1986/10,10,1,,,,
0000001,極洋,1987/10,10,1,,,,
0000001,極洋,1988/03,10,1,,,,
0000001,極洋,1989/03,10,1,,,,
0000001,極洋,1990/03,10,1,,,,
0000001,極洋,1991/03,10,1,,,,
0000001,極洋,1992/03,10,1,,,,
0000001,極洋,1993/03,10,1,,,,
0000001,極洋,1994/03,10,1,,,,
0000001,極洋,1995/03,10,1,,,,
0000001,極洋,1996/03,10,1,,,,
0000001,極洋,1997/03,10,1,,,,
0000001,極洋,1998/03,10,1,,,,
0000001,極洋,1999/03,10,1,,,,
0000001,極洋,2000/03,10,1,,,,
0000001,極洋,2001/03,10,1,,,,
0000001,極洋,2002/03,10,1,,,,
0000001,極洋,2003/03,10,1,,,,
0000001,極洋,2004/03,10,1,,,,
0000001,極洋,2005/03,10,1,,,,
0000001,極洋,2006/03,10,1,,,,
0000001,極洋,2007/03,10,1,,,,
0000001,極洋,2008/03,10,1,19077,219,1545,
0000001,極洋,2009/03,10,1,18617,399,2322,
0000001,極洋,2010/03,10,1,20369,707,2111,
0000001,極洋,2011/03,10,1,26598,725,2357,
0000001,極洋,2012/03,10,1,29790,1098,2867,
0000001,極洋,2013/03,10,1,27426,1342,3538,
0000001,極洋,2014/03,10,1,25596,1654,4093,
0000001,極洋,2015/03,10,1,29463,1855,4634,
0000001,極洋,2016/03,10,1,30762,2143,4163,
0000001,極洋,2017/03,10,1,29089,2523,5283,
0000001,極洋,2018/03,10,1,29943,2854,7124,
0000001,極洋,2019/03,10,1,34458,3049,7439,
0000001,極洋,2020/03,10,1,31409,3885,5749,
0000003,日本水産,1984/03,10,1,,,,
0000003,日本水産,1985/03,10,1,,,,
0000003,日本水産,1986/03,10,1,,,,
0000003,日本水産,1987/03,10,1,,,,
0000003,日本水産,1988/03,10,1,,,,
0000003,日本水産,1989/03,10,1,,,,
0000003,日本水産,1990/03,10,1,,,,
0000003,日本水産,1991/03,10,1,,,,
0000003,日本水産,1992/03,10,1,,,,
0000003,日本水産,1993/03,10,1,,,,
0000003,日本水産,1994/03,10,1,,,,
0000003,日本水産,1995/03,10,1,,,,
0000003,日本水産,1996/03,10,1,,,,
0000003,日本水産,1997/03,10,1,,,,
0000003,日本水産,1998/03,10,1,,,,
0000003,日本水産,1999/03,10,1,,,,
0000003,日本水産,2000/03,10,1,,,,
0000003,日本水産,2001/03,10,1,,,,
0000003,日本水産,2002/03,10,1,,,,
0000003,日本水産,2003/03,10,1,,,,
0000003,日本水産,2004/03,10,1,,,,
0000003,日本水産,2005/03,10,1,,,,
0000003,日本水産,2006/03,10,1,,,,
0000003,日本水産,2007/03,10,1,,,,
0000003,日本水産,2008/03,10,1,,,,
0000003,日本水産,2009/03,10,1,49458,7925,21517,
0000003,日本水産,2010/03,10,1,39139,9459,19036,
0000003,日本水産,2011/03,10,1,48573,11552,21619,
0000003,日本水産,2012/03,10,1,50249,13907,22293,
0000003,日本水産,2013/03,10,1,44834,16601,27611,
0000003,日本水産,2014/03,10,1,53058,21974,26860,
0000003,日本水産,2015/03,10,1,59815,22589,30795,
0000003,日本水産,2016/03,10,1,58890,22461,29569,
0000003,日本水産,2017/03,10,1,57277,25786,26979,
0000003,日本水産,2018/03,10,1,64570,24940,32764,
0000003,日本水産,2019/03,10,1,65619,29397,33734,
0000003,日本水産,2020/03,10,1,68300,28740,34012,
0000004,マルハニチロ,1985/01,10,1,,,,
0000004,マルハニチロ,1986/01,10,1,,,,
0000004,マルハニチロ,1987/01,10,1,,,,
0000004,マルハニチロ,1988/01,10,1,,,,
0000004,マルハニチロ,1988/09,10,1,,,,
0000004,マルハニチロ,1989/03,10,1,,,,
0000004,マルハニチロ,1990/03,10,1,,,,
0000004,マルハニチロ,1991/03,10,1,,,,
0000004,マルハニチロ,1992/03,10,1,,,,
0000004,マルハニチロ,1993/03,10,1,,,,
0000004,マルハニチロ,1994/03,10,1,,,,
0000004,マルハニチロ,1995/03,10,1,,,,
0000004,マルハニチロ,1996/03,10,1,,,,
0000004,マルハニチロ,1997/03,10,1,,,,
0000004,マルハニチロ,1998/03,10,1,,,,
0000004,マルハニチロ,1999/03,10,1,,,,
0000004,マルハニチロ,2000/03,10,1,,,,
0000004,マルハニチロ,2001/03,10,1,,,,
0000004,マルハニチロ,2002/03,10,1,,,,
0000004,マルハニチロ,2003/03,10,1,,,,
0000004,マルハニチロ,2004/03,10,1,,,,
0000004,マルハニチロ,2012/03,10,1,41251,6719,3601,
0000004,マルハニチロ,2013/03,10,1,42648,6714,4062,
0000004,マルハニチロ,2014/03,10,1,54915,8518,4376,
0000004,マルハニチロ,2015/03,10,1,109760,15631,22145,
0000004,マルハニチロ,2016/03,10,1,104037,14823,22580,
0000004,マルハニチロ,2017/03,10,1,106528,18168,24911,
0000004,マルハニチロ,2018/03,10,1,111010,17161,23838,
0000004,マルハニチロ,2019/03,10,1,117337,18880,27304,
0000004,マルハニチロ,2020/03,10,1,117372,21572,25363,
0000006,ホウスイ,2000/03,10,1,2004,,22,
0000006,ホウスイ,2001/03,10,1,1458,,16,
0000006,ホウスイ,2002/03,10,1,1540,,31,
0000006,ホウスイ,2003/03,10,1,1379,,32,
0000006,ホウスイ,2004/03,10,1,1773,,32,
0000006,ホウスイ,2005/03,10,1,2638,,44,
0000006,ホウスイ,2006/03,10,1,,,,
0000006,ホウスイ,2007/03,10,1,,,,
0000006,ホウスイ,2008/03,10,1,,,,
0000006,ホウスイ,2009/03,10,1,1217,,17,
0000006,ホウスイ,2010/03,10,1,984,,19,
0000006,ホウスイ,2011/03,10,1,1152,,11,
0000006,ホウスイ,2012/03,10,1,1170,,3,
0000006,ホウスイ,2013/03,10,1,1493,,6,
0000006,ホウスイ,2014/03,10,1,1877,,26,
0000006,ホウスイ,2015/03,10,1,1805,,27,
0000006,ホウスイ,2016/03,10,1,1683,,25,
0000006,ホウスイ,2017/03,10,1,1927,,18,
0000006,ホウスイ,2018/03,10,1,1930,,20,
0000006,ホウスイ,2019/03,10,1,1768,,23,
0000006,ホウスイ,2020/03,10,1,1907,,44,
0000015,常磐興産,1984/03,10,1,,,,
0000015,常磐興産,1985/03,10,1,,,,
0000015,常磐興産,1986/03,10,1,,,,
0000015,常磐興産,1987/03,10,1,,,,
0000015,常磐興産,1988/03,10,1,,,,
0000015,常磐興産,1989/03,10,1,,,,
0000015,常磐興産,1990/03,10,1,,,,
0000015,常磐興産,1991/03,10,1,,,,
0000015,常磐興産,1992/03,10,1,,,,
0000015,常磐興産,1993/03,10,1,,,,
0000015,常磐興産,1994/03,10,1,,,,
0000015,常磐興産,1995/03,10,1,,,,
0000015,常磐興産,1996/03,10,1,,,,
0000015,常磐興産,1997/03,10,1,,,,
0000015,常磐興産,1998/03,10,1,,,,
0000015,常磐興産,1999/03,10,1,,,,
0000015,常磐興産,2000/03,10,1,,,,
0000015,常磐興産,2001/03,10,1,,,,
0000015,常磐興産,2002/03,10,1,,,,
0000015,常磐興産,2003/03,10,1,,,,
0000015,常磐興産,2004/03,10,1,,,,
0000015,常磐興産,2005/03,10,1,,,,
0000015,常磐興産,2006/03,10,1,,,,
0000015,常磐興産,2007/03,10,1,,,,
0000015,常磐興産,2008/03,10,1,,,,
0000015,常磐興産,2009/03,10,1,1025,189,90,
0000015,常磐興産,2010/03,10,1,144,156,75,
0000015,常磐興産,2011/03,10,1,59,198,56,
0000015,常磐興産,2012/03,10,1,72,202,100,
0000015,常磐興産,2013/03,10,1,794,209,97,
0000015,常磐興産,2014/03,10,1,135,177,84,
0000015,常磐興産,2015/03,10,1,167,182,98,
0000015,常磐興産,2016/03,10,1,169,181,110,
0000015,常磐興産,2017/03,10,1,938,160,91,
0000015,常磐興産,2018/03,10,1,172,157,105,
0000015,常磐興産,2019/03,10,1,192,157,99,
0000015,常磐興産,2020/03,10,1,206,156,99,
0000016,太平洋興発,1984/03,10,1,,,,
0000016,太平洋興発,1985/03,10,1,,,,
0000016,太平洋興発,1986/03,10,1,,,,
0000016,太平洋興発,1987/03,10,1,,,,
0000016,太平洋興発,1988/03,10,1,,,,
0000016,太平洋興発,1989/03,10,1,,,,
0000016,太平洋興発,1990/03,10,1,,,,
0000016,太平洋興発,1991/03,10,1,,,,
0000016,太平洋興発,1992/03,10,1,,,,
0000016,太平洋興発,1993/03,10,1,,,,
0000016,太平洋興発,1994/03,10,1,,,,
0000016,太平洋興発,1995/03,10,1,,,,
0000016,太平洋興発,1996/03,10,1,,,,
0000016,太平洋興発,1997/03,10,1,,,,
0000016,太平洋興発,1998/03,10,1,,,,
0000016,太平洋興発,1999/03,10,1,,,,
0000016,太平洋興発,2000/03,10,1,,,,
0000016,太平洋興発,2001/03,10,1,,,,
0000016,太平洋興発,2002/03,10,1,,,,
0000016,太平洋興発,2003/03,10,1,,,,
0000016,太平洋興発,2004/03,10,1,,,,
0000016,太平洋興発,2005/03,10,1,,,,
0000016,太平洋興発,2006/03,10,1,,,,
0000016,太平洋興発,2007/03,10,1,,,,
0000016,太平洋興発,2008/03,10,1,2104,873,122,1838
0000016,太平洋興発,2009/03,10,1,1956,760,109,797
0000016,太平洋興発,2010/03,10,1,2322,537,132,481
0000016,太平洋興発,2011/03,10,1,2348,694,143,487
0000016,太平洋興発,2012/03,10,1,2610,219,168,400
0000016,太平洋興発,2013/03,10,1,3005,142,149,531
0000016,太平洋興発,2014/03,10,1,3017,229,207,333
0000016,太平洋興発,2015/03,10,1,3140,337,200,262
0000016,太平洋興発,2016/03,10,1,4120,152,199,9
0000016,太平洋興発,2017/03,10,1,3895,182,195,
0000016,太平洋興発,2018/03,10,1,4136,102,179,20
0000016,太平洋興発,2019/03,10,1,4605,1884,136,
0000016,太平洋興発,2020/03,10,1,5878,1049,109,
0000022,日鉄鉱業,1984/03,10,1,,,,
0000022,日鉄鉱業,1985/03,10,1,,,,
0000022,日鉄鉱業,1986/03,10,1,,,,
0000022,日鉄鉱業,1987/03,10,1,,,,
0000022,日鉄鉱業,1988/03,10,1,,,,
0000022,日鉄鉱業,1989/03,10,1,,,,
0000022,日鉄鉱業,1990/03,10,1,,,,
0000022,日鉄鉱業,1991/03,10,1,,,,
0000022,日鉄鉱業,1992/03,10,1,,,,
0000022,日鉄鉱業,1993/03,10,1,,,,
0000022,日鉄鉱業,1994/03,10,1,,,,
0000022,日鉄鉱業,1995/03,10,1,,,,
0000022,日鉄鉱業,1996/03,10,1,,,,
0000022,日鉄鉱業,1997/03,10,1,,,,
0000022,日鉄鉱業,1998/03,10,1,,,,
0000022,日鉄鉱業,1999/03,10,1,,,,
0000022,日鉄鉱業,2000/03,10,1,2656,6212,1301,
0000022,日鉄鉱業,2001/03,10,1,2649,6262,1175,
0000022,日鉄鉱業,2002/03,10,1,2502,6102,1184,
0000022,日鉄鉱業,2003/03,10,1,2369,4542,1116,4
0000022,日鉄鉱業,2004/03,10,1,2639,5374,1181,83
0000022,日鉄鉱業,2005/03,10,1,2517,6016,1259,87
0000022,日鉄鉱業,2006/03,10,1,2782,7615,1317,6
0000022,日鉄鉱業,2007/03,10,1,4272,8267,1375,6
0000022,日鉄鉱業,2008/03,10,1,7057,11249,1015,
0000022,日鉄鉱業,2009/03,10,1,3600,3268,1026,
0000022,日鉄鉱業,2010/03,10,1,4503,7998,1167,
0000022,日鉄鉱業,2011/03,10,1,3413,10568,1199,
0000022,日鉄鉱業,2012/03,10,1,4685,8393,1220,
0000022,日鉄鉱業,2013/03,10,1,4848,10282,1327,
0000022,日鉄鉱業,2014/03,10,1,3879,13196,1676,
0000022,日鉄鉱業,2015/03,10,1,4540,7571,1948,
0000022,日鉄鉱業,2016/03,10,1,4659,7975,2041,
0000022,日鉄鉱業,2017/03,10,1,3857,5535,3526,
0000022,日鉄鉱業,2018/03,10,1,3213,8399,2152,
0000022,日鉄鉱業,2019/03,10,1,4726,2846,2059,
0000022,日鉄鉱業,2020/03,10,1,5459,8238,5089,
0000023,三井松島ホールディングス,1984/03,10,1,,,,
0000023,三井松島ホールディングス,1985/03,10,1,,,,
0000023,三井松島ホールディングス,1986/03,10,1,,,,
0000023,三井松島ホールディングス,1987/03,10,1,,,,
0000023,三井松島ホールディングス,1988/03,10,1,,,,
0000023,三井松島ホールディングス,1989/03,10,1,,,,
0000023,三井松島ホールディングス,1990/03,10,1,,,,
0000023,三井松島ホールディングス,1991/03,10,1,,,,
0000023,三井松島ホールディングス,1992/03,10,1,,,,
0000023,三井松島ホールディングス,1993/03,10,1,,,,
0000023,三井松島ホールディングス,1994/03,10,1,,,,
0000023,三井松島ホールディングス,1995/03,10,1,,,,
0000023,三井松島ホールディングス,1996/03,10,1,,,,
0000023,三井松島ホールディングス,1997/03,10,1,,,,
0000023,三井松島ホールディングス,1998/03,10,1,,,,
0000023,三井松島ホールディングス,1999/03,10,1,,,,
0000023,三井松島ホールディングス,2000/03,10,1,,,,
0000023,三井松島ホールディングス,2001/03,10,1,,,,
0000023,三井松島ホールディングス,2002/03,10,1,,,,
0000023,三井松島ホールディングス,2003/03,10,1,,,,
0000023,三井松島ホールディングス,2004/03,10,1,,,,
0000023,三井松島ホールディングス,2005/03,10,1,,,,
0000023,三井松島ホールディングス,2006/03,10,1,,,,
0000023,三井松島ホールディングス,2007/03,10,1,,,,
0000023,三井松島ホールディングス,2008/03,10,1,326,499,42,28
0000023,三井松島ホールディングス,2009/03,10,1,195,255,43,
0000023,三井松島ホールディングス,2010/03,10,1,91,58,87,
0000023,三井松島ホールディングス,2011/03,10,1,344,82,100,
0000023,三井松島ホールディングス,2012/03,10,1,566,86,110,
0000023,三井松島ホールディングス,2013/03,10,1,581,221,315,
0000023,三井松島ホールディングス,2014/03,10,1,976,193,324,
0000023,三井松島ホールディングス,2015/03,10,1,867,311,342,
0000023,三井松島ホールディングス,2016/03,10,1,1693,341,880,
0000023,三井松島ホールディングス,2017/03,10,1,875,276,1015,
0000023,三井松島ホールディングス,2018/03,10,1,1047,280,1145,
0000023,三井松島ホールディングス,2019/03,10,1,1761,129,1190,
0000023,三井松島ホールディングス,2020/03,10,1,2438,375,1352,
0000043,古河機械金属,1984/03,10,1,,,,
0000043,古河機械金属,1985/03,10,1,,,,
0000043,古河機械金属,1986/03,10,1,,,,
0000043,古河機械金属,1987/03,10,1,,,,
0000043,古河機械金属,1988/03,10,1,,,,
0000043,古河機械金属,1989/03,10,1,,,,
0000043,古河機械金属,1990/03,10,1,,,,
0000043,古河機械金属,1991/03,10,1,,,,
0000043,古河機械金属,1992/03,10,1,,,,
0000043,古河機械金属,1993/03,10,1,,,,
0000043,古河機械金属,1994/03,10,1,,,,
0000043,古河機械金属,1995/03,10,1,,,,
0000043,古河機械金属,1996/03,10,1,,,,
0000043,古河機械金属,1997/03,10,1,,,,
0000043,古河機械金属,1998/03,10,1,,,,
0000043,古河機械金属,1999/03,10,1,,,,
0000043,古河機械金属,2000/03,10,1,16448,4816,8744,133
0000043,古河機械金属,2001/03,10,1,15483,5726,12764,109
0000043,古河機械金属,2002/03,10,1,15204,5744,8621,40
0000043,古河機械金属,2003/03,10,1,13262,6705,4866,40
0000043,古河機械金属,2004/03,10,1,12164,3653,4664,40
0000043,古河機械金属,2005/03,10,1,12579,3538,7182,40
0000043,古河機械金属,2006/03,10,1,12961,5483,9905,
0000043,古河機械金属,2007/03,10,1,12974,6440,12902,
0000043,古河機械金属,2008/03,10,1,13206,5982,16113,
0000043,古河機械金属,2009/03,10,1,13034,6370,9670,
0000043,古河機械金属,2010/03,10,1,10261,4713,16448,
0000043,古河機械金属,2011/03,10,1,11217,5182,13262,
0000043,古河機械金属,2012/03,10,1,12526,6399,11882,
0000043,古河機械金属,2013/03,10,1,12760,6960,11818,
0000043,古河機械金属,2014/03,10,1,12603,7219,13244,
0000043,古河機械金属,2015/03,10,1,14440,8273,11152,
0000043,古河機械金属,2016/03,10,1,13910,7985,11987,
0000043,古河機械金属,2017/03,10,1,13801,7689,11615,
0000043,古河機械金属,2018/03,10,1,15575,8027,17569,
0000043,古河機械金属,2019/03,10,1,14966,11086,12564,
0000043,古河機械金属,2020/03,10,1,16950,10514,10944,
0000045,三井金属鉱業,1984/03,10,1,,,,
0000045,三井金属鉱業,1985/03,10,1,,,,
0000045,三井金属鉱業,1986/03,10,1,,,,
0000045,三井金属鉱業,1987/03,10,1,,,,
0000045,三井金属鉱業,1988/03,10,1,,,,
0000045,三井金属鉱業,1989/03,10,1,,,,
0000045,三井金属鉱業,1990/03,10,1,,,,
0000045,三井金属鉱業,1991/03,10,1,,,,
0000045,三井金属鉱業,1992/03,10,1,,,,
0000045,三井金属鉱業,1993/03,10,1,,,,
0000045,三井金属鉱業,1994/03,10,1,,,,
0000045,三井金属鉱業,1995/03,10,1,,,,
0000045,三井金属鉱業,1996/03,10,1,,,,
0000045,三井金属鉱業,1997/03,10,1,,,,
0000045,三井金属鉱業,1998/03,10,1,,,,
0000045,三井金属鉱業,1999/03,10,1,,,,
0000045,三井金属鉱業,2000/03,10,1,,,,
0000045,三井金属鉱業,2001/03,10,1,,,,
0000045,三井金属鉱業,2002/03,10,1,,,,
0000045,三井金属鉱業,2003/03,10,1,,,,
0000045,三井金属鉱業,2004/03,10,1,,,,
0000045,三井金属鉱業,2005/03,10,1,,,,
0000045,三井金属鉱業,2006/03,10,1,,,,
0000045,三井金属鉱業,2007/03,10,1,,,,
0000045,三井金属鉱業,2008/03,10,1,27365,30890,34464,
0000045,三井金属鉱業,2009/03,10,1,17264,19185,27526,
0000045,三井金属鉱業,2010/03,10,1,19340,24915,23626,
0000045,三井金属鉱業,2011/03,10,1,23142,22204,25618,
0000045,三井金属鉱業,2012/03,10,1,19973,23948,29583,
0000045,三井金属鉱業,2013/03,10,1,22129,25696,24745,
0000045,三井金属鉱業,2014/03,10,1,26026,27716,31573,
0000045,三井金属鉱業,2015/03,10,1,27035,30754,34683,
0000045,三井金属鉱業,2016/03,10,1,24517,24551,31941,
0000045,三井金属鉱業,2017/03,10,1,29609,26653,43826,
0000045,三井金属鉱業,2018/03,10,1,36175,31155,46314,
0000045,三井金属鉱業,2019/03,10,1,36061,30392,45299,
0000045,三井金属鉱業,2020/03,10,1,41081,29536,50897,
0000046,東邦亜鉛,1984/03,10,1,,,,
0000046,東邦亜鉛,1985/03,10,1,,,,
0000046,東邦亜鉛,1986/03,10,1,,,,
0000046,東邦亜鉛,1987/03,10,1,,,,
0000046,東邦亜鉛,1988/03,10,1,,,,
0000046,東邦亜鉛,1989/03,10,1,,,,
0000046,東邦亜鉛,1990/03,10,1,,,,
0000046,東邦亜鉛,1991/03,10,1,,,,
0000046,東邦亜鉛,1992/03,10,1,,,,
0000046,東邦亜鉛,1993/03,10,1,,,,
0000046,東邦亜鉛,1994/03,10,1,,,,
0000046,東邦亜鉛,1995/03,10,1,,,,
0000046,東邦亜鉛,1996/03,10,1,,,,
0000046,東邦亜鉛,1997/03,10,1,,,,
0000046,東邦亜鉛,1998/03,10,1,,,,
0000046,東邦亜鉛,1999/03,10,1,,,,
0000046,東邦亜鉛,2000/03,10,1,,,,
0000046,東邦亜鉛,2001/03,10,1,4268,4499,5003,
0000046,東邦亜鉛,2002/03,10,1,5116,4311,5489,
0000046,東邦亜鉛,2003/03,10,1,3757,4544,4620,
0000046,東邦亜鉛,2004/03,10,1,3569,4326,6041,
0000046,東邦亜鉛,2005/03,10,1,3713,4532,4824,
0000046,東邦亜鉛,2006/03,10,1,4625,4651,9371,
0000046,東邦亜鉛,2007/03,10,1,5854,5410,9266,
0000046,東邦亜鉛,2008/03,10,1,6911,6028,13576,
0000046,東邦亜鉛,2009/03,10,1,6383,4897,10369,
0000046,東邦亜鉛,2010/03,10,1,6352,7326,15881,
0000046,東邦亜鉛,2011/03,10,1,4548,10541,12776,
0000046,東邦亜鉛,2012/03,10,1,9001,8219,14313,
0000046,東邦亜鉛,2013/03,10,1,6993,8207,16094,
0000046,東邦亜鉛,2014/03,10,1,11045,7752,16066,
0000046,東邦亜鉛,2015/03,10,1,14082,9114,19871,
0000046,東邦亜鉛,2016/03,10,1,13196,8779,14229,
0000046,東邦亜鉛,2017/03,10,1,11730,9269,17072,
0000046,東邦亜鉛,2018/03,10,1,10713,9901,21312,
0000046,東邦亜鉛,2019/03,10,1,10907,9101,22359,
0000046,東邦亜鉛,2020/03,10,1,9157,9841,16006,
0000047,三菱マテリアル,1984/03,10,1,,,,
0000047,三菱マテリアル,1985/03,10,1,,,,
0000047,三菱マテリアル,1986/03,10,1,,,,
0000047,三菱マテリアル,1987/03,10,1,,,,
0000047,三菱マテリアル,1988/03,10,1,,,,
0000047,三菱マテリアル,1989/03,10,1,,,,
0000047,三菱マテリアル,1990/03,10,1,,,,
0000047,三菱マテリアル,1991/03,10,1,,,,
0000047,三菱マテリアル,1992/03,10,1,,,,
0000047,三菱マテリアル,1993/03,10,1,,,,
0000047,三菱マテリアル,1994/03,10,1,,,,
0000047,三菱マテリアル,1995/03,10,1,,,,
0000047,三菱マテリアル,1996/03,10,1,,,,
0000047,三菱マテリアル,1997/03,10,1,,,,
0000047,三菱マテリアル,1998/03,10,1,,,,
0000047,三菱マテリアル,1999/03,10,1,,,,
0000047,三菱マテリアル,2000/03,10,1,65263,62682,45692,
0000047,三菱マテリアル,2001/03,10,1,61085,78491,46182,
0000047,三菱マテリアル,2002/03,10,1,55419,63474,39718,
0000047,三菱マテリアル,2003/03,10,1,50717,56739,39350,
0000047,三菱マテリアル,2004/03,10,1,51623,59176,42763,
0000047,三菱マテリアル,2005/03,10,1,51246,60618,42354,
0000047,三菱マテリアル,2006/03,10,1,55047,84833,66148,
0000047,三菱マテリアル,2007/03,10,1,58783,92816,83319,
0000047,三菱マテリアル,2008/03,10,1,73974,102504,84645,
0000047,三菱マテリアル,2009/03,10,1,66157,72349,64026,
0000047,三菱マテリアル,2010/03,10,1,61599,101687,75768,
0000047,三菱マテリアル,2011/03,10,1,70193,103561,88076,
0000047,三菱マテリアル,2012/03,10,1,71793,99114,86710,
0000047,三菱マテリアル,2013/03,10,1,79941,98948,103463,
0000047,三菱マテリアル,2014/03,10,1,81516,100280,103155,
0000047,三菱マテリアル,2015/03,10,1,85100,107093,104539,
0000047,三菱マテリアル,2016/03,10,1,85082,83694,89875,
0000047,三菱マテリアル,2017/03,10,1,85878,101643,100757,
0000047,三菱マテリアル,2018/03,10,1,91772,132043,142275,
0000047,三菱マテリアル,2019/03,10,1,92452,108293,134825,
0000047,三菱マテリアル,2020/03,10,1,111409,112908,127908,
0000049,住友金属鉱山,1984/03,10,1,,,,
0000049,住友金属鉱山,1985/03,10,1,,,,
0000049,住友金属鉱山,1986/03,10,1,,,,
0000049,住友金属鉱山,1987/03,10,1,,,,
0000049,住友金属鉱山,1988/03,10,1,,,,
0000049,住友金属鉱山,1989/03,10,1,,,,
0000049,住友金属鉱山,1990/03,10,1,,,,
0000049,住友金属鉱山,1991/03,10,1,,,,
0000049,住友金属鉱山,1992/03,10,1,,,,
0000049,住友金属鉱山,1993/03,10,1,,,,
0000049,住友金属鉱山,1994/03,10,1,,,,
0000049,住友金属鉱山,1995/03,10,1,,,,
0000049,住友金属鉱山,1996/03,10,1,,,,
0000049,住友金属鉱山,1997/03,10,1,,,,
0000049,住友金属鉱山,1998/03,10,1,,,,
0000049,住友金属鉱山,1999/03,10,1,,,,
0000049,住友金属鉱山,2000/03,10,1,15364,31590,20447,
0000049,住友金属鉱山,2001/03,10,1,20034,33239,20654,
0000049,住友金属鉱山,2002/03,10,1,20240,34055,23405,
0000049,住友金属鉱山,2003/03,10,1,18110,33060,16834,
0000049,住友金属鉱山,2004/03,10,1,19617,24646,20741,
0000049,住友金属鉱山,2005/03,10,1,24295,40982,37540,
0000049,住友金属鉱山,2006/03,10,1,31689,58203,39048,
0000049,住友金属鉱山,2007/03,10,1,47287,76728,45318,
0000049,住友金属鉱山,2008/03,10,1,59688,63719,46149,
0000049,住友金属鉱山,2009/03,10,1,45157,33595,27496,
0000049,住友金属鉱山,2010/03,10,1,60496,51912,37167,
0000049,住友金属鉱山,2011/03,10,1,80271,50526,39449,
0000049,住友金属鉱山,2012/03,10,1,69960,45964,35144,
0000049,住友金属鉱山,2013/03,10,1,62469,40299,40194,
0000049,住友金属鉱山,2014/03,10,1,62304,45057,48525,
0000049,住友金属鉱山,2015/03,10,1,75188,57962,68273,
0000049,住友金属鉱山,2016/03,10,1,47648,60197,54129,
0000049,住友金属鉱山,2017/03,10,1,57704,96524,64307,
0000049,住友金属鉱山,2018/03,10,3,59798,108238,110076,
0000049,住友金属鉱山,2018/03,10,1,,,,
0000049,住友金属鉱山,2019/03,10,3,62371,104158,122389,
0000049,住友金属鉱山,2019/03,10,1,,,,
0000049,住友金属鉱山,2020/03,10,3,58292,92614,98978,
0000050,ＤＯＷＡホールディングス,1984/03,10,1,,,,
0000050,ＤＯＷＡホールディングス,1985/03,10,1,,,,
0000050,ＤＯＷＡホールディングス,1986/03,10,1,,,,
0000050,ＤＯＷＡホールディングス,1987/03,10,1,,,,
0000050,ＤＯＷＡホールディングス,1988/03,10,1,,,,
0000050,ＤＯＷＡホールディングス,1989/03,10,1,,,,
0000050,ＤＯＷＡホールディングス,1990/03,10,1,,,,
0000050,ＤＯＷＡホールディングス,1991/03,10,1,,,,
0000050,ＤＯＷＡホールディングス,1992/03,10,1,,,,
0000050,ＤＯＷＡホールディングス,1993/03,10,1,,,,
0000050,ＤＯＷＡホールディングス,1994/03,10,1,,,,
0000050,ＤＯＷＡホールディングス,1995/03,10,1,,,,
0000050,ＤＯＷＡホールディングス,1996/03,10,1,,,,
0000050,ＤＯＷＡホールディングス,1997/03,10,1,,,,
0000050,ＤＯＷＡホールディングス,1998/03,10,1,,,,
0000050,ＤＯＷＡホールディングス,1999/03,10,1,,,,
0000050,ＤＯＷＡホールディングス,2000/03,10,1,,,,
0000050,ＤＯＷＡホールディングス,2001/03,10,1,13305,5632,37150,
0000050,ＤＯＷＡホールディングス,2002/03,10,1,11667,5980,35788,390
0000050,ＤＯＷＡホールディングス,2003/03,10,1,8547,5772,25812,410
0000050,ＤＯＷＡホールディングス,2004/03,10,1,8076,11024,20014,372
0000050,ＤＯＷＡホールディングス,2005/03,10,1,8145,13065,29244,114
0000050,ＤＯＷＡホールディングス,2006/03,10,1,,,,
0000050,ＤＯＷＡホールディングス,2007/03,10,1,,,,
0000050,ＤＯＷＡホールディングス,2008/03,10,1,26676,7365,48195,
0000050,ＤＯＷＡホールディングス,2009/03,10,1,16715,3938,32508,
0000050,ＤＯＷＡホールディングス,2010/03,10,1,19357,3558,33815,
0000050,ＤＯＷＡホールディングス,2011/03,10,1,16021,3980,59790,
0000050,ＤＯＷＡホールディングス,2012/03,10,1,20275,4291,48213,
0000050,ＤＯＷＡホールディングス,2013/03,10,1,20900,4294,55087,
0000050,ＤＯＷＡホールディングス,2014/03,10,1,21570,4983,51218,
0000050,ＤＯＷＡホールディングス,2015/03,10,1,22306,4750,54540,
0000050,ＤＯＷＡホールディングス,2016/03,10,1,21586,4186,43504,
0000050,ＤＯＷＡホールディングス,2017/03,10,1,23336,4799,53664,
0000050,ＤＯＷＡホールディングス,2018/03,10,1,27550,5663,73127,
0000050,ＤＯＷＡホールディングス,2019/03,10,1,29461,5769,84696,
0000050,ＤＯＷＡホールディングス,2020/03,10,1,29416,5679,80207,
0000055,ユアテック,1995/03,10,1,,,,
0000055,ユアテック,1996/03,10,1,,,,
0000055,ユアテック,1997/03,10,1,,,,
0000055,ユアテック,1998/03,10,1,,,,
