日経会社コード,企業名称,決算期,決算種別,連結基準,<貸借対照表（資産）>商品・製品(百万円),<貸借対照表（資産）>半製品・仕掛品(百万円),<貸借対照表（資産）>原材料・貯蔵品(百万円),<貸借対照表（資産）>販売用不動産(百万円)
0000260,不二製油グループ本社,1994/03,10,1,,,,
0000260,不二製油グループ本社,1995/03,10,1,,,,
0000260,不二製油グループ本社,1996/03,10,1,,,,
0000260,不二製油グループ本社,1997/03,10,1,,,,
0000260,不二製油グループ本社,1998/03,10,1,,,,
0000260,不二製油グループ本社,1999/03,10,1,,,,
0000260,不二製油グループ本社,2000/03,10,1,,,,
0000260,不二製油グループ本社,2001/03,10,1,,,,
0000260,不二製油グループ本社,2002/03,10,1,,,,
0000260,不二製油グループ本社,2003/03,10,1,,,,
0000260,不二製油グループ本社,2004/03,10,1,,,,
0000260,不二製油グループ本社,2005/03,10,1,12365,,7836,
0000260,不二製油グループ本社,2006/03,10,1,13556,,9494,
0000260,不二製油グループ本社,2007/03,10,1,15420,,11077,
0000260,不二製油グループ本社,2008/03,10,1,18836,,16681,
0000260,不二製油グループ本社,2009/03,10,1,17626,,14964,
0000260,不二製油グループ本社,2010/03,10,1,16788,,13971,
0000260,不二製油グループ本社,2011/03,10,1,18149,,16431,
0000260,不二製油グループ本社,2012/03,10,1,17793,,17036,
0000260,不二製油グループ本社,2013/03,10,1,18458,,18183,
0000260,不二製油グループ本社,2014/03,10,1,20556,,20840,
0000260,不二製油グループ本社,2015/03,10,1,21868,,23290,
0000260,不二製油グループ本社,2016/03,10,1,22766,,27196,
0000260,不二製油グループ本社,2017/03,10,1,24740,,27657,
0000260,不二製油グループ本社,2018/03,10,1,23866,,24474,
0000260,不二製油グループ本社,2019/03,10,1,31315,,53895,
0000260,不二製油グループ本社,2020/03,10,1,33932,,45529,
0000263,キッコーマン,1984/12,10,1,,,,
0000263,キッコーマン,1985/12,10,1,,,,
0000263,キッコーマン,1986/12,10,1,,,,
0000263,キッコーマン,1987/12,10,1,,,,
0000263,キッコーマン,1988/12,10,1,,,,
0000263,キッコーマン,1989/12,10,1,,,,
0000263,キッコーマン,1990/12,10,1,,,,
0000263,キッコーマン,1991/12,10,1,,,,
0000263,キッコーマン,1992/12,10,1,,,,
0000263,キッコーマン,1993/12,10,1,,,,
0000263,キッコーマン,1994/12,10,1,,,,
0000263,キッコーマン,1995/12,10,1,,,,
0000263,キッコーマン,1996/12,10,1,,,,
0000263,キッコーマン,1997/12,10,1,,,,
0000263,キッコーマン,1998/12,10,1,,,,
0000263,キッコーマン,1999/12,10,1,,,,
0000263,キッコーマン,2000/12,10,1,,,,
0000263,キッコーマン,2001/03,10,1,,,,
0000263,キッコーマン,2002/03,10,1,,,,
0000263,キッコーマン,2003/03,10,1,,,,
0000263,キッコーマン,2004/03,10,1,,,,
0000263,キッコーマン,2005/03,10,1,,,,
0000263,キッコーマン,2006/03,10,1,,,,
0000263,キッコーマン,2007/03,10,1,,,,
0000263,キッコーマン,2008/03,10,1,,,,
0000263,キッコーマン,2009/03,10,1,19794,6267,2903,
0000263,キッコーマン,2010/03,10,1,19777,9267,3187,
0000263,キッコーマン,2011/03,10,1,19063,8699,3221,
0000263,キッコーマン,2012/03,10,1,21377,9386,3462,
0000263,キッコーマン,2013/03,10,1,23984,10405,3861,
0000263,キッコーマン,2014/03,10,1,26983,11193,4256,
0000263,キッコーマン,2015/03,10,1,31442,12479,5088,
0000263,キッコーマン,2016/03,10,1,31986,11562,4909,
0000263,キッコーマン,2017/03,10,1,34120,10855,4640,
0000263,キッコーマン,2018/03,10,1,37760,10894,4991,
0000263,キッコーマン,2019/03,10,1,42513,10997,5330,
0000263,キッコーマン,2020/03,10,3,43256,11798,5901,
0000263,キッコーマン,2020/03,10,1,43255,11798,5901,
0000264,味の素,1978/03,10,1,,,,
0000264,味の素,1979/03,10,1,,,,
0000264,味の素,1980/03,10,1,,,,
0000264,味の素,1981/03,10,1,,,,
0000264,味の素,1982/03,10,1,,,,
0000264,味の素,1983/03,10,1,,,,
0000264,味の素,1984/03,10,1,,,,
0000264,味の素,1985/03,10,1,,,,
0000264,味の素,1986/03,10,1,,,,
0000264,味の素,1987/03,10,1,,,,
0000264,味の素,1988/03,10,1,,,,
0000264,味の素,1989/03,10,1,,,,
0000264,味の素,1990/03,10,1,,,,
0000264,味の素,1991/03,10,1,,,,
0000264,味の素,1992/03,10,1,,,,
0000264,味の素,1993/03,10,1,,,,
0000264,味の素,1994/03,10,1,,,,
0000264,味の素,1995/03,10,1,,,,
0000264,味の素,1996/03,10,1,,,,
0000264,味の素,1997/03,10,1,,,,
0000264,味の素,1998/03,10,1,,,,
0000264,味の素,1999/03,10,1,,,,
0000264,味の素,2000/03,10,1,,,,
0000264,味の素,2001/03,10,1,,,,
0000264,味の素,2002/03,10,1,,,,
0000264,味の素,2003/03,10,1,,,,
0000264,味の素,2004/03,10,1,,,,
0000264,味の素,2005/03,10,1,,,,
0000264,味の素,2006/03,10,1,,,,
0000264,味の素,2007/03,10,1,,,,
0000264,味の素,2008/03,10,1,93759,7978,33819,
0000264,味の素,2009/03,10,1,102957,9143,35239,
0000264,味の素,2010/03,10,1,96964,8791,41053,
0000264,味の素,2011/03,10,1,87445,7370,40495,
0000264,味の素,2012/03,10,1,96855,7960,42842,
0000264,味の素,2013/03,10,1,102550,7701,49566,
0000264,味の素,2014/03,10,1,103543,8076,51908,
0000264,味の素,2015/03,10,1,117297,8871,57493,
0000264,味の素,2016/03,10,3,98550,23076,53591,
0000264,味の素,2016/03,10,1,,,,
0000264,味の素,2017/03,10,3,91682,24543,52529,
0000264,味の素,2017/03,10,1,107035,9290,52806,
0000264,味の素,2018/03,10,3,104081,23739,56288,
0000264,味の素,2019/03,10,3,104813,25191,55031,
0000264,味の素,2020/03,10,3,100511,25102,53022,
0000270,ニチレイ,1985/01,10,1,,,,
0000270,ニチレイ,1986/01,10,1,,,,
0000270,ニチレイ,1987/01,10,1,,,,
0000270,ニチレイ,1987/09,10,1,,,,
0000270,ニチレイ,1988/03,10,1,,,,
0000270,ニチレイ,1989/03,10,1,,,,
0000270,ニチレイ,1990/03,10,1,,,,
0000270,ニチレイ,1991/03,10,1,,,,
0000270,ニチレイ,1992/03,10,1,,,,
0000270,ニチレイ,1993/03,10,1,,,,
0000270,ニチレイ,1994/03,10,1,,,,
0000270,ニチレイ,1995/03,10,1,,,,
0000270,ニチレイ,1996/03,10,1,,,,
0000270,ニチレイ,1997/03,10,1,,,,
0000270,ニチレイ,1998/03,10,1,,,,
0000270,ニチレイ,1999/03,10,1,,,,
0000270,ニチレイ,2000/03,10,1,29073,52,3135,2250
0000270,ニチレイ,2001/03,10,1,30765,91,3618,2456
0000270,ニチレイ,2002/03,10,1,31291,239,2734,2387
0000270,ニチレイ,2003/03,10,1,28597,296,1868,2099
0000270,ニチレイ,2004/03,10,1,26046,272,1961,1948
0000270,ニチレイ,2005/03,10,1,,,,
0000270,ニチレイ,2006/03,10,1,,,,
0000270,ニチレイ,2007/03,10,1,,,,
0000270,ニチレイ,2008/03,10,1,26694,170,3401,
0000270,ニチレイ,2009/03,10,1,27397,313,4365,
0000270,ニチレイ,2010/03,10,1,23868,316,3316,
0000270,ニチレイ,2011/03,10,1,25763,395,3621,
0000270,ニチレイ,2012/03,10,1,30764,246,4277,
0000270,ニチレイ,2013/03,10,1,30035,236,4426,
0000270,ニチレイ,2014/03,10,1,37178,237,5455,
0000270,ニチレイ,2015/03,10,1,35141,251,6390,
0000270,ニチレイ,2016/03,10,1,35399,453,6657,
0000270,ニチレイ,2017/03,10,1,35692,418,6236,
0000270,ニチレイ,2018/03,10,1,37132,835,7290,
0000270,ニチレイ,2019/03,10,1,37535,935,7263,
0000270,ニチレイ,2020/03,10,1,39201,889,7843,
0000271,キユーピー,1984/11,10,1,,,,
0000271,キユーピー,1985/11,10,1,,,,
0000271,キユーピー,1986/11,10,1,,,,
0000271,キユーピー,1987/11,10,1,,,,
0000271,キユーピー,1988/11,10,1,,,,
0000271,キユーピー,1989/11,10,1,,,,
0000271,キユーピー,1990/11,10,1,,,,
0000271,キユーピー,1991/11,10,1,,,,
0000271,キユーピー,1992/11,10,1,,,,
0000271,キユーピー,1993/11,10,1,,,,
0000271,キユーピー,1994/11,10,1,,,,
0000271,キユーピー,1995/11,10,1,,,,
0000271,キユーピー,1996/11,10,1,,,,
0000271,キユーピー,1997/11,10,1,,,,
0000271,キユーピー,1998/11,10,1,,,,
0000271,キユーピー,1999/11,10,1,,,,
0000271,キユーピー,2000/11,10,1,,,,
0000271,キユーピー,2001/11,10,1,,,,
0000271,キユーピー,2002/11,10,1,,,,
0000271,キユーピー,2003/11,10,1,,,,
0000271,キユーピー,2004/11,10,1,,,,
0000271,キユーピー,2005/11,10,1,,,,
0000271,キユーピー,2006/11,10,1,,,,
0000271,キユーピー,2007/11,10,1,,,,
0000271,キユーピー,2008/11,10,1,12353,739,5338,
0000271,キユーピー,2009/11,10,1,9529,762,4097,
0000271,キユーピー,2010/11,10,1,10372,733,4319,
0000271,キユーピー,2011/11,10,1,10936,650,5291,
0000271,キユーピー,2012/11,10,1,11553,1163,5190,
0000271,キユーピー,2013/11,10,1,12478,950,5878,
0000271,キユーピー,2014/11,10,1,14811,1142,6995,
0000271,キユーピー,2015/11,10,1,17178,979,10247,
0000271,キユーピー,2016/11,10,1,15669,972,9229,
0000271,キユーピー,2017/11,10,1,16355,972,11377,
0000271,キユーピー,2018/11,10,1,16695,963,10595,
0000271,キユーピー,2019/11,10,1,17392,2354,9089,
0000271,キユーピー,2020/11,10,1,16214,1398,9609,
0000276,日清食品ホールディングス,1984/03,10,1,,,,
0000276,日清食品ホールディングス,1985/03,10,1,,,,
0000276,日清食品ホールディングス,1986/03,10,1,,,,
0000276,日清食品ホールディングス,1987/03,10,1,,,,
0000276,日清食品ホールディングス,1988/03,10,1,,,,
0000276,日清食品ホールディングス,1989/03,10,1,,,,
0000276,日清食品ホールディングス,1990/03,10,1,,,,
0000276,日清食品ホールディングス,1991/03,10,1,,,,
0000276,日清食品ホールディングス,1992/03,10,1,,,,
0000276,日清食品ホールディングス,1993/03,10,1,,,,
0000276,日清食品ホールディングス,1994/03,10,1,,,,
0000276,日清食品ホールディングス,1995/03,10,1,,,,
0000276,日清食品ホールディングス,1996/03,10,1,,,,
0000276,日清食品ホールディングス,1997/03,10,1,,,,
0000276,日清食品ホールディングス,1998/03,10,1,,,,
0000276,日清食品ホールディングス,1999/03,10,1,,,,
0000276,日清食品ホールディングス,2000/03,10,1,5522,,4295,
0000276,日清食品ホールディングス,2001/03,10,1,6330,,4392,
0000276,日清食品ホールディングス,2002/03,10,1,6773,,4859,
0000276,日清食品ホールディングス,2003/03,10,1,7137,,4758,
0000276,日清食品ホールディングス,2004/03,10,1,7537,,4385,
0000276,日清食品ホールディングス,2005/03,10,1,7767,,4588,
0000276,日清食品ホールディングス,2006/03,10,1,7500,,5208,
0000276,日清食品ホールディングス,2007/03,10,1,8447,,6041,
0000276,日清食品ホールディングス,2008/03,10,1,8569,,6105,
0000276,日清食品ホールディングス,2009/03,10,1,8235,,6990,
0000276,日清食品ホールディングス,2010/03,10,1,7666,,6805,
0000276,日清食品ホールディングス,2011/03,10,1,6845,,7448,
0000276,日清食品ホールディングス,2012/03,10,1,9652,,7854,
0000276,日清食品ホールディングス,2013/03,10,1,10022,,9329,
0000276,日清食品ホールディングス,2014/03,10,1,10032,,10926,
0000276,日清食品ホールディングス,2015/03,10,1,12015,,11053,
0000276,日清食品ホールディングス,2016/03,10,1,12444,,14724,
0000276,日清食品ホールディングス,2017/03,10,1,12697,,16209,
0000276,日清食品ホールディングス,2018/03,10,3,14174,,15441,
0000276,日清食品ホールディングス,2018/03,10,1,,,,
0000276,日清食品ホールディングス,2019/03,10,3,15026,,17702,
0000276,日清食品ホールディングス,2019/03,10,1,,,,
0000276,日清食品ホールディングス,2020/03,10,3,14522,,17931,
0000278,ヨコレイ,2004/09,10,1,4065,,14,
0000278,ヨコレイ,2005/09,10,1,5618,,43,
0000278,ヨコレイ,2006/09,10,1,5843,,15,
0000278,ヨコレイ,2007/09,10,1,6559,,10,
0000278,ヨコレイ,2008/09,10,1,6907,,12,
0000278,ヨコレイ,2009/09,10,1,5806,,,
0000278,ヨコレイ,2010/09,10,1,10890,,,
0000278,ヨコレイ,2011/09,10,1,13985,,,
0000278,ヨコレイ,2012/09,10,1,14003,,,
0000278,ヨコレイ,2013/09,10,1,14177,,,
0000278,ヨコレイ,2014/09,10,1,17405,,,
0000278,ヨコレイ,2015/09,10,1,18718,,,
0000278,ヨコレイ,2016/09,10,1,18691,,,
0000278,ヨコレイ,2017/09,10,1,26647,,,
0000278,ヨコレイ,2018/09,10,1,24608,,,
0000278,ヨコレイ,2019/09,10,1,17888,,,
0000278,ヨコレイ,2020/09,10,1,12215,,,
0000279,東洋水産,1984/03,10,1,,,,
0000279,東洋水産,1985/03,10,1,,,,
0000279,東洋水産,1986/03,10,1,,,,
0000279,東洋水産,1987/03,10,1,,,,
0000279,東洋水産,1988/03,10,1,,,,
0000279,東洋水産,1989/03,10,1,,,,
0000279,東洋水産,1990/03,10,1,,,,
0000279,東洋水産,1991/03,10,1,,,,
0000279,東洋水産,1992/03,10,1,,,,
0000279,東洋水産,1993/03,10,1,,,,
0000279,東洋水産,1994/03,10,1,,,,
0000279,東洋水産,1995/03,10,1,,,,
0000279,東洋水産,1996/03,10,1,,,,
0000279,東洋水産,1997/03,10,1,,,,
0000279,東洋水産,1998/03,10,1,,,,
0000279,東洋水産,1999/03,10,1,,,,
0000279,東洋水産,2000/03,10,1,,,,
0000279,東洋水産,2001/03,10,1,,,,
0000279,東洋水産,2002/03,10,1,,,,
0000279,東洋水産,2003/03,10,1,,,,
0000279,東洋水産,2004/03,10,1,,,,
0000279,東洋水産,2005/03,10,1,,,,
0000279,東洋水産,2006/03,10,1,,,,
0000279,東洋水産,2007/03,10,1,,,,
0000279,東洋水産,2008/03,10,1,14659,160,4111,
0000279,東洋水産,2009/03,10,1,15326,165,4451,
0000279,東洋水産,2010/03,10,1,13218,221,3819,
0000279,東洋水産,2011/03,10,1,11965,192,4010,
0000279,東洋水産,2012/03,10,1,16502,211,4124,
0000279,東洋水産,2013/03,10,1,15355,223,4596,
0000279,東洋水産,2014/03,10,1,17121,286,5679,
0000279,東洋水産,2015/03,10,1,17241,326,5998,
0000279,東洋水産,2016/03,10,1,15424,472,4827,
0000279,東洋水産,2017/03,10,1,15678,409,5307,
0000279,東洋水産,2018/03,10,1,18281,329,5214,
0000279,東洋水産,2019/03,10,1,19168,332,6722,
0000279,東洋水産,2020/03,10,1,13598,347,6062,
0000282,ハウス食品グループ本社,1990/03,10,1,,,,
0000282,ハウス食品グループ本社,1991/03,10,1,,,,
0000282,ハウス食品グループ本社,1992/03,10,1,,,,
0000282,ハウス食品グループ本社,1993/03,10,1,,,,
0000282,ハウス食品グループ本社,1994/03,10,1,,,,
0000282,ハウス食品グループ本社,1995/03,10,1,,,,
0000282,ハウス食品グループ本社,1996/03,10,1,,,,
0000282,ハウス食品グループ本社,1997/03,10,1,,,,
0000282,ハウス食品グループ本社,1998/03,10,1,,,,
0000282,ハウス食品グループ本社,1999/03,10,1,,,,
0000282,ハウス食品グループ本社,2000/03,10,1,6296,656,3137,
0000282,ハウス食品グループ本社,2001/03,10,1,6166,674,2973,
0000282,ハウス食品グループ本社,2002/03,10,1,6543,541,2909,
0000282,ハウス食品グループ本社,2003/03,10,1,5571,587,2710,
0000282,ハウス食品グループ本社,2004/03,10,1,5492,597,2729,
0000282,ハウス食品グループ本社,2005/03,10,1,6291,555,2530,
0000282,ハウス食品グループ本社,2006/03,10,1,6325,542,2621,
0000282,ハウス食品グループ本社,2007/03,10,1,7034,647,3084,
0000282,ハウス食品グループ本社,2008/03,10,1,6623,840,3023,
0000282,ハウス食品グループ本社,2009/03,10,1,7019,1047,3258,
0000282,ハウス食品グループ本社,2010/03,10,1,6477,966,2939,
0000282,ハウス食品グループ本社,2011/03,10,1,5635,950,2692,
0000282,ハウス食品グループ本社,2012/03,10,1,6229,875,2737,
0000282,ハウス食品グループ本社,2013/03,10,1,6223,1012,2817,
0000282,ハウス食品グループ本社,2014/03,10,1,9382,1200,3162,
0000282,ハウス食品グループ本社,2015/03,10,1,9708,1535,3590,
0000282,ハウス食品グループ本社,2016/03,10,1,9628,1563,3723,
0000282,ハウス食品グループ本社,2017/03,10,1,10020,2008,4563,
0000282,ハウス食品グループ本社,2018/03,10,1,10828,1963,4740,
0000282,ハウス食品グループ本社,2019/03,10,1,13645,1935,4706,
0000282,ハウス食品グループ本社,2020/03,10,1,11390,1979,5128,
0000287,ブルドックソース,2005/03,10,1,239,2,69,
0000287,ブルドックソース,2006/03,10,1,349,21,101,
0000287,ブルドックソース,2007/03,10,1,355,19,113,
0000287,ブルドックソース,2008/03,10,1,386,21,126,
0000287,ブルドックソース,2009/03,10,1,372,19,126,
0000287,ブルドックソース,2010/03,10,1,359,27,80,
0000287,ブルドックソース,2011/03,10,1,364,24,99,
0000287,ブルドックソース,2012/03,10,1,443,27,84,
0000287,ブルドックソース,2013/03,10,1,398,28,80,
0000287,ブルドックソース,2014/03,10,1,395,18,93,
0000287,ブルドックソース,2015/03,10,1,448,30,85,
0000287,ブルドックソース,2016/03,10,1,438,23,91,
0000287,ブルドックソース,2017/03,10,1,498,24,90,
0000287,ブルドックソース,2018/03,10,1,482,17,105,
0000287,ブルドックソース,2019/03,10,1,504,15,104,
0000287,ブルドックソース,2020/03,10,1,514,16,134,
0000290,カゴメ,1995/03,10,1,,,,
0000290,カゴメ,1996/03,10,1,,,,
0000290,カゴメ,1997/03,10,1,,,,
0000290,カゴメ,1998/03,10,1,,,,
0000290,カゴメ,1999/03,10,1,,,,
0000290,カゴメ,2000/03,10,1,6388,292,8666,
0000290,カゴメ,2001/03,10,1,5476,311,7324,
0000290,カゴメ,2002/03,10,1,4827,254,7421,
0000290,カゴメ,2003/03,10,1,6267,134,6603,
0000290,カゴメ,2004/03,10,1,5718,245,6971,
0000290,カゴメ,2005/03,10,1,5923,470,6596,
0000290,カゴメ,2006/03,10,1,6354,405,7880,
0000290,カゴメ,2007/03,10,1,6021,520,9290,
0000290,カゴメ,2008/03,10,1,6979,37,12601,
0000290,カゴメ,2009/03,10,1,7442,33,17087,
0000290,カゴメ,2010/03,10,1,7607,30,17284,
0000290,カゴメ,2011/03,10,1,7188,530,13827,
0000290,カゴメ,2012/03,10,1,8704,516,11572,
0000290,カゴメ,2013/03,10,1,15031,590,14515,
0000290,カゴメ,2014/03,10,1,19781,592,20092,
0000290,カゴメ,2014/12,10,1,18693,927,25383,
0000290,カゴメ,2015/12,10,1,20874,1041,23698,
0000290,カゴメ,2016/12,10,1,19648,932,19985,
0000290,カゴメ,2017/12,10,1,21143,919,19636,
0000290,カゴメ,2018/12,10,3,19792,896,21319,
0000290,カゴメ,2018/12,10,1,19705,896,20674,
0000290,カゴメ,2019/12,10,3,20479,593,21887,
0000290,カゴメ,2019/12,10,1,,,,
0000290,カゴメ,2020/12,10,3,19885,520,21898,
0000291,永谷園ホールディングス,1995/03,10,1,,,,
0000291,永谷園ホールディングス,1996/03,10,1,,,,
0000291,永谷園ホールディングス,1997/03,10,1,,,,
0000291,永谷園ホールディングス,1998/03,10,1,,,,
0000291,永谷園ホールディングス,1999/03,10,1,,,,
0000291,永谷園ホールディングス,2000/03,10,1,,,,
0000291,永谷園ホールディングス,2001/03,10,1,,,,
0000291,永谷園ホールディングス,2002/03,10,1,,,,
0000291,永谷園ホールディングス,2003/03,10,1,,,,
0000291,永谷園ホールディングス,2004/03,10,1,,,,
0000291,永谷園ホールディングス,2005/03,10,1,,,,
0000291,永谷園ホールディングス,2006/03,10,1,,,,
0000291,永谷園ホールディングス,2007/03,10,1,,,,
0000291,永谷園ホールディングス,2008/03,10,1,2453,456,3291,
0000291,永谷園ホールディングス,2009/03,10,1,2974,499,3457,
0000291,永谷園ホールディングス,2010/03,10,1,2902,473,2982,
0000291,永谷園ホールディングス,2011/03,10,1,1919,463,3331,
0000291,永谷園ホールディングス,2012/03,10,1,2870,441,3813,
0000291,永谷園ホールディングス,2013/03,10,1,2919,482,3813,
0000291,永谷園ホールディングス,2014/03,10,1,3040,585,3914,
0000291,永谷園ホールディングス,2015/03,10,1,4045,618,4242,
0000291,永谷園ホールディングス,2016/03,10,1,4055,647,4394,
0000291,永谷園ホールディングス,2017/03,10,1,4697,1336,5666,
0000291,永谷園ホールディングス,2018/03,10,1,5428,1393,5357,
0000291,永谷園ホールディングス,2019/03,10,1,6549,1307,5388,
0000291,永谷園ホールディングス,2020/03,10,1,5137,1403,5073,
0000296,ヤクルト本社,1985/01,10,1,,,,
0000296,ヤクルト本社,1986/01,10,1,,,,
0000296,ヤクルト本社,1987/01,10,1,,,,
0000296,ヤクルト本社,1987/09,10,1,,,,
0000296,ヤクルト本社,1988/03,10,1,,,,
0000296,ヤクルト本社,1989/03,10,1,,,,
0000296,ヤクルト本社,1990/03,10,1,,,,
0000296,ヤクルト本社,1991/03,10,1,,,,
0000296,ヤクルト本社,1992/03,10,1,,,,
0000296,ヤクルト本社,1993/03,10,1,,,,
0000296,ヤクルト本社,1994/03,10,1,,,,
0000296,ヤクルト本社,1995/03,10,1,,,,
0000296,ヤクルト本社,1996/03,10,1,,,,
0000296,ヤクルト本社,1997/03,10,1,,,,
0000296,ヤクルト本社,1998/03,10,1,,,,
0000296,ヤクルト本社,1999/03,10,1,,,,
0000296,ヤクルト本社,2000/03,10,1,,,,
0000296,ヤクルト本社,2001/03,10,1,,,,
0000296,ヤクルト本社,2002/03,10,1,,,,
0000296,ヤクルト本社,2003/03,10,1,,,,
0000296,ヤクルト本社,2004/03,10,1,,,,
0000296,ヤクルト本社,2005/03,10,1,,,,
0000296,ヤクルト本社,2006/03,10,1,,,,
0000296,ヤクルト本社,2007/03,10,1,,,,
0000296,ヤクルト本社,2008/03,10,1,,,,
0000296,ヤクルト本社,2009/03,10,1,7054,1903,22256,
0000296,ヤクルト本社,2010/03,10,1,7617,3626,19859,
0000296,ヤクルト本社,2011/03,10,1,8379,2943,16417,
0000296,ヤクルト本社,2012/03,10,1,9821,5116,16266,
0000296,ヤクルト本社,2013/03,10,1,7522,2235,17677,
0000296,ヤクルト本社,2014/03,10,1,7998,2587,18798,
0000296,ヤクルト本社,2015/03,10,1,8426,2787,20417,
0000296,ヤクルト本社,2016/03,10,1,8145,3401,16509,
0000296,ヤクルト本社,2017/03,10,1,8641,2725,17159,
0000296,ヤクルト本社,2018/03,10,1,9089,2449,16598,
0000296,ヤクルト本社,2019/03,10,1,9404,2143,17565,
0000296,ヤクルト本社,2020/03,10,1,10232,2165,16374,
0000301,片倉工業,1984/12,10,1,,,,
0000301,片倉工業,1985/12,10,1,,,,
0000301,片倉工業,1986/12,10,1,,,,
0000301,片倉工業,1987/12,10,1,,,,
0000301,片倉工業,1988/12,10,1,,,,
0000301,片倉工業,1989/12,10,1,,,,
0000301,片倉工業,1990/12,10,1,,,,
0000301,片倉工業,1991/12,10,1,,,,
0000301,片倉工業,1992/12,10,1,,,,
0000301,片倉工業,1993/12,10,1,,,,
0000301,片倉工業,1994/12,10,1,,,,
0000301,片倉工業,1995/12,10,1,,,,
0000301,片倉工業,1996/12,10,1,,,,
0000301,片倉工業,1997/12,10,1,,,,
0000301,片倉工業,1998/12,10,1,,,,
0000301,片倉工業,1999/12,10,1,,,,
0000301,片倉工業,2000/12,10,1,5700,2410,876,
0000301,片倉工業,2001/12,10,1,5655,2467,1343,
0000301,片倉工業,2002/12,10,1,4610,2325,996,
0000301,片倉工業,2003/12,10,1,3796,2166,1130,
0000301,片倉工業,2004/12,10,1,3471,2365,1066,
0000301,片倉工業,2005/12,10,1,3710,2518,966,
0000301,片倉工業,2006/12,10,1,3870,2348,1048,
0000301,片倉工業,2007/12,10,1,3905,2321,1133,
0000301,片倉工業,2008/12,10,1,4011,2885,1343,
0000301,片倉工業,2009/12,10,1,4370,2017,1774,
0000301,片倉工業,2010/12,10,1,3571,1980,1785,
0000301,片倉工業,2011/12,10,1,4036,2514,2162,
0000301,片倉工業,2012/12,10,1,3581,2750,1838,
0000301,片倉工業,2013/12,10,1,3501,2654,2361,
0000301,片倉工業,2014/12,10,1,3969,3672,2308,
0000301,片倉工業,2015/12,10,1,4320,2828,2591,
0000301,片倉工業,2016/12,10,1,4513,3124,2747,
0000301,片倉工業,2017/12,10,1,4080,3291,2682,
0000301,片倉工業,2018/12,10,1,3406,3867,2292,
0000301,片倉工業,2019/12,10,1,2886,3027,2263,
0000301,片倉工業,2020/12,10,1,2970,2702,2426,
0000302,グンゼ,1984/11,10,1,,,,
0000302,グンゼ,1985/11,10,1,,,,
0000302,グンゼ,1986/11,10,1,,,,
0000302,グンゼ,1987/11,10,1,,,,
0000302,グンゼ,1988/03,10,1,,,,
0000302,グンゼ,1989/03,10,1,,,,
0000302,グンゼ,1990/03,10,1,,,,
0000302,グンゼ,1991/03,10,1,,,,
0000302,グンゼ,1992/03,10,1,,,,
0000302,グンゼ,1993/03,10,1,,,,
0000302,グンゼ,1994/03,10,1,,,,
0000302,グンゼ,1995/03,10,1,,,,
0000302,グンゼ,1996/03,10,1,,,,
0000302,グンゼ,1997/03,10,1,,,,
0000302,グンゼ,1998/03,10,1,,,,
0000302,グンゼ,1999/03,10,1,,,,
0000302,グンゼ,2000/03,10,1,,,,
0000302,グンゼ,2001/03,10,1,,,,
0000302,グンゼ,2002/03,10,1,,,,
0000302,グンゼ,2003/03,10,1,,,,
0000302,グンゼ,2004/03,10,1,,,,
0000302,グンゼ,2005/03,10,1,,,,
0000302,グンゼ,2006/03,10,1,,,,
0000302,グンゼ,2007/03,10,1,,,,
0000302,グンゼ,2008/03,10,1,22712,6639,5292,
0000302,グンゼ,2009/03,10,1,23009,7104,5005,
0000302,グンゼ,2010/03,10,1,19291,6087,4606,
0000302,グンゼ,2011/03,10,1,17436,6423,5673,
0000302,グンゼ,2012/03,10,1,22190,7177,6195,
0000302,グンゼ,2013/03,10,1,21281,6765,5938,
0000302,グンゼ,2014/03,10,1,19439,6746,6370,
0000302,グンゼ,2015/03,10,1,18313,6541,6696,
0000302,グンゼ,2016/03,10,1,17754,6648,5456,
0000302,グンゼ,2017/03,10,1,19974,5751,4546,
0000302,グンゼ,2018/03,10,1,19468,5906,4387,
0000302,グンゼ,2019/03,10,1,20082,6413,4635,
0000302,グンゼ,2020/03,10,1,21857,6672,4487,
0000303,ヒューリック,1984/12,10,1,,,,
0000303,ヒューリック,1985/12,10,1,,,,
0000303,ヒューリック,1986/12,10,1,,,,
0000303,ヒューリック,1987/12,10,1,,,,
0000303,ヒューリック,1988/12,10,1,,,,
0000303,ヒューリック,1989/12,10,1,,,,
0000303,ヒューリック,1990/12,10,1,,,,
0000303,ヒューリック,1991/12,10,1,,,,
0000303,ヒューリック,1992/12,10,1,,,,
0000303,ヒューリック,1993/12,10,1,,,,
0000303,ヒューリック,1994/12,10,1,,,,
0000303,ヒューリック,1995/12,10,1,,,,
0000303,ヒューリック,1996/12,10,1,,,,
0000303,ヒューリック,1997/12,10,1,,,,
0000303,ヒューリック,1998/12,10,1,,,,
0000303,ヒューリック,1999/12,10,1,,,,
0000303,ヒューリック,2000/12,10,1,583,68,83,13
0000303,ヒューリック,2001/12,10,1,745,4124,70,300
0000303,ヒューリック,2002/12,10,1,617,5802,90,202
0000303,ヒューリック,2003/12,10,1,362,2653,88,2382
0000303,ヒューリック,2004/12,10,1,485,4410,122,866
0000303,ヒューリック,2005/12,10,1,135,4289,208,
0000303,ヒューリック,2006/12,10,1,206,605,313,13131
0000303,ヒューリック,2007/12,10,1,3,5,1,17703
