日経会社コード,企業名称,決算期,決算種別,連結基準,<貸借対照表（資産）>資産合計(百万円),<貸借対照表（資産）>固定資産／非流動資産(百万円),<貸借対照表（資産）>有形固定資産(百万円),<貸借対照表（資産）>償却対象有形固定資産(百万円),<貸借対照表（資産）>現金・預金／現金及び現金同等物(百万円),<貸借対照表（資産）>棚卸資産(百万円),<貸借対照表（資産）>その他棚卸資産(百万円)
0010405,因幡電機産業,2006/03,10,1,107713,34927,20697,8688,13376,6464,
0010405,因幡電機産業,2007/03,10,1,115151,32614,20159,8208,15238,7391,
0010405,因幡電機産業,2008/03,10,1,116089,32724,19829,7761,16835,7939,
0010405,因幡電機産業,2009/03,10,1,105068,30625,20709,7245,20816,6553,
0010405,因幡電機産業,2010/03,10,1,110431,32964,20614,7052,21830,6253,
0010405,因幡電機産業,2011/03,10,1,116525,32787,19866,6617,24646,6534,
0010405,因幡電機産業,2012/03,10,1,121694,31703,19468,6343,23834,8378,
0010405,因幡電機産業,2013/03,10,1,132850,31067,18539,5998,27841,9799,
0010405,因幡電機産業,2014/03,10,1,161332,44663,22063,7989,33676,9623,
0010405,因幡電機産業,2015/03,10,1,167075,45589,21085,8676,35838,11220,
0010405,因幡電機産業,2016/03,10,1,175118,44129,20846,8519,43214,11914,
0010405,因幡電機産業,2017/03,10,1,179401,43178,20360,8067,51553,9312,
0010405,因幡電機産業,2018/03,10,1,196414,41838,20322,7888,58872,12510,
0010405,因幡電機産業,2019/03,10,1,202454,39455,19848,7528,60325,13841,
0010405,因幡電機産業,2020/03,10,1,212214,38231,19916,7670,68849,15116,
0010429,今仙電機製作所,1996/03,10,1,33179,16230,14435,10740,3671,2180,
0010429,今仙電機製作所,1997/03,10,1,35084,16676,14475,10203,5519,2243,
0010429,今仙電機製作所,1998/03,10,1,36854,18973,16871,12620,4130,2580,
0010429,今仙電機製作所,1999/03,10,1,39481,20374,18162,12960,4603,2547,
0010429,今仙電機製作所,2000/03,10,1,41071,20496,18330,13475,5147,2572,
0010429,今仙電機製作所,2001/03,10,1,42582,21743,18345,14189,5316,2657,
0010429,今仙電機製作所,2002/03,10,1,42551,21084,17602,13031,6048,2561,2561
0010429,今仙電機製作所,2003/03,10,1,42073,21169,18005,13604,5578,2649,2649
0010429,今仙電機製作所,2004/03,10,1,44316,21514,18040,13497,3805,2909,2909
0010429,今仙電機製作所,2005/03,10,1,44196,21113,17556,13242,3282,3893,3893
0010429,今仙電機製作所,2006/03,10,1,49390,21951,17431,13707,4129,4730,4730
0010429,今仙電機製作所,2007/03,10,1,56918,25826,21158,15034,3694,5615,5615
0010429,今仙電機製作所,2008/03,10,1,64367,28214,24859,19836,4679,5472,
0010429,今仙電機製作所,2009/03,10,1,53725,26877,24011,19325,4898,4867,
0010429,今仙電機製作所,2010/03,10,1,61212,25244,21467,16997,9564,4928,
0010429,今仙電機製作所,2011/03,10,1,63308,25038,21196,15497,9825,5963,
0010429,今仙電機製作所,2012/03,10,1,67014,27784,23079,15949,5711,5522,
0010429,今仙電機製作所,2013/03,10,1,73855,32425,26601,20479,8009,7975,
0010429,今仙電機製作所,2014/03,10,1,88209,37283,30194,23849,11015,9473,
0010429,今仙電機製作所,2015/03,10,1,93564,37154,29801,23734,14194,11544,
0010429,今仙電機製作所,2016/03,10,1,86311,33758,27662,22207,12837,10467,
0010429,今仙電機製作所,2017/03,10,1,82033,31222,24961,19715,10304,10921,
0010429,今仙電機製作所,2018/03,10,1,86107,30976,24286,18848,12884,11659,
0010429,今仙電機製作所,2019/03,10,1,84151,30340,24091,18049,13208,12096,
0010429,今仙電機製作所,2020/03,10,1,80554,27474,22426,16763,14678,11303,
0010460,エコートレーディング,1998/02,10,1,13617,2506,1749,925,2203,1848,
0010460,エコートレーディング,1999/02,10,1,14482,2374,1611,870,3033,1871,
0010460,エコートレーディング,2000/02,10,1,14620,2614,1562,822,1421,2015,
0010460,エコートレーディング,2001/02,10,1,13729,2814,1495,754,745,2090,
0010460,エコートレーディング,2002/02,10,1,14355,2588,1459,719,1148,2258,
0010460,エコートレーディング,2003/02,10,1,14356,2595,1475,658,1189,2004,
0010460,エコートレーディング,2004/02,10,1,16624,2721,1453,713,1394,2159,
0010460,エコートレーディング,2005/02,10,1,15888,2597,1387,646,1458,2441,
0010460,エコートレーディング,2006/02,10,1,16653,2714,1331,591,1926,2465,
0010460,エコートレーディング,2007/02,10,1,17331,2501,1245,555,2045,2455,
0010460,エコートレーディング,2008/02,10,1,19254,2356,1189,501,2702,2413,
0010460,エコートレーディング,2009/02,10,1,24125,3227,1142,454,3994,2256,
0010460,エコートレーディング,2010/02,10,1,26001,4237,1646,682,3591,2732,
0010460,エコートレーディング,2011/02,10,1,24967,4697,1615,652,3093,2956,
0010460,エコートレーディング,2012/02,10,1,25757,4726,1604,640,3343,2981,
0010460,エコートレーディング,2013/02,10,1,25079,3261,1544,587,3220,3678,
0010460,エコートレーディング,2014/02,10,1,25217,2860,1513,556,3304,3851,
0010460,エコートレーディング,2015/02,10,1,26043,2656,1341,455,3465,4051,
0010460,エコートレーディング,2016/02,10,1,24992,2610,1300,413,3335,3042,
0010460,エコートレーディング,2017/02,10,1,24993,2161,1263,376,3286,3145,
0010460,エコートレーディング,2018/02,10,1,26249,2291,1269,383,3086,3190,
0010460,エコートレーディング,2019/02,10,1,27242,2211,1239,353,3221,3209,
0010460,エコートレーディング,2020/02,10,1,27993,2170,1199,317,3975,3147,
0010596,荏原実業,1998/03,10,1,26544,4975,1733,824,3361,1674,
0010596,荏原実業,1999/03,10,1,24796,5026,1765,841,3529,561,
0010596,荏原実業,2000/03,10,1,27645,5432,1682,769,5036,1420,
0010596,荏原実業,2001/03,10,1,29877,6493,1612,778,4184,934,
0010596,荏原実業,2002/03,10,1,26585,6644,1540,719,3643,558,
0010596,荏原実業,2003/03,10,1,23787,7033,1498,677,2429,840,
0010596,荏原実業,2004/03,10,1,26174,7782,1442,628,2448,926,
0010596,荏原実業,2004/12,10,1,19961,7462,1515,672,2180,1795,
0010596,荏原実業,2005/12,10,1,21174,8209,2083,1241,2422,1558,
0010596,荏原実業,2006/12,10,1,21297,8458,2028,1216,1747,3139,
0010596,荏原実業,2007/12,10,1,19531,7505,1804,798,1423,2658,
0010596,荏原実業,2008/12,10,1,19243,6710,1857,707,639,3005,
0010596,荏原実業,2009/12,10,1,19113,6079,2151,1158,2316,2888,
0010596,荏原実業,2010/12,10,1,17083,6427,2094,1101,1872,2353,
0010596,荏原実業,2011/12,10,1,17967,6546,2144,1092,1736,1802,
0010596,荏原実業,2012/12,10,1,19709,6756,2073,1023,2519,1609,
0010596,荏原実業,2013/12,10,1,20878,7367,2864,1442,1644,1423,
0010596,荏原実業,2014/12,10,1,22282,8133,3175,1751,2881,1347,
0010596,荏原実業,2015/12,10,1,23001,7957,3097,1672,3744,1857,
0010596,荏原実業,2016/12,10,1,23434,8356,3061,1639,3185,1701,
0010596,荏原実業,2017/12,10,1,25990,9855,3066,1643,3930,1823,
0010596,荏原実業,2018/12,10,1,26584,8031,3020,1658,6170,1800,
0010596,荏原実業,2019/12,10,1,28065,9744,2934,1572,6408,1593,
0010596,荏原実業,2020/12,10,1,32509,10213,2857,1486,9386,1895,
0010634,オイレス工業,1989/03,10,1,24299,7426,5774,5097,3415,2365,
0010634,オイレス工業,1990/03,10,1,35570,12308,7553,5699,7457,2640,
0010634,オイレス工業,1991/03,10,1,38605,14471,8428,6771,6513,3631,
0010634,オイレス工業,1992/03,10,1,39659,19032,11575,7448,5011,3597,
0010634,オイレス工業,1993/03,10,1,38972,19470,12074,8588,5354,3606,
0010634,オイレス工業,1994/03,10,1,38621,18507,11242,7829,5518,3114,
0010634,オイレス工業,1995/03,10,1,40166,17905,10711,7316,5150,3436,
0010634,オイレス工業,1996/03,10,1,42698,18364,10887,7196,5538,3851,
0010634,オイレス工業,1997/03,10,1,58080,21095,13312,9408,10635,4627,
0010634,オイレス工業,1998/03,10,1,56154,20834,13656,9701,9378,4905,
0010634,オイレス工業,1999/03,10,1,51935,22762,14299,10614,4274,3895,
0010634,オイレス工業,2000/03,10,1,52916,22535,13901,10196,4108,3966,
0010634,オイレス工業,2001/03,10,1,54746,21075,13516,9822,3636,4523,
0010634,オイレス工業,2002/03,10,1,55272,20519,13359,9641,4953,5194,
0010634,オイレス工業,2003/03,10,1,56135,19743,12949,9028,7087,5316,
0010634,オイレス工業,2004/03,10,1,55831,21716,13682,9902,6924,4283,
0010634,オイレス工業,2005/03,10,1,56598,24050,14794,11124,4364,4599,
0010634,オイレス工業,2006/03,10,1,61364,26925,15541,11793,4536,5197,
0010634,オイレス工業,2007/03,10,1,65852,27828,16048,12565,7916,6510,
0010634,オイレス工業,2008/03,10,1,64472,29389,16682,12121,4842,6488,
0010634,オイレス工業,2009/03,10,1,57385,27747,16533,12308,7163,5724,
0010634,オイレス工業,2010/03,10,1,61440,25644,15470,11707,13174,5146,
0010634,オイレス工業,2011/03,10,1,63219,24493,14989,10966,12091,6338,
0010634,オイレス工業,2012/03,10,1,62149,24818,14882,10672,11059,6931,
0010634,オイレス工業,2013/03,10,1,64040,27881,17094,12798,10393,7177,
0010634,オイレス工業,2014/03,10,1,71845,30168,20011,15719,10679,8130,
0010634,オイレス工業,2015/03,10,1,75322,34358,21807,16641,8138,8383,
0010634,オイレス工業,2016/03,10,1,70882,28493,20318,15908,12806,8172,
0010634,オイレス工業,2017/03,10,1,69110,25551,17042,13508,15359,8167,
0010634,オイレス工業,2018/03,10,1,72607,27859,18088,13470,15409,8343,
0010634,オイレス工業,2019/03,10,1,79315,28946,20199,16446,18226,10020,
0010634,オイレス工業,2020/03,10,1,79887,28400,20819,16933,21679,9806,
0010712,サガミホールディングス,2001/01,10,1,27074,21959,15273,8395,3472,273,
0010712,サガミホールディングス,2002/01,10,1,27018,22054,15693,8850,3534,272,
0010712,サガミホールディングス,2003/01,10,1,26140,21319,15251,8495,3592,271,
0010712,サガミホールディングス,2004/01,10,1,25068,19751,14550,7755,3886,249,
0010712,サガミホールディングス,2005/01,10,1,22246,17158,12371,5601,4286,259,
0010712,サガミホールディングス,2006/01,10,1,21604,16502,11584,4813,4465,221,
0010712,サガミホールディングス,2007/01,10,1,21541,16324,11303,4545,4513,235,
0010712,サガミホールディングス,2008/01,10,1,20799,15977,11150,4408,3995,220,
0010712,サガミホールディングス,2009/01,10,1,19801,15179,10840,4066,3803,237,
0010712,サガミホールディングス,2010/01,10,1,17049,13652,9765,3326,2542,220,
0010712,サガミホールディングス,2011/01,10,1,16092,13013,9410,3012,2434,223,
0010712,サガミホールディングス,2012/01,10,1,15078,11482,8291,2078,3097,208,
0010712,サガミホールディングス,2013/03,10,1,15237,11252,8171,2011,3108,252,
0010712,サガミホールディングス,2014/03,10,1,18354,13916,9012,2363,3281,338,
0010712,サガミホールディングス,2015/03,10,1,17978,13635,9069,2325,3307,330,
0010712,サガミホールディングス,2016/03,10,1,18852,13677,9248,2629,3978,409,
0010712,サガミホールディングス,2017/03,10,1,18512,13374,9197,2587,3973,346,
0010712,サガミホールディングス,2018/03,10,1,18175,13317,9403,2718,3796,374,
0010712,サガミホールディングス,2019/03,10,1,19845,13664,10023,3119,4833,390,
0010712,サガミホールディングス,2020/03,10,1,18570,12490,9453,2810,4485,594,
0010773,ＷＯＷＯＷ,1998/03,10,1,44716,21654,8319,8288,4956,12457,
0010773,ＷＯＷＯＷ,1999/03,10,1,47565,24103,9822,9767,6749,11632,
0010773,ＷＯＷＯＷ,2000/03,10,1,42687,18877,8842,8841,7695,13025,
0010773,ＷＯＷＯＷ,2001/03,10,1,49096,22549,8065,8064,7844,16074,
0010773,ＷＯＷＯＷ,2002/03,10,1,49550,23172,7114,7112,7624,15600,
0010773,ＷＯＷＯＷ,2003/03,10,1,40419,20313,6136,6134,5824,12496,
0010773,ＷＯＷＯＷ,2004/03,10,1,41798,17554,5366,5365,4491,17838,
0010773,ＷＯＷＯＷ,2005/03,10,1,42305,16625,5013,5012,9366,13218,
0010773,ＷＯＷＯＷ,2006/03,10,1,41444,17303,5909,5877,4396,14557,
0010773,ＷＯＷＯＷ,2007/03,10,1,38667,17013,5415,5414,6846,11084,
0010773,ＷＯＷＯＷ,2008/03,10,1,41762,17356,5160,5159,6929,14041,
0010773,ＷＯＷＯＷ,2009/03,10,1,39632,19279,5106,5106,6363,10382,
0010773,ＷＯＷＯＷ,2010/03,10,1,44457,19970,5345,4516,6982,12938,
0010773,ＷＯＷＯＷ,2011/03,10,1,46203,20517,6474,4410,7924,13028,
0010773,ＷＯＷＯＷ,2012/03,10,1,47656,22253,8023,8002,8191,11933,
0010773,ＷＯＷＯＷ,2013/03,10,1,56227,21967,7466,7464,15063,13192,
0010773,ＷＯＷＯＷ,2014/03,10,1,52797,22704,7884,7882,11883,11969,
0010773,ＷＯＷＯＷ,2015/03,10,1,62991,23950,8290,8289,17915,14226,
0010773,ＷＯＷＯＷ,2016/03,10,1,63452,24137,8164,8164,18215,14458,
0010773,ＷＯＷＯＷ,2017/03,10,1,81461,23714,6488,6481,25503,24311,
0010773,ＷＯＷＯＷ,2018/03,10,1,87083,30321,7180,5309,13371,23252,
0010773,ＷＯＷＯＷ,2019/03,10,1,92555,31066,8179,8164,25572,28041,
0010773,ＷＯＷＯＷ,2020/03,10,1,90024,29979,8220,8181,29703,22025,
0010782,大塚商会,1998/12,10,1,174901,88085,65152,34672,8244,20752,
0010782,大塚商会,1999/12,10,1,169222,86894,63639,31879,6752,20957,
0010782,大塚商会,2000/12,10,1,167761,88325,63479,32685,5927,19279,
0010782,大塚商会,2001/12,10,1,148111,72825,40605,30894,6431,16120,
0010782,大塚商会,2002/12,10,1,148563,71362,41213,30805,5696,15998,15998
0010782,大塚商会,2003/12,10,1,162144,83226,58734,39805,4353,16574,
0010782,大塚商会,2004/12,10,1,167228,79244,54598,37004,9043,16277,
0010782,大塚商会,2005/12,10,1,173927,73530,53645,35989,14507,16652,
0010782,大塚商会,2006/12,10,1,189357,73124,52051,34625,18421,16561,
0010782,大塚商会,2007/12,10,1,200383,70030,49963,32997,24785,16923,
0010782,大塚商会,2008/12,10,1,196946,67767,47702,30925,21544,16526,
0010782,大塚商会,2009/12,10,1,198076,64347,46264,28979,27716,16435,
0010782,大塚商会,2010/12,10,1,213401,65150,47228,27745,32669,19536,
0010782,大塚商会,2011/12,10,1,229610,63542,46614,29323,45600,17612,
0010782,大塚商会,2012/12,10,1,253158,64223,45464,28204,61519,16493,
0010782,大塚商会,2013/12,10,1,279589,63648,43974,26729,69347,20641,
0010782,大塚商会,2014/12,10,1,305513,70581,42363,25529,90234,19625,
0010782,大塚商会,2015/12,10,1,324755,69075,41127,24294,100676,21023,
0010782,大塚商会,2016/12,10,1,343821,68583,39137,22685,116946,26638,
0010782,大塚商会,2017/12,10,1,380317,71071,37610,21444,136410,26598,
0010782,大塚商会,2018/12,10,1,406732,75263,36629,21025,150888,27506,
0010782,大塚商会,2019/12,10,1,461812,79326,35947,20595,175427,34545,
0010782,大塚商会,2020/12,10,1,471292,79768,36229,20883,178072,44196,
0010889,沖縄電力,1995/03,10,1,336607,306232,302169,287385,12112,3807,
0010889,沖縄電力,1996/03,10,1,339793,307917,303378,280990,15011,3820,
0010889,沖縄電力,1997/03,10,1,328409,306443,301615,284420,11479,3960,
0010889,沖縄電力,1998/03,10,1,326777,303645,298338,276576,13744,4535,
0010889,沖縄電力,1999/03,10,1,344581,320525,309556,240820,16107,3226,
0010889,沖縄電力,2000/03,10,1,392749,362573,349125,245205,15287,6184,
0010889,沖縄電力,2001/03,10,1,411456,386409,371887,,11766,5163,
0010889,沖縄電力,2002/03,10,1,426206,393797,377978,,13249,7666,
0010889,沖縄電力,2003/03,10,1,421081,390684,372062,,13814,7337,
0010889,沖縄電力,2004/03,10,1,402408,377683,356351,,8688,6620,
0010889,沖縄電力,2005/03,10,1,392159,364485,340415,,9766,8055,
0010889,沖縄電力,2006/03,10,1,378666,351527,328524,,9999,7527,
0010889,沖縄電力,2007/03,10,1,376072,348347,325451,,9549,7464,
0010889,沖縄電力,2008/03,10,1,369840,339527,317921,,10558,9014,
0010889,沖縄電力,2009/03,10,1,365557,329889,310487,,14555,9186,
0010889,沖縄電力,2010/03,10,1,365299,334968,312254,,11647,8139,
0010889,沖縄電力,2011/03,10,1,385159,353026,329971,,10429,10230,
0010889,沖縄電力,2012/03,10,1,400687,368274,346785,,9477,10117,
0010889,沖縄電力,2013/03,10,1,435515,390304,366028,,17730,13217,
0010889,沖縄電力,2014/03,10,1,428333,385598,360691,,10181,16679,
0010889,沖縄電力,2015/03,10,1,421824,378007,354197,,13516,15163,
0010889,沖縄電力,2016/03,10,1,409860,366455,345579,,14450,11665,
0010889,沖縄電力,2017/03,10,1,400237,359169,337292,,15836,10585,
0010889,沖縄電力,2018/03,10,1,402088,354495,330559,,21010,10204,
0010889,沖縄電力,2019/03,10,1,399104,348393,325259,,18198,13826,
0010889,沖縄電力,2020/03,10,1,408789,352136,329840,,24883,10968,
0010927,小野建,2003/03,10,1,50647,15066,12384,3479,1820,3575,3575
0010927,小野建,2004/03,10,1,55389,16656,14027,3498,1538,4924,
0010927,小野建,2005/03,10,1,70030,16904,14492,4283,1189,11679,
0010927,小野建,2006/03,10,1,70199,16982,14567,4442,996,9772,
0010927,小野建,2007/03,10,1,85296,20552,17725,4168,2164,8653,
0010927,小野建,2008/03,10,1,93162,24728,22045,7258,2326,11325,
0010927,小野建,2009/03,10,1,91703,28155,25921,7312,1398,11909,
0010927,小野建,2010/03,10,1,80092,32317,30267,9590,1409,7850,
0010927,小野建,2011/03,10,1,92272,32976,31231,12313,1288,10603,
0010927,小野建,2012/03,10,1,103559,31705,30171,11253,1769,12810,
0010927,小野建,2013/03,10,1,99466,30739,29340,10422,2511,10744,
0010927,小野建,2014/03,10,1,119207,36603,34904,9388,2424,16106,
0010927,小野建,2015/03,10,1,133060,44383,42603,13591,2709,21217,
0010927,小野建,2016/03,10,1,128146,51945,50356,19041,2646,15412,
0010927,小野建,2017/03,10,1,130525,50237,48460,22273,2158,14671,
0010927,小野建,2018/03,10,1,145449,50408,48092,21149,3702,19394,
0010927,小野建,2019/03,10,1,158618,49944,47908,20999,5725,24722,
0010927,小野建,2020/03,10,1,153598,53584,50911,22088,5292,21411,
0010931,オハラ,1992/10,10,1,12321,7246,6497,6353,551,2506,
0010931,オハラ,1993/10,10,1,12828,7058,6369,6227,597,2195,
0010931,オハラ,1994/10,10,1,13538,7157,6265,6119,628,2014,
0010931,オハラ,1995/10,10,1,15660,7620,6941,6594,980,2640,
0010931,オハラ,1996/10,10,1,19345,8363,7573,7320,2097,2853,
0010931,オハラ,1997/10,10,1,21634,10944,10162,9539,2014,3099,
0010931,オハラ,1998/10,10,1,22111,10734,9943,9647,1655,3849,
0010931,オハラ,1999/10,10,1,20787,9903,9120,8912,1579,3551,
0010931,オハラ,2000/10,10,1,26002,11587,10419,9934,2420,4205,
0010931,オハラ,2001/10,10,1,25735,13820,11271,10735,1877,5008,
0010931,オハラ,2002/10,10,1,26832,13907,10683,10315,2490,5114,
0010931,オハラ,2003/10,10,1,31224,16191,12011,10945,2534,5549,
0010931,オハラ,2004/10,10,1,38707,19416,14882,14112,3891,5912,
0010931,オハラ,2005/10,10,1,49012,22296,14518,14105,13365,4952,
0010931,オハラ,2006/10,10,1,55743,27739,17119,16080,11354,5055,
0010931,オハラ,2007/10,10,1,56324,29517,20343,19199,10521,5126,
0010931,オハラ,2008/10,10,1,60394,32543,26323,24898,6275,8307,
0010931,オハラ,2009/10,10,1,52367,29032,22793,22435,6814,6437,
0010931,オハラ,2010/10,10,1,55840,29176,23283,21665,7408,7308,
0010931,オハラ,2011/10,10,1,57879,28472,22635,22085,6192,12846,
0010931,オハラ,2012/10,10,1,57015,27869,22152,20384,7408,11585,
0010931,オハラ,2013/10,10,1,54582,27204,20711,19453,9526,10081,
0010931,オハラ,2014/10,10,1,54823,26801,19466,18614,12007,8887,
0010931,オハラ,2015/10,10,1,55130,27247,20149,18473,11849,9131,
0010931,オハラ,2016/10,10,1,50161,23776,18548,18067,10913,8904,
0010931,オハラ,2017/10,10,1,54433,25534,18598,17977,10715,9815,
0010931,オハラ,2018/10,10,1,58221,26940,18868,17508,11048,11091,
0010931,オハラ,2019/10,10,1,55036,25240,18881,18059,11507,11582,
0010931,オハラ,2020/10,10,1,49621,21183,15897,15204,12553,10160,
0010939,オリエンタル白石,1986/09,10,1,27616,5554,4005,1882,4476,10091,
0010939,オリエンタル白石,1987/09,10,1,33312,5930,4332,2201,6525,10685,
0010939,オリエンタル白石,1988/09,10,1,32915,7004,5168,2444,6785,10924,
0010939,オリエンタル白石,1989/09,10,1,34395,8665,6737,3909,6922,9125,
0010939,オリエンタル白石,1999/03,10,1,73281,17935,15524,8948,16669,14625,
0010939,オリエンタル白石,2000/03,10,1,75701,18812,15413,8474,15442,14781,
0010939,オリエンタル白石,2001/03,10,1,79119,23026,18882,8876,14427,16257,
0010939,オリエンタル白石,2002/03,10,1,74680,22965,18413,8420,10769,12965,
0010939,オリエンタル白石,2003/03,10,1,72134,23152,17969,7916,9033,15419,
0010939,オリエンタル白石,2004/03,10,1,65896,23324,16580,6637,8369,14048,
0010939,オリエンタル白石,2005/03,10,1,61481,23332,15976,6030,9099,11467,
0010939,オリエンタル白石,2006/03,10,1,61871,22681,15572,5626,6361,11021,
0010939,オリエンタル白石,2007/03,10,1,61684,22424,15646,5228,5504,13657,1512
0010939,オリエンタル白石,2008/03,10,1,96932,29276,17375,7039,6599,30865,1159
0010939,オリエンタル白石,2019/03,10,1,42818,9501,5408,3210,11352,488,
0010939,オリエンタル白石,2020/03,10,1,44777,9010,5828,3669,10629,628,
0010942,オリエンタルランド,2000/03,10,1,557280,374380,337780,76668,29757,5801,5801
0010942,オリエンタルランド,2001/03,10,1,672484,550891,498033,150590,30744,5810,
0010942,オリエンタルランド,2002/03,10,1,694769,617950,561128,489175,28218,7129,
0010942,オリエンタルランド,2003/03,10,1,691882,586261,531709,458414,47290,7747,
0010942,オリエンタルランド,2004/03,10,1,654424,574734,518400,430510,21420,6490,
0010942,オリエンタルランド,2005/03,10,1,660224,570594,520721,416645,47678,8099,
0010942,オリエンタルランド,2006/03,10,1,718865,583786,518936,405677,47833,9036,
0010942,オリエンタルランド,2007/03,10,1,699772,596047,526216,406090,25393,8965,
0010942,オリエンタルランド,2008/03,10,1,757542,576988,531479,390915,52403,10562,
0010942,オリエンタルランド,2009/03,10,1,644991,556792,516039,410131,15420,10679,
0010942,オリエンタルランド,2010/03,10,1,615090,526473,487870,389138,34233,11239,
0010942,オリエンタルランド,2011/03,10,1,574634,509275,472151,365300,25886,12299,
0010942,オリエンタルランド,2012/03,10,1,619493,485294,447110,343336,66512,11531,
0010942,オリエンタルランド,2013/03,10,1,655544,504700,456900,340724,88585,14236,
0010942,オリエンタルランド,2014/03,10,1,664538,490186,438788,324848,93518,14609,
0010942,オリエンタルランド,2015/03,10,1,746641,504311,436537,312314,149779,17342,
0010942,オリエンタルランド,2016/03,10,1,810268,516540,439052,319587,209138,17113,
0010942,オリエンタルランド,2017/03,10,1,849798,530728,451973,318584,263801,17249,
0010942,オリエンタルランド,2018/03,10,1,910673,551539,473578,317176,296350,17972,
0010942,オリエンタルランド,2019/03,10,1,1051455,609619,514322,314324,377551,17323,
0010942,オリエンタルランド,2020/03,10,1,1010651,693910,610586,340766,261164,20087,
0011054,加藤産業,1997/09,10,1,123686,39278,26008,12552,12252,7895,
0011054,加藤産業,1998/09,10,1,127815,43797,28929,13400,10913,9209,
0011054,加藤産業,1999/09,10,1,133230,44955,28958,14202,15192,9328,
0011054,加藤産業,2000/09,10,1,144615,46482,30935,14366,11670,10006,
0011054,加藤産業,2001/09,10,1,152968,55213,33791,15690,15128,9916,
0011054,加藤産業,2002/09,10,1,150381,58868,34413,16253,16625,10621,
0011054,加藤産業,2003/09,10,1,155671,61214,37240,17849,18897,9959,
0011054,加藤産業,2004/09,10,1,161603,64766,36355,17296,18766,10393,
0011054,加藤産業,2005/09,10,1,176379,72201,37346,17304,21067,11558,
0011054,加藤産業,2006/09,10,1,197569,75133,36575,16339,25540,13021,
0011054,加藤産業,2007/09,10,1,206349,74812,37875,16650,26830,12084,
0011054,加藤産業,2008/09,10,1,195517,73923,41956,16653,28958,11755,
0011054,加藤産業,2009/09,10,1,196833,76243,44537,20190,27059,11557,
0011054,加藤産業,2010/09,10,1,205988,74573,42727,18948,35787,11044,
0011054,加藤産業,2011/09,10,1,218620,76491,43183,18554,42978,12045,
0011054,加藤産業,2012/09,10,1,243299,76331,42609,17805,46958,13484,
0011054,加藤産業,2013/09,10,1,241799,81834,42518,17764,52736,14542,
0011054,加藤産業,2014/09,10,1,283295,91282,42743,17279,59862,18825,
0011054,加藤産業,2015/09,10,1,303478,102659,45055,18715,63574,19850,
0011054,加藤産業,2016/09,10,1,304788,102819,45462,20384,61635,20630,
0011054,加藤産業,2017/09,10,1,339156,103895,44153,19179,69157,21659,
0011054,加藤産業,2018/09,10,1,360926,111664,42632,18604,70338,23279,
0011054,加藤産業,2019/09,10,1,353633,117388,41986,17837,76203,23613,
0011054,加藤産業,2020/09,10,1,368676,119534,43624,18417,84250,24684,
0011058,パイオラックス,1994/03,10,1,31267,14858,11367,9213,6145,2033,
0011058,パイオラックス,1995/03,10,1,33603,14972,12922,8926,6545,2058,
0011058,パイオラックス,1996/03,10,1,34596,15269,13354,8999,5248,2028,
0011058,パイオラックス,1997/03,10,1,38148,15912,13402,9026,4645,1922,
0011058,パイオラックス,1998/03,10,1,39290,18705,16272,10101,4320,2533,
0011058,パイオラックス,1999/03,10,1,37477,19106,16445,11552,3843,2382,
0011058,パイオラックス,2000/03,10,1,39380,17707,15808,10627,3923,2437,
0011058,パイオラックス,2001/03,10,1,40676,21279,15589,10595,3087,2735,
0011058,パイオラックス,2002/03,10,1,41341,22329,16164,10923,2832,2679,
0011058,パイオラックス,2003/03,10,1,41313,21522,15362,10218,4470,2910,
0011058,パイオラックス,2004/03,10,1,41391,22099,14576,9474,5023,2911,
0011058,パイオラックス,2005/03,10,1,44715,23699,14890,9690,5412,3291,
0011058,パイオラックス,2006/03,10,1,47390,26328,15537,10606,4643,3774,
0011058,パイオラックス,2007/03,10,1,50599,28608,17128,11793,4505,4524,
0011058,パイオラックス,2008/03,10,1,53524,27558,16977,12059,6573,5260,
0011058,パイオラックス,2009/03,10,1,47645,25497,15447,10202,10022,3925,
0011058,パイオラックス,2010/03,10,1,52342,25748,15137,10192,11002,3799,
0011058,パイオラックス,2011/03,10,1,55861,26329,14991,9670,13035,4678,
0011058,パイオラックス,2012/03,10,1,58151,27391,15448,9762,11913,5074,
0011058,パイオラックス,2013/03,10,1,64109,30524,17507,11285,14881,5850,
0011058,パイオラックス,2014/03,10,1,75865,35965,21478,14549,16767,7028,
0011058,パイオラックス,2015/03,10,1,82794,41689,25538,18926,16438,7777,
0011058,パイオラックス,2016/03,10,1,86544,40797,24455,18150,21517,7673,
0011058,パイオラックス,2017/03,10,1,92668,42003,24552,18386,25474,7179,
0011058,パイオラックス,2018/03,10,1,99140,43699,24339,18096,27848,7936,
0011058,パイオラックス,2019/03,10,1,102155,44511,24847,17322,30484,8469,
0011058,パイオラックス,2020/03,10,1,101755,43787,24492,17762,31424,8333,
0011122,カメイ,1984/12,10,1,100291,20808,14667,7128,24481,7654,
0011122,カメイ,1985/12,10,1,103490,22631,16092,7960,23428,6465,
0011122,カメイ,1986/12,10,1,99704,23270,16761,8187,30020,5741,
0011122,カメイ,1987/12,10,1,112422,27635,20556,9338,30802,7091,
0011122,カメイ,1988/12,10,1,128391,40028,32094,19694,29601,9504,
0011122,カメイ,1989/03,10,1,128252,42313,33796,20676,29330,9717,
