日経会社コード,企業名称,決算期,決算種別,連結基準,<貸借対照表（資産）>資産合計(百万円),<貸借対照表（資産）>固定資産／非流動資産(百万円),<貸借対照表（資産）>有形固定資産(百万円),<貸借対照表（資産）>償却対象有形固定資産(百万円),<貸借対照表（資産）>現金・預金／現金及び現金同等物(百万円),<貸借対照表（資産）>棚卸資産(百万円),<貸借対照表（資産）>その他棚卸資産(百万円)
0000001,極洋,1984/10,10,1,93094,24898,10828,9692,16300,19279,
0000001,極洋,1985/10,10,1,82267,21558,7033,5986,14433,17570,
0000001,極洋,1986/10,10,1,82394,20038,7418,6643,13787,17172,
0000001,極洋,1987/10,10,1,85497,18317,6835,6144,13887,20627,
0000001,極洋,1988/03,10,1,82382,17664,6541,5849,14008,17216,
0000001,極洋,1989/03,10,1,86649,15920,5648,4956,15217,20238,
0000001,極洋,1990/03,10,1,76786,16879,6487,5101,7534,13669,
0000001,極洋,1991/03,10,1,74061,16996,6575,4918,6977,14089,
0000001,極洋,1992/03,10,1,68312,14722,4781,3132,5690,17691,
0000001,極洋,1993/03,10,1,67760,15272,5620,3982,5428,16496,
0000001,極洋,1994/03,10,1,63693,13662,5082,3395,8120,14538,
0000001,極洋,1995/03,10,1,61692,13557,6096,4357,5503,16116,
0000001,極洋,1996/03,10,1,63287,12502,5618,3611,5097,15954,
0000001,極洋,1997/03,10,1,65883,13072,5989,4274,3875,19378,
0000001,極洋,1998/03,10,1,62766,12417,6036,4078,4557,18054,
0000001,極洋,1999/03,10,1,62109,12227,6927,4587,6307,16548,
0000001,極洋,2000/03,10,1,60885,15853,8188,4132,4951,18944,
0000001,極洋,2001/03,10,1,60599,15075,7868,3806,3818,19732,
0000001,極洋,2002/03,10,1,57069,13942,7292,3540,4185,19160,
0000001,極洋,2003/03,10,1,55373,14454,8513,4337,4015,18264,
0000001,極洋,2004/03,10,1,58562,18538,10639,7402,3456,18384,
0000001,極洋,2005/03,10,1,58506,16851,9249,6687,2775,19610,
0000001,極洋,2006/03,10,1,65049,20054,8774,6182,3089,22088,
0000001,極洋,2007/03,10,1,66459,18095,9209,6989,3141,24162,
0000001,極洋,2008/03,10,1,57373,16323,8777,6549,2886,20841,
0000001,極洋,2009/03,10,1,61184,17432,10231,6513,3786,21338,
0000001,極洋,2010/03,10,1,64301,19347,11568,8472,2732,23187,
0000001,極洋,2011/03,10,1,76925,20779,12331,8485,3382,29680,
0000001,極洋,2012/03,10,1,84937,20113,11574,7791,3496,33755,
0000001,極洋,2013/03,10,1,83245,20778,11281,7399,3888,32306,
0000001,極洋,2014/03,10,1,84319,21286,10597,6797,3456,31343,
0000001,極洋,2015/03,10,1,88937,19076,12241,7098,4140,35952,
0000001,極洋,2016/03,10,1,94608,24181,16972,12964,4099,37068,
0000001,極洋,2017/03,10,1,97391,25040,17137,12862,2641,36895,
0000001,極洋,2018/03,10,1,106297,25078,15377,11226,5046,39921,
0000001,極洋,2019/03,10,1,114673,25248,14981,11081,4818,44946,
0000001,極洋,2020/03,10,1,111184,25932,15976,11560,6522,41043,
0000003,日本水産,1984/03,10,1,243958,61568,37893,34196,31985,65061,
0000003,日本水産,1985/03,10,1,251229,61582,36060,30794,26828,70232,
0000003,日本水産,1986/03,10,1,265978,72339,42555,32459,27781,67195,
0000003,日本水産,1987/03,10,1,294201,81018,48577,42872,27290,80678,
0000003,日本水産,1988/03,10,1,289633,89313,51966,43200,30277,70557,
0000003,日本水産,1989/03,10,1,305818,97572,51032,43534,30089,79936,
0000003,日本水産,1990/03,10,1,308610,111468,58437,41288,33900,62071,
0000003,日本水産,1991/03,10,1,314054,113955,60738,47722,36093,60924,
0000003,日本水産,1992/03,10,1,314395,111324,59516,43971,31893,79460,
0000003,日本水産,1993/03,10,1,338190,117103,68310,47549,47229,62960,
0000003,日本水産,1994/03,10,1,282360,124549,76931,55580,22264,54884,
0000003,日本水産,1995/03,10,1,282158,119683,80229,62675,15126,60820,
0000003,日本水産,1996/03,10,1,271612,115564,77770,59346,16072,53672,
0000003,日本水産,1997/03,10,1,284528,124307,79832,59482,11852,59590,
0000003,日本水産,1998/03,10,1,292519,134020,85148,65310,14032,54937,
0000003,日本水産,1999/03,10,1,288067,131940,80297,58419,20343,49941,
0000003,日本水産,2000/03,10,1,293980,126385,82606,62441,29589,49425,
0000003,日本水産,2001/03,10,1,314712,156985,82609,62402,22472,55164,
0000003,日本水産,2002/03,10,1,337951,174740,81209,62254,23607,57936,
0000003,日本水産,2003/03,10,1,321254,172402,77778,59248,14311,62897,
0000003,日本水産,2004/03,10,1,326224,187721,82171,63476,6997,56449,
0000003,日本水産,2005/03,10,1,331519,190123,85915,66060,9125,55697,
0000003,日本水産,2006/03,10,1,384819,228154,93640,73795,12015,62125,
0000003,日本水産,2007/03,10,1,404173,232382,94661,73552,12406,71522,
0000003,日本水産,2008/03,10,1,396739,219330,105044,83722,11578,78749,
0000003,日本水産,2009/03,10,1,385462,194899,108086,85240,25599,78900,
0000003,日本水産,2010/03,10,1,383924,213358,112860,85983,10846,67634,
0000003,日本水産,2011/03,10,1,401185,210237,113200,86390,9962,81744,
0000003,日本水産,2012/03,10,1,403182,209032,109350,82294,9627,86449,
0000003,日本水産,2013/03,10,1,424108,222509,112607,83147,14106,89046,
0000003,日本水産,2014/03,10,1,434597,224879,109432,79729,6849,101892,
0000003,日本水産,2015/03,10,1,461889,230167,113667,82631,10455,113199,
0000003,日本水産,2016/03,10,1,445707,228247,118116,86856,8625,110920,
0000003,日本水産,2017/03,10,1,451876,218789,123630,87775,23239,110042,
0000003,日本水産,2018/03,10,1,482233,229078,132782,98925,22669,122274,
0000003,日本水産,2019/03,10,1,477913,230309,137525,102005,8904,128750,
0000003,日本水産,2020/03,10,1,491533,238417,148042,111555,27371,131052,
0000004,マルハニチロ,1985/01,10,1,452298,164590,91122,70697,67321,78427,
0000004,マルハニチロ,1986/01,10,1,463086,162241,82387,65506,57880,86173,
0000004,マルハニチロ,1987/01,10,1,440698,159266,81240,65612,54451,80304,
0000004,マルハニチロ,1988/01,10,1,448099,155578,81006,67420,49293,76620,
0000004,マルハニチロ,1988/09,10,1,467299,148123,91246,71180,52191,95366,
0000004,マルハニチロ,1989/03,10,1,448269,139537,86673,66473,49356,96543,
0000004,マルハニチロ,1990/03,10,1,470082,148617,94341,69312,38784,102862,
0000004,マルハニチロ,1991/03,10,1,462051,158392,95453,65473,27921,99548,
0000004,マルハニチロ,1992/03,10,1,449313,158435,97475,72260,23933,96878,
0000004,マルハニチロ,1993/03,10,1,428661,149168,100554,76308,21838,90085,
0000004,マルハニチロ,1994/03,10,1,420145,157759,107122,75696,22136,80104,
0000004,マルハニチロ,1995/03,10,1,444242,164209,114584,77884,22070,89479,
0000004,マルハニチロ,1996/03,10,1,445731,166317,118019,77764,20166,83089,
0000004,マルハニチロ,1997/03,10,1,452878,173476,122726,78217,18427,90450,
0000004,マルハニチロ,1998/03,10,1,454587,189427,126902,81521,29863,86153,
0000004,マルハニチロ,1999/03,10,1,468072,192125,141117,84461,35646,87392,
0000004,マルハニチロ,2000/03,10,1,514689,231410,162887,94151,28195,85051,
0000004,マルハニチロ,2001/03,10,1,504249,277256,157458,90214,23628,86647,
0000004,マルハニチロ,2002/03,10,1,485772,274144,149890,82168,22504,82790,
0000004,マルハニチロ,2003/03,10,1,459599,270512,148097,82038,21944,76278,
0000004,マルハニチロ,2004/03,10,1,439642,264157,146413,79081,19373,71532,
0000004,マルハニチロ,2012/03,10,1,134504,55376,21720,15096,1997,51571,
0000004,マルハニチロ,2013/03,10,1,124453,42047,22634,16011,2273,53425,
0000004,マルハニチロ,2014/03,10,1,151536,49611,24649,18561,1781,67810,
0000004,マルハニチロ,2015/03,10,1,502016,227582,143373,84808,13971,147537,
0000004,マルハニチロ,2016/03,10,1,485973,219929,139595,81814,12029,141441,
0000004,マルハニチロ,2017/03,10,1,501303,222332,140014,90200,13769,149609,
0000004,マルハニチロ,2018/03,10,1,516607,224423,138444,85862,16475,152009,
0000004,マルハニチロ,2019/03,10,1,520318,220958,140351,84956,12132,163521,
0000004,マルハニチロ,2020/03,10,1,528063,226073,148206,87812,21782,164307,
0000006,ホウスイ,2000/03,10,1,10286,656,127,102,1415,2027,
0000006,ホウスイ,2001/03,10,1,8547,814,113,88,757,1474,
0000006,ホウスイ,2002/03,10,1,7790,899,103,78,424,1571,
0000006,ホウスイ,2003/03,10,1,6442,573,225,199,468,1411,
0000006,ホウスイ,2004/03,10,1,6283,339,162,137,162,1805,
0000006,ホウスイ,2005/03,10,1,6472,296,142,117,154,2682,
0000006,ホウスイ,2006/03,10,1,6607,219,72,47,137,2815,
0000006,ホウスイ,2007/03,10,1,6368,194,72,46,142,2517,
0000006,ホウスイ,2008/03,10,1,6878,379,245,219,357,1092,
0000006,ホウスイ,2009/03,10,1,11879,5344,4985,4156,862,1234,
0000006,ホウスイ,2010/03,10,1,11967,7005,6704,4059,311,1003,
0000006,ホウスイ,2011/03,10,1,12534,7350,6839,5631,340,1163,
0000006,ホウスイ,2012/03,10,1,14271,7373,6751,5570,219,1173,
0000006,ホウスイ,2013/03,10,1,17146,10078,9454,5388,382,1499,
0000006,ホウスイ,2014/03,10,1,24423,16158,14659,11354,1214,1903,
0000006,ホウスイ,2015/03,10,1,24313,14931,13839,10523,1521,1832,
0000006,ホウスイ,2016/03,10,1,29526,19720,18692,10331,1304,1708,
0000006,ホウスイ,2017/03,10,1,33620,22418,21413,16953,1456,1945,
0000006,ホウスイ,2018/03,10,1,33471,21534,20479,15909,1009,1950,
0000006,ホウスイ,2019/03,10,1,41689,30195,29069,15400,1752,1791,
0000006,ホウスイ,2020/03,10,1,40128,28986,27802,22779,1623,1951,
0000015,常磐興産,1984/03,10,1,14471,7818,5019,3354,1534,940,
0000015,常磐興産,1985/03,10,1,17016,9053,5954,5047,2058,779,
0000015,常磐興産,1986/03,10,1,23057,14583,7587,5267,2391,1429,
0000015,常磐興産,1987/03,10,1,28541,21059,13769,8213,1752,926,
0000015,常磐興産,1988/03,10,1,36734,25051,16263,11600,4303,1913,
0000015,常磐興産,1989/03,10,1,49054,37260,21138,13171,2948,3209,
0000015,常磐興産,1990/03,10,1,66951,37882,29351,19327,7858,5855,
0000015,常磐興産,1991/03,10,1,87190,51757,41003,20837,8332,9866,
0000015,常磐興産,1992/03,10,1,96776,64127,52414,23325,5330,10946,
0000015,常磐興産,1993/03,10,1,110243,66134,56035,26501,7757,15551,
0000015,常磐興産,1994/03,10,1,105229,65747,56861,27275,4996,12281,
0000015,常磐興産,1995/03,10,1,103199,64811,57369,27603,3736,12957,
0000015,常磐興産,1996/03,10,1,108666,64007,58679,28643,5557,13753,
0000015,常磐興産,1997/03,10,1,102427,62603,57572,27524,3357,13738,
0000015,常磐興産,1998/03,10,1,96056,62181,57843,28511,3670,9957,
0000015,常磐興産,1999/03,10,1,90893,62655,57835,27731,4385,6449,
0000015,常磐興産,2000/03,10,1,92552,67964,62834,30506,4784,3874,3874
0000015,常磐興産,2001/03,10,1,89363,71971,59846,28466,5420,3531,3531
0000015,常磐興産,2002/03,10,1,81383,67705,59137,26603,4067,2997,
0000015,常磐興産,2003/03,10,1,77605,65534,58339,25850,3470,2033,
0000015,常磐興産,2004/03,10,1,77489,65706,57117,24712,4524,1463,
0000015,常磐興産,2005/03,10,1,73810,63059,55114,23126,3687,1536,
0000015,常磐興産,2006/03,10,1,66474,55184,43876,17442,3717,1281,
0000015,常磐興産,2007/03,10,1,63617,51624,41839,16413,3542,1549,
0000015,常磐興産,2008/03,10,1,57089,46893,41083,16034,4946,788,
0000015,常磐興産,2009/03,10,1,52938,43687,38997,14479,5824,1305,
0000015,常磐興産,2010/03,10,1,53209,44039,39088,13508,6367,376,
0000015,常磐興産,2011/03,10,1,52015,45866,30992,13347,3634,313,
0000015,常磐興産,2012/03,10,1,57662,44922,31483,16797,9406,375,
0000015,常磐興産,2013/03,10,1,59437,45181,31344,16656,8876,1101,
0000015,常磐興産,2014/03,10,1,58041,44315,30631,15951,7691,397,
0000015,常磐興産,2015/03,10,1,58470,45237,30508,15676,7078,449,
0000015,常磐興産,2016/03,10,1,54401,44152,30495,15773,7021,461,
0000015,常磐興産,2017/03,10,1,55237,44042,30631,15877,7077,1190,
0000015,常磐興産,2018/03,10,1,53097,44727,30994,16149,5649,434,
0000015,常磐興産,2019/03,10,1,51836,44093,30870,16126,3731,448,
0000015,常磐興産,2020/03,10,1,48245,42235,30175,15314,3214,461,
0000016,太平洋興発,1984/03,10,1,34526,8499,5870,2960,2862,14256,
0000016,太平洋興発,1985/03,10,1,37462,9149,6448,3390,3037,14581,
0000016,太平洋興発,1986/03,10,1,38755,10840,7954,4651,2880,12877,
0000016,太平洋興発,1987/03,10,1,40020,12272,7893,4542,4751,12204,
0000016,太平洋興発,1988/03,10,1,42912,13662,8681,5158,4726,13707,
0000016,太平洋興発,1989/03,10,1,44342,14239,8991,5382,4684,12118,
0000016,太平洋興発,1990/03,10,1,47778,14537,9143,5468,3610,14643,
0000016,太平洋興発,1991/03,10,1,52212,18658,8949,5319,4223,17005,
0000016,太平洋興発,1992/03,10,1,60510,21725,8891,5297,5282,20289,
0000016,太平洋興発,1993/03,10,1,58279,21937,9114,5439,5215,18061,
0000016,太平洋興発,1994/03,10,1,54485,21708,8705,5099,5195,13295,
0000016,太平洋興発,1995/03,10,1,59779,22040,9754,5995,5919,13732,
0000016,太平洋興発,1996/03,10,1,56009,21649,10251,6404,5056,13264,
0000016,太平洋興発,1997/03,10,1,54373,22179,10231,6299,3919,13286,
0000016,太平洋興発,1998/03,10,1,50767,23113,10550,6314,4803,9630,
0000016,太平洋興発,1999/03,10,1,45590,21469,10140,5619,6721,6591,
0000016,太平洋興発,2000/03,10,1,46376,23341,11105,6663,6586,5931,
0000016,太平洋興発,2001/03,10,1,45243,21541,10609,6103,7736,6011,
0000016,太平洋興発,2002/03,10,1,39785,21731,12321,6237,6503,4978,
0000016,太平洋興発,2003/03,10,1,35743,21567,11874,5717,6171,3839,
0000016,太平洋興発,2004/03,10,1,35921,21839,11154,5072,5508,4291,
0000016,太平洋興発,2005/03,10,1,34755,20852,10659,4650,5404,5021,
0000016,太平洋興発,2006/03,10,1,35076,19163,11588,4500,7897,4957,
0000016,太平洋興発,2007/03,10,1,33586,19240,12089,4487,6832,4628,
0000016,太平洋興発,2008/03,10,1,37448,21074,15034,5515,6566,4937,
0000016,太平洋興発,2009/03,10,1,32746,20094,14607,5391,4744,3622,
0000016,太平洋興発,2010/03,10,1,33918,21640,15358,5541,4141,3472,
0000016,太平洋興発,2011/03,10,1,33371,21078,15479,5256,4108,3672,
0000016,太平洋興発,2012/03,10,1,34288,20679,15511,5412,5236,3397,
0000016,太平洋興発,2013/03,10,1,35007,20293,15216,4980,6065,3827,
0000016,太平洋興発,2014/03,10,1,37943,21286,16479,5843,6872,3786,
0000016,太平洋興発,2015/03,10,1,35726,21272,16666,5934,5533,3939,
0000016,太平洋興発,2016/03,10,1,36692,21164,17164,6006,5675,4480,
0000016,太平洋興発,2017/03,10,1,37841,22838,18602,6943,5243,4272,
0000016,太平洋興発,2018/03,10,1,39868,23050,18973,7114,5909,4437,
0000016,太平洋興発,2019/03,10,1,43897,24778,20348,7532,6263,6625,
0000016,太平洋興発,2020/03,10,1,43691,25698,21721,9270,6559,7036,
0000022,日鉄鉱業,1984/03,10,1,74248,38473,21969,19588,6060,5570,
0000022,日鉄鉱業,1985/03,10,1,76523,39430,22912,19089,7477,6231,
0000022,日鉄鉱業,1986/03,10,1,75446,40805,24943,21330,6945,6737,
0000022,日鉄鉱業,1987/03,10,1,75977,41076,24420,21025,6640,6588,
0000022,日鉄鉱業,1988/03,10,1,80170,43359,24684,20154,6594,5948,
0000022,日鉄鉱業,1989/03,10,1,87524,46880,25203,21420,8858,6452,
0000022,日鉄鉱業,1990/03,10,1,129218,48901,28937,25096,9529,8194,
0000022,日鉄鉱業,1991/03,10,1,129072,52360,32793,27176,13821,8901,
0000022,日鉄鉱業,1992/03,10,1,127203,54704,34741,29298,11718,10421,
0000022,日鉄鉱業,1993/03,10,1,124586,54731,35252,29284,11426,13280,
0000022,日鉄鉱業,1994/03,10,1,126309,57470,38395,31524,12127,10174,
0000022,日鉄鉱業,1995/03,10,1,129219,61953,42310,35098,11734,8373,
0000022,日鉄鉱業,1996/03,10,1,139049,67750,48357,35278,9651,10510,
0000022,日鉄鉱業,1997/03,10,1,145235,75276,52946,40110,8877,11740,
0000022,日鉄鉱業,1998/03,10,1,141689,79255,53867,39540,7367,12743,
0000022,日鉄鉱業,1999/03,10,1,151010,80364,52130,40983,13039,11149,
0000022,日鉄鉱業,2000/03,10,1,164677,81078,51204,39829,11251,10189,20
0000022,日鉄鉱業,2001/03,10,1,175004,99638,50487,38690,12825,10097,11
0000022,日鉄鉱業,2002/03,10,1,152628,89316,50421,37461,17343,9788,
0000022,日鉄鉱業,2003/03,10,1,141746,76856,52332,36842,24911,8031,
0000022,日鉄鉱業,2004/03,10,1,152704,89085,49571,38715,18368,9277,
0000022,日鉄鉱業,2005/03,10,1,154357,93472,49363,35416,14500,9879,
0000022,日鉄鉱業,2006/03,10,1,195967,119368,49923,34571,17136,11720,
0000022,日鉄鉱業,2007/03,10,1,213183,130692,53130,34250,16847,13920,
0000022,日鉄鉱業,2008/03,10,1,187052,105974,51225,39463,19480,19322,
0000022,日鉄鉱業,2009/03,10,1,134083,84956,51067,37701,15201,7894,
0000022,日鉄鉱業,2010/03,10,1,144066,86759,47245,34397,14570,13668,
0000022,日鉄鉱業,2011/03,10,1,136145,79142,44802,31572,11911,15180,
0000022,日鉄鉱業,2012/03,10,1,132470,74813,43234,29829,14419,14298,
0000022,日鉄鉱業,2013/03,10,1,144539,80654,47460,32130,16672,16457,
0000022,日鉄鉱業,2014/03,10,1,161325,93257,56880,39093,14005,18751,
0000022,日鉄鉱業,2015/03,10,1,170055,98549,59234,41678,24118,14059,
0000022,日鉄鉱業,2016/03,10,1,162379,88605,57242,39843,26648,14675,
0000022,日鉄鉱業,2017/03,10,1,167260,96098,57240,39584,26297,12918,
0000022,日鉄鉱業,2018/03,10,1,172431,95135,56118,37572,30537,13764,
0000022,日鉄鉱業,2019/03,10,1,171717,93062,58369,37632,34139,9631,
0000022,日鉄鉱業,2020/03,10,1,173954,90157,61716,36307,34109,18786,
0000023,三井松島ホールディングス,1984/03,10,1,35679,12161,6142,2957,3862,1076,
0000023,三井松島ホールディングス,1985/03,10,1,44002,12276,6100,2784,4548,2359,
0000023,三井松島ホールディングス,1986/03,10,1,43621,15676,9084,4380,2799,2140,
0000023,三井松島ホールディングス,1987/03,10,1,38898,15671,9041,4432,6109,1373,
0000023,三井松島ホールディングス,1988/03,10,1,40892,15933,9362,4045,6533,603,
0000023,三井松島ホールディングス,1989/03,10,1,44222,17329,10294,4541,7590,655,
0000023,三井松島ホールディングス,1990/03,10,1,46961,17478,11085,4271,7868,1298,
0000023,三井松島ホールディングス,1991/03,10,1,50095,18459,11681,4145,7994,987,
0000023,三井松島ホールディングス,1992/03,10,1,52083,18967,11882,4357,4594,8880,
0000023,三井松島ホールディングス,1993/03,10,1,60712,22398,13868,5206,4274,12893,
0000023,三井松島ホールディングス,1994/03,10,1,65264,23655,15149,5879,6980,11724,
0000023,三井松島ホールディングス,1995/03,10,1,68558,25151,17283,8503,4858,14954,
0000023,三井松島ホールディングス,1996/03,10,1,72098,24920,17371,8069,5096,16325,
0000023,三井松島ホールディングス,1997/03,10,1,81215,26890,17908,8463,4811,21732,
0000023,三井松島ホールディングス,1998/03,10,1,74641,27637,17560,8029,5328,17268,
0000023,三井松島ホールディングス,1999/03,10,1,65534,27609,17056,7473,6287,7033,
0000023,三井松島ホールディングス,2000/03,10,1,57526,26910,17095,7435,7341,5565,
0000023,三井松島ホールディングス,2001/03,10,1,59641,25626,16774,7144,7189,4315,
0000023,三井松島ホールディングス,2002/03,10,1,58213,29424,18199,6260,6607,2441,
0000023,三井松島ホールディングス,2003/03,10,1,55651,32846,27026,7874,4688,1559,
0000023,三井松島ホールディングス,2004/03,10,1,55802,31226,26073,7568,5252,1579,
0000023,三井松島ホールディングス,2005/03,10,1,49773,30288,25108,7197,6288,672,
0000023,三井松島ホールディングス,2006/03,10,1,49813,27647,21024,4542,9107,447,
0000023,三井松島ホールディングス,2007/03,10,1,49992,26037,20200,4423,11378,488,
0000023,三井松島ホールディングス,2008/03,10,1,53439,27075,21589,5324,10869,895,
0000023,三井松島ホールディングス,2009/03,10,1,45775,26469,21112,6370,8630,493,
0000023,三井松島ホールディングス,2010/03,10,1,48983,30271,22319,8807,13798,236,
0000023,三井松島ホールディングス,2011/03,10,1,49022,31329,25930,12916,11784,526,
0000023,三井松島ホールディングス,2012/03,10,1,46178,28355,24759,11528,11387,762,
0000023,三井松島ホールディングス,2013/03,10,1,56280,35968,27864,14843,12212,1117,
0000023,三井松島ホールディングス,2014/03,10,1,59812,36513,26388,14038,14362,1493,
0000023,三井松島ホールディングス,2015/03,10,1,58091,36012,25504,14275,13788,1520,
0000023,三井松島ホールディングス,2016/03,10,1,55281,32606,23053,12229,13454,2914,
0000023,三井松島ホールディングス,2017/03,10,1,59113,34386,21182,12318,14231,2166,
0000023,三井松島ホールディングス,2018/03,10,1,58282,31298,19032,11294,16600,2472,
0000023,三井松島ホールディングス,2019/03,10,1,57464,27984,17099,9689,16571,3080,
0000023,三井松島ホールディングス,2020/03,10,1,63155,30274,15855,8669,17953,4165,
0000043,古河機械金属,1984/03,10,1,112894,29915,21582,14598,14030,21562,
0000043,古河機械金属,1985/03,10,1,117794,30481,21898,14619,13352,22596,
0000043,古河機械金属,1986/03,10,1,117495,30933,22743,15384,13236,20187,
0000043,古河機械金属,1987/03,10,1,122403,33979,21676,14131,14267,17381,
0000043,古河機械金属,1988/03,10,1,140449,36978,23220,14223,23830,20829,
0000043,古河機械金属,1989/03,10,1,157950,41813,24886,16563,28358,19055,
0000043,古河機械金属,1990/03,10,1,205973,50443,36166,19617,43920,26312,
0000043,古河機械金属,1991/03,10,1,223618,60359,40808,24589,38737,32210,
0000043,古河機械金属,1992/03,10,1,230471,65495,43005,27124,41494,31387,
0000043,古河機械金属,1993/03,10,1,235336,67587,43721,28118,52052,27606,
0000043,古河機械金属,1994/03,10,1,208016,70774,43817,27384,24714,21017,
0000043,古河機械金属,1995/03,10,1,231583,74186,55990,29632,31396,25564,
0000043,古河機械金属,1996/03,10,1,214760,74542,55961,29547,14421,25211,
0000043,古河機械金属,1997/03,10,1,240783,76251,56673,29644,33546,30778,
0000043,古河機械金属,1998/03,10,1,229300,88834,72224,42813,15854,28783,
0000043,古河機械金属,1999/03,10,1,241154,104456,85763,54443,19165,23659,
0000043,古河機械金属,2000/03,10,1,255780,107198,89803,57536,15598,30141,
0000043,古河機械金属,2001/03,10,1,294020,184685,95407,58648,32516,34082,
0000043,古河機械金属,2002/03,10,1,278174,191093,133643,71758,18656,29609,
0000043,古河機械金属,2003/03,10,1,252856,173304,130398,70889,12336,24873,
0000043,古河機械金属,2004/03,10,1,206251,122474,85216,29618,23439,20521,
0000043,古河機械金属,2005/03,10,1,204652,112455,73197,25513,29807,23338,
0000043,古河機械金属,2006/03,10,1,213047,123991,73547,26386,20227,28350,
0000043,古河機械金属,2007/03,10,1,217027,122161,75015,27763,20290,32317,
0000043,古河機械金属,2008/03,10,1,199383,110495,74179,26853,14578,35301,
0000043,古河機械金属,2009/03,10,1,188361,110851,84082,27612,19349,29074,
0000043,古河機械金属,2010/03,10,1,204774,122157,87644,27976,20255,31422,
0000043,古河機械金属,2011/03,10,1,196234,116035,85657,25937,16268,29661,
0000043,古河機械金属,2012/03,10,1,193971,112473,85085,24587,14156,30807,
0000043,古河機械金属,2013/03,10,1,186076,106569,79024,21122,18268,31538,
0000043,古河機械金属,2014/03,10,1,199408,122569,87198,31556,12735,33066,
0000043,古河機械金属,2015/03,10,1,207317,126753,86177,30506,15716,33865,
0000043,古河機械金属,2016/03,10,1,195650,119335,85314,29941,12164,33882,
0000043,古河機械金属,2017/03,10,1,208034,128455,87377,32042,13225,33105,
0000043,古河機械金属,2018/03,10,1,222211,134366,88965,31956,10201,41171,
0000043,古河機械金属,2019/03,10,1,215368,127926,88289,33242,14329,38616,
0000043,古河機械金属,2020/03,10,1,209697,123971,89838,35021,12647,38408,
0000045,三井金属鉱業,1984/03,10,1,284450,125508,88343,67853,45437,57372,
0000045,三井金属鉱業,1985/03,10,1,309563,130895,94662,72888,46616,58706,
0000045,三井金属鉱業,1986/03,10,1,310672,139059,100353,76826,49174,54893,
0000045,三井金属鉱業,1987/03,10,1,305482,130815,101023,77634,49186,46011,
0000045,三井金属鉱業,1988/03,10,1,351131,144442,101243,77536,67391,46914,
0000045,三井金属鉱業,1989/03,10,1,365854,159575,100122,75535,55499,49202,
0000045,三井金属鉱業,1990/03,10,1,398420,174088,109074,79179,39249,62779,
0000045,三井金属鉱業,1991/03,10,1,440244,185987,120722,90040,50756,65215,
0000045,三井金属鉱業,1992/03,10,1,434552,201322,139060,100883,39081,67043,
0000045,三井金属鉱業,1993/03,10,1,436681,205335,147546,116985,41727,65522,
0000045,三井金属鉱業,1994/03,10,1,448209,235592,175088,117849,40851,66793,
0000045,三井金属鉱業,1995/03,10,1,454258,247160,203915,120953,34453,64174,
0000045,三井金属鉱業,1996/03,10,1,458450,243915,201245,150917,34443,65202,
0000045,三井金属鉱業,1997/03,10,1,462313,250859,209483,156598,28186,65919,
0000045,三井金属鉱業,1998/03,10,1,456963,250632,204941,151503,19583,68705,
0000045,三井金属鉱業,1999/03,10,1,433647,247782,204019,159214,19143,60939,
0000045,三井金属鉱業,2000/03,10,1,412104,226624,185063,146226,17636,57265,
0000045,三井金属鉱業,2001/03,10,1,424829,244272,201330,159655,16648,60566,
0000045,三井金属鉱業,2002/03,10,1,393603,238365,199364,160369,11178,63489,
0000045,三井金属鉱業,2003/03,10,1,370886,223157,188580,150344,10356,62591,
0000045,三井金属鉱業,2004/03,10,1,392545,235887,194863,144943,12276,49470,
0000045,三井金属鉱業,2005/03,10,1,409019,236107,196298,145572,16143,64141,
0000045,三井金属鉱業,2006/03,10,1,460225,251471,203906,157239,16944,79165,
0000045,三井金属鉱業,2007/03,10,1,483397,264960,195604,151898,17306,88560,
0000045,三井金属鉱業,2008/03,10,1,486238,258315,184168,143548,20645,92719,
0000045,三井金属鉱業,2009/03,10,1,410258,228842,169299,129624,52915,63975,
0000045,三井金属鉱業,2010/03,10,1,416541,221707,157007,116007,42351,67881,
0000045,三井金属鉱業,2011/03,10,1,411027,225381,147790,103723,24450,70964,
0000045,三井金属鉱業,2012/03,10,1,413106,228644,150996,107462,17676,73504,
0000045,三井金属鉱業,2013/03,10,1,438072,258809,152027,111974,15202,72570,
0000045,三井金属鉱業,2014/03,10,1,503825,305432,156397,114139,15290,85315,
0000045,三井金属鉱業,2015/03,10,1,538646,317492,164058,120929,16404,92472,
0000045,三井金属鉱業,2016/03,10,1,484800,289876,162931,122014,16983,81009,
0000045,三井金属鉱業,2017/03,10,1,518981,289912,169397,120408,15304,100088,
0000045,三井金属鉱業,2018/03,10,1,518705,269169,183369,133608,22379,113644,
0000045,三井金属鉱業,2019/03,10,1,523315,273978,189857,146117,21536,111752,
0000045,三井金属鉱業,2020/03,10,1,537119,274262,189124,143177,32677,121514,
0000046,東邦亜鉛,1984/03,10,1,73701,24002,19432,17654,13063,18940,
0000046,東邦亜鉛,1985/03,10,1,70895,23888,20122,17695,13461,15572,
0000046,東邦亜鉛,1986/03,10,1,66362,23333,20062,17886,14269,15130,
0000046,東邦亜鉛,1987/03,10,1,63097,21880,19246,17260,12607,16047,
0000046,東邦亜鉛,1988/03,10,1,64294,21633,18912,16586,11145,13534,
